Obs#	Eclipse#	Hit_K70A10	Year	Month	Day	EclipseStart	ObservationTime	EclipseEnd	MoonAlt	KrittikkaAlt	AgastyaAlt	Remarks	HitTag	HitCount														
903	281	-	-25	11	7	-00025-11-07T17:31:00	-0025-11-07T19:31:00	-00025-11-07T19:59:00	29	39	-19	ContinuingSearch +30 minutes (normally)	..	19														
904	281	-	-25	11	7	-00025-11-07T17:31:00	-0025-11-07T20:01:00	-00025-11-07T19:59:00	36	47	-14	Breaking Search. Eclipse Over at -00025-11-07T19:59:00	..	19														
905	282	-	-23	3	23	-00023-03-23T19:48:00	-0023-03-23T19:48:00	-00023-03-23T22:32:00	27	5	22	ContinuingSearch +30 minutes (normally)	.@	19														
906	282	-	-23	3	23	-00023-03-23T19:48:00	-0023-03-23T20:18:00	-00023-03-23T22:32:00	34	-1	20	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	19														
907	283	-	-21	3	2	-00021-03-02T16:23:00	-0021-03-02T16:23:00	-00021-03-02T18:24:00	-23	75	18	ContinuingSearch +98 Minutes (moon fast fwd)	*@	19														
908	283	-	-21	3	2	-00021-03-02T16:23:00	-0021-03-02T18:01:00	-00021-03-02T18:24:00	0	51	26	ContinuingSearch +1 Minutes (moon fast fwd)	.@	19														
909	283	-	-21	3	2	-00021-03-02T16:23:00	-0021-03-02T18:02:00	-00021-03-02T18:24:00	0	51	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	19														
910	284	-	-19	7	5	-00019-07-05T20:35:00	-0019-07-05T20:35:00	-00019-07-05T23:55:00	32	-57	-39	BreakingSearch. Kritikka is too low to reach zenith	..	19														
911	285	-	-16	5	3	-00016-05-03T20:28:00	-0016-05-03T20:28:00	-00016-05-03T22:10:00	35	-41	-2	BreakingSearch. Kritikka is too low to reach zenith	..	19														
912	286	-	-11	8	5	-00011-08-05T17:30:00	-0011-08-05T17:30:00	-00011-08-05T21:04:00	-8	-64	-31	ContinuingSearch +34 Minutes (moon fast fwd)	..	19														
913	286	-	-11	8	5	-00011-08-05T17:30:00	-0011-08-05T18:04:00	-00011-08-05T21:04:00	0	-61	-35	BreakingSearch. Kritikka is too low to reach zenith	..	19														
914	287	-	-8	6	3	-00008-06-03T21:15:00	-0008-06-03T21:15:00	-0008-06-04T00:48:00	42	-64	-28	BreakingSearch. Kritikka is too low to reach zenith	..	19														
915	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T17:02:00	-00008-11-28T20:39:00	-5	24	-28	ContinuingSearch +23 Minutes (moon fast fwd)	..	19														
916	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T17:25:00	-00008-11-28T20:39:00	0	29	-25	ContinuingSearch +30 minutes (normally)	..	19														
917	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T17:55:00	-00008-11-28T20:39:00	7	37	-21	ContinuingSearch +30 minutes (normally)	..	19														
918	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T18:25:00	-00008-11-28T20:39:00	13	44	-16	ContinuingSearch +30 minutes (normally)	..	19														
919	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T18:55:00	-00008-11-28T20:39:00	20	51	-11	ContinuingSearch +30 minutes (normally)	..	19														
920	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T19:25:00	-00008-11-28T20:39:00	27	58	-7	ContinuingSearch +30 minutes (normally)	..	19														
921	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T19:55:00	-00008-11-28T20:39:00	34	66	-2	ContinuingSearch +30 minutes (normally)	..	19														
922	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T20:25:00	-00008-11-28T20:39:00	40	73	2	ContinuingSearch +30 minutes (normally)	*.	19														
923	288	-	-8	11	28	-00008-11-28T17:02:00	-0008-11-28T20:55:00	-00008-11-28T20:39:00	47	79	6	Breaking Search. Eclipse Over at -00008-11-28T20:39:00	*.	19														
924	289	-	-4	3	23	-00004-03-23T16:30:00	-0004-03-23T16:30:00	-00004-03-23T20:12:00	-21	53	25	ContinuingSearch +90 Minutes (moon fast fwd)	.@	19														
925	289	-	-4	3	23	-00004-03-23T16:30:00	-0004-03-23T18:00:00	-00004-03-23T20:12:00	0	31	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	19														
926	290	-	-4	9	15	-00004-09-15T18:23:00	-0004-09-15T18:23:00	-00004-09-15T22:00:00	8	-26	-47	BreakingSearch. Kritikka is too low to reach zenith	..	19														
927	291	-	-3	3	12	-00003-03-12T23:32:00	-0003-03-12T23:32:00	-0003-03-13T01:50:00	81	-36	1	BreakingSearch. Kritikka is too low to reach zenith	..	19														
928	292	-	0	1	9	0000-01-09T21:22:00	0000-01-09T21:22:00	0000-01-10T00:56:00	51	53	26	ContinuingSearch +30 minutes (normally)	.@	19														
929	292	-	0	1	9	0000-01-09T21:22:00	0000-01-09T21:52:00	0000-01-10T00:56:00	57	45	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	19														
930	293	-	2	11	8	0002-11-08T21:27:00	0002-11-08T21:27:00	0002-11-09T00:00:00	58	68	0	ContinuingSearch +30 minutes (normally)	..	19														
931	293	-	2	11	8	0002-11-08T21:27:00	0002-11-08T21:57:00	0002-11-09T00:00:00	65	75	4	ContinuingSearch +30 minutes (normally)	*.	19														
932	293	-	2	11	8	0002-11-08T21:27:00	0002-11-08T22:27:00	0002-11-09T00:00:00	72	81	8	ContinuingSearch +30 minutes (normally)	*.	19														
933	293	Hit	2	11	8	0002-11-08T21:27:00	0002-11-08T22:57:00	0002-11-09T00:00:00	78	84	12	Found NEW HIT:20	*@	19														
934	294	-	3	5	4	0003-05-04T17:43:00	0003-05-04T17:43:00	0003-05-04T21:11:00	-1	-3	19	ContinuingSearch +7 Minutes (moon fast fwd)	.@	20														
935	294	-	3	5	4	0003-05-04T17:43:00	0003-05-04T17:50:00	0003-05-04T21:11:00	0	-5	18	ContinuingSearch +1 Minutes (moon fast fwd)	.@	20														
936	294	-	3	5	4	0003-05-04T17:43:00	0003-05-04T17:51:00	0003-05-04T21:11:00	0	-6	18	BreakingSearch. Kritikka is too low to reach zenith	.@	20														
937	295	-	3	10	28	0003-10-28T20:40:00	0003-10-28T20:40:00	0003-10-29T00:35:00	47	46	-14	ContinuingSearch +30 minutes (normally)	..	20														
938	295	-	3	10	28	0003-10-28T20:40:00	0003-10-28T21:10:00	0003-10-29T00:35:00	54	54	-10	ContinuingSearch +30 minutes (normally)	..	20														
939	295	-	3	10	28	0003-10-28T20:40:00	0003-10-28T21:40:00	0003-10-29T00:35:00	61	61	-5	ContinuingSearch +30 minutes (normally)	..	20														
940	295	-	3	10	28	0003-10-28T20:40:00	0003-10-28T22:10:00	0003-10-29T00:35:00	68	68	0	ContinuingSearch +30 minutes (normally)	..	20														
941	295	-	3	10	28	0003-10-28T20:40:00	0003-10-28T22:40:00	0003-10-29T00:35:00	76	75	4	ContinuingSearch +30 minutes (normally)	*.	20														
942	295	-	3	10	28	0003-10-28T20:40:00	0003-10-28T23:10:00	0003-10-29T00:35:00	83	81	8	ContinuingSearch +30 minutes (normally)	*.	20														
943	295	Hit	3	10	28	0003-10-28T20:40:00	0003-10-28T23:40:00	0003-10-29T00:35:00	88	84	12	Found NEW HIT:21	*@	20														
944	296	-	4	10	16	0004-10-16T21:33:00	0004-10-16T21:33:00	0004-10-17T00:32:00	59	48	-13	ContinuingSearch +30 minutes (normally)	..	21														
945	296	-	4	10	16	0004-10-16T21:33:00	0004-10-16T22:03:00	0004-10-17T00:32:00	66	56	-9	ContinuingSearch +30 minutes (normally)	..	21														
946	296	-	4	10	16	0004-10-16T21:33:00	0004-10-16T22:33:00	0004-10-17T00:32:00	73	63	-4	ContinuingSearch +30 minutes (normally)	..	21														
947	296	-	4	10	16	0004-10-16T21:33:00	0004-10-16T23:03:00	0004-10-17T00:32:00	81	70	1	ContinuingSearch +30 minutes (normally)	..	21														
948	296	-	4	10	16	0004-10-16T21:33:00	0004-10-16T23:33:00	0004-10-17T00:32:00	87	77	5	ContinuingSearch +30 minutes (normally)	*.	21														
949	296	-	4	10	16	0004-10-16T21:33:00	0004-10-17T00:03:00	0004-10-17T00:32:00	84	82	9	ContinuingSearch +30 minutes (normally)	*.	21														
950	296	-	4	10	16	0004-10-16T21:33:00	0004-10-17T00:33:00	0004-10-17T00:32:00	77	83	13	Breaking Search. Eclipse Over at 0004-10-17T00:32:00	*@	21														
951	297	-	6	3	3	0006-03-03T18:59:00	0006-03-03T18:59:00	0006-03-03T21:47:00	14	36	27	ContinuingSearch +30 minutes (normally)	.@	21														
952	297	-	6	3	3	0006-03-03T18:59:00	0006-03-03T19:29:00	0006-03-03T21:47:00	22	29	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	21														
953	298	-	7	2	20	0007-02-20T18:12:00	0007-02-20T18:12:00	0007-02-20T22:06:00	3	58	24	ContinuingSearch +30 minutes (normally)	.@	21														
954	298	-	7	2	20	0007-02-20T18:12:00	0007-02-20T18:42:00	0007-02-20T22:06:00	10	51	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	21														
955	299	-	8	2	9	0008-02-09T21:45:00	0008-02-09T21:45:00	0008-02-10T00:18:00	55	18	26	ContinuingSearch +30 minutes (normally)	.@	21														
956	299	-	8	2	9	0008-02-09T21:45:00	0008-02-09T22:15:00	0008-02-10T00:18:00	62	11	24	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	21														
957	300	-	13	10	7	0013-10-07T18:07:00	0013-10-07T18:07:00	0013-10-07T20:04:00	6	-10	-44	BreakingSearch. Kritikka is too low to reach zenith	..	21														
958	301	-	14	4	3	0014-04-03T23:57:00	0014-04-03T23:57:00	0014-04-04T03:40:00	77	-57	-16	BreakingSearch. Kritikka is too low to reach zenith	..	21														
959	302	-	15	9	16	0015-09-16T17:58:00	0015-09-16T17:58:00	0015-09-16T20:50:00	3	-31	-47	BreakingSearch. Kritikka is too low to reach zenith	..	21														
960	303	-	17	1	30	0017-01-30T18:44:00	0017-01-30T18:44:00	0017-01-30T21:24:00	12	70	20	ContinuingSearch +30 minutes (normally)	.@	21														
961	303	-	17	1	30	0017-01-30T18:44:00	0017-01-30T19:14:00	0017-01-30T21:24:00	18	63	23	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	21														
962	304	-	19	1	9	0019-01-09T22:04:00	0019-01-09T22:04:00	0019-01-10T00:37:00	60	42	27	ContinuingSearch +30 minutes (normally)	.@	21														
963	304	-	19	1	9	0019-01-09T22:04:00	0019-01-09T22:34:00	0019-01-10T00:37:00	66	35	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	21														
964	305	-	22	5	4	0022-05-04T18:34:00	0022-05-04T18:34:00	0022-05-04T21:43:00	10	-16	13	BreakingSearch. Kritikka is too low to reach zenith	.@	21														
965	306	-	24	9	6	0024-09-06T17:54:00	0024-09-06T17:54:00	0024-09-06T20:22:00	1	-40	-46	BreakingSearch. Kritikka is too low to reach zenith	..	21														
966	307	-	26	8	16	0026-08-16T20:50:00	0026-08-16T20:50:00	0026-08-16T23:25:00	38	-20	-47	BreakingSearch. Kritikka is too low to reach zenith	..	21														
967	308	-	27	12	31	0027-12-31T21:12:00	0027-12-31T21:12:00	0027-12-31T23:55:00	49	64	23	ContinuingSearch +30 minutes (normally)	.@	21														
968	308	-	27	12	31	0027-12-31T21:12:00	0027-12-31T21:42:00	0027-12-31T23:55:00	56	56	25	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	21														
969	309	-	29	6	14	0029-06-14T17:58:00	0029-06-14T17:58:00	0029-06-14T21:35:00	0	-44	-5	BreakingSearch. Kritikka is too low to reach zenith	..	21														
970	310	-	29	12	9	0029-12-09T18:30:00	0029-12-09T18:30:00	0029-12-09T21:00:00	14	55	-9	ContinuingSearch +30 minutes (normally)	..	21														
971	310	-	29	12	9	0029-12-09T18:30:00	0029-12-09T19:00:00	0029-12-09T21:00:00	20	62	-4	ContinuingSearch +30 minutes (normally)	..	21														
972	310	-	29	12	9	0029-12-09T18:30:00	0029-12-09T19:30:00	0029-12-09T21:00:00	27	69	1	ContinuingSearch +30 minutes (normally)	..	21														
973	310	-	29	12	9	0029-12-09T18:30:00	0029-12-09T20:00:00	0029-12-09T21:00:00	34	76	5	ContinuingSearch +30 minutes (normally)	*.	21														
974	310	-	29	12	9	0029-12-09T18:30:00	0029-12-09T20:30:00	0029-12-09T21:00:00	41	82	9	ContinuingSearch +30 minutes (normally)	*.	21														
975	310	Hit	29	12	9	0029-12-09T18:30:00	0029-12-09T21:00:00	0029-12-09T21:00:00	47	83	12	Found NEW HIT:22	*@	21														
976	311	-	31	4	25	0031-04-25T19:11:00	0031-04-25T19:11:00	0031-04-25T21:14:00	18	-16	13	BreakingSearch. Kritikka is too low to reach zenith	.@	22														
977	312	-	35	8	7	0035-08-07T17:59:00	0035-08-07T17:59:00	0035-08-07T20:45:00	-2	-60	-36	ContinuingSearch +8 Minutes (moon fast fwd)	..	22														
978	312	-	35	8	7	0035-08-07T17:59:00	0035-08-07T18:07:00	0035-08-07T20:45:00	0	-59	-37	ContinuingSearch +1 Minutes (moon fast fwd)	..	22														
979	312	-	35	8	7	0035-08-07T17:59:00	0035-08-07T18:08:00	0035-08-07T20:45:00	0	-59	-37	BreakingSearch. Kritikka is too low to reach zenith	..	22														
980	313	-	36	1	31	0036-01-31T14:31:00	0036-01-31T14:31:00	0036-01-31T18:04:00	-44	47	-14	ContinuingSearch +182 Minutes (moon fast fwd)	..	22														
981	313	-	36	1	31	0036-01-31T14:31:00	0036-01-31T17:33:00	0036-01-31T18:04:00	-6	83	12	ContinuingSearch +26 Minutes (moon fast fwd)	*@	22														
982	313	Hit	36	1	31	0036-01-31T14:31:00	0036-01-31T17:59:00	0036-01-31T18:04:00	0	80	16	Found NEW HIT:23	*@	22														
983	314	-	36	7	26	0036-07-26T19:53:00	0036-07-26T19:53:00	0036-07-26T23:48:00	23	-49	-43	BreakingSearch. Kritikka is too low to reach zenith	..	23														
984	315	-	37	7	15	0037-07-15T21:17:00	0037-07-15T21:17:00	0037-07-15T23:36:00	40	-41	-46	BreakingSearch. Kritikka is too low to reach zenith	..	23														
985	316	-	43	9	7	0043-09-07T17:09:00	0043-09-07T17:09:00	0043-09-07T20:44:00	-11	-49	-43	ContinuingSearch +45 Minutes (moon fast fwd)	..	23														
986	316	-	43	9	7	0043-09-07T17:09:00	0043-09-07T17:54:00	0043-09-07T20:44:00	0	-40	-46	BreakingSearch. Kritikka is too low to reach zenith	..	23														
987	317	-	46	7	6	0046-07-06T17:28:00	0046-07-06T17:28:00	0046-07-06T20:22:00	-9	-54	-13	ContinuingSearch +38 Minutes (moon fast fwd)	..	23														
988	317	-	46	7	6	0046-07-06T17:28:00	0046-07-06T18:06:00	0046-07-06T20:22:00	0	-60	-19	BreakingSearch. Kritikka is too low to reach zenith	..	23														
989	318	-	46	12	31	0046-12-31T19:05:00	0046-12-31T19:05:00	0046-12-31T22:44:00	20	82	9	ContinuingSearch +30 minutes (normally)	*.	23														
990	318	Hit	46	12	31	0046-12-31T19:05:00	0046-12-31T19:35:00	0046-12-31T22:44:00	27	83	13	Found NEW HIT:24	*@	23														
991	319	-	48	6	14	0048-06-14T16:34:00	0048-06-14T16:34:00	0048-06-14T18:25:00	-20	-25	7	ContinuingSearch +83 Minutes (moon fast fwd)	..	24														
992	319	-	48	6	14	0048-06-14T16:34:00	0048-06-14T17:57:00	0048-06-14T18:25:00	-1	-43	-5	ContinuingSearch +5 Minutes (moon fast fwd)	..	24														
993	319	-	48	6	14	0048-06-14T16:34:00	0048-06-14T18:02:00	0048-06-14T18:25:00	0	-44	-6	ContinuingSearch +1 Minutes (moon fast fwd)	..	24														
994	319	-	48	6	14	0048-06-14T16:34:00	0048-06-14T18:03:00	0048-06-14T18:25:00	0	-45	-6	BreakingSearch. Kritikka is too low to reach zenith	..	24														
995	320	-	50	4	25	0050-04-25T14:26:00	0050-04-25T14:26:00	0050-04-25T18:07:00	-51	52	26	ContinuingSearch +211 Minutes (moon fast fwd)	.@	24														
996	320	-	50	4	25	0050-04-25T14:26:00	0050-04-25T17:57:00	0050-04-25T18:07:00	-1	2	21	ContinuingSearch +3 Minutes (moon fast fwd)	.@	24														
997	320	-	50	4	25	0050-04-25T14:26:00	0050-04-25T18:00:00	0050-04-25T18:07:00	0	1	20	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	24														
998	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T19:32:00	0050-10-18T23:06:00	29	21	-30	ContinuingSearch +30 minutes (normally)	..	24														
999	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T20:02:00	0050-10-18T23:06:00	37	28	-26	ContinuingSearch +30 minutes (normally)	..	24														
1000	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T20:32:00	0050-10-18T23:06:00	44	35	-21	ContinuingSearch +30 minutes (normally)	..	24														
1001	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T21:02:00	0050-10-18T23:06:00	51	42	-17	ContinuingSearch +30 minutes (normally)	..	24														
1002	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T21:32:00	0050-10-18T23:06:00	58	49	-12	ContinuingSearch +30 minutes (normally)	..	24														
1003	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T22:02:00	0050-10-18T23:06:00	66	57	-8	ContinuingSearch +30 minutes (normally)	..	24														
1004	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T22:32:00	0050-10-18T23:06:00	73	64	-3	ContinuingSearch +30 minutes (normally)	..	24														
1005	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T23:02:00	0050-10-18T23:06:00	80	71	1	ContinuingSearch +30 minutes (normally)	*.	24														
1006	321	-	50	10	18	0050-10-18T19:32:00	0050-10-18T23:32:00	0050-10-18T23:06:00	87	77	6	Breaking Search. Eclipse Over at 0050-10-18T23:06:00	*.	24														
1007	322	-	51	4	14	0051-04-14T20:07:00	0051-04-14T20:07:00	0051-04-14T23:11:00	32	-19	11	BreakingSearch. Kritikka is too low to reach zenith	.@	24														
1008	323	-	54	2	10	0054-02-10T22:55:00	0054-02-10T22:55:00	0054-02-11T02:28:00	72	0	20	ContinuingSearch +30 minutes (normally)	.@	24														
1009	323	-	54	2	10	0054-02-10T22:55:00	0054-02-10T23:25:00	0054-02-11T02:28:00	78	-7	17	BreakingSearch. Kritikka is too low to reach zenith	.@	24														
1010	324	-	55	1	31	0055-01-31T15:22:00	0055-01-31T15:22:00	0055-01-31T18:00:00	-34	60	-6	ContinuingSearch +141 Minutes (moon fast fwd)	..	24														
1011	324	-	55	1	31	0055-01-31T15:22:00	0055-01-31T17:43:00	0055-01-31T18:00:00	-3	82	14	ContinuingSearch +13 Minutes (moon fast fwd)	*@	24														
1012	324	Hit	55	1	31	0055-01-31T15:22:00	0055-01-31T17:56:00	0055-01-31T18:00:00	0	80	15	Found NEW HIT:25	*@	24														
1013	325	-	56	12	10	0056-12-10T22:07:00	0056-12-10T22:07:00	0056-12-11T00:37:00	63	69	20	ContinuingSearch +30 minutes (normally)	.@	25														
1014	325	-	56	12	10	0056-12-10T22:07:00	0056-12-10T22:37:00	0056-12-11T00:37:00	68	62	23	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	25														
1015	326	-	57	6	5	0057-06-05T16:14:00	0057-06-05T16:14:00	0057-06-05T19:28:00	-24	-12	14	ContinuingSearch +99 Minutes (moon fast fwd)	.@	25														
1016	326	-	57	6	5	0057-06-05T16:14:00	0057-06-05T17:53:00	0057-06-05T19:28:00	-1	-35	1	ContinuingSearch +6 Minutes (moon fast fwd)	..	25														
1017	326	-	57	6	5	0057-06-05T16:14:00	0057-06-05T17:59:00	0057-06-05T19:28:00	0	-36	1	ContinuingSearch +1 Minutes (moon fast fwd)	..	25														
1018	326	-	57	6	5	0057-06-05T16:14:00	0057-06-05T18:00:00	0057-06-05T19:28:00	0	-36	1	BreakingSearch. Kritikka is too low to reach zenith	..	25														
1019	327	-	57	11	29	0057-11-29T20:45:00	0057-11-29T20:45:00	0057-11-30T00:39:00	46	77	5	ContinuingSearch +30 minutes (normally)	*.	25														
1020	327	-	57	11	29	0057-11-29T20:45:00	0057-11-29T21:15:00	0057-11-30T00:39:00	53	83	9	ContinuingSearch +30 minutes (normally)	*.	25														
1021	327	Hit	57	11	29	0057-11-29T20:45:00	0057-11-29T21:45:00	0057-11-30T00:39:00	60	83	13	Found NEW HIT:26	*@	25														
1022	328	Hit	58	11	18	0058-11-18T22:08:00	0058-11-18T22:08:00	0058-11-19T01:12:00	67	83	11	Found NEW HIT:27	*@	26														
1023	329	-	60	4	4	0060-04-04T16:30:00	0060-04-04T16:30:00	0060-04-04T18:24:00	-22	42	27	ContinuingSearch +91 Minutes (moon fast fwd)	.@	27														
1024	329	-	60	4	4	0060-04-04T16:30:00	0060-04-04T18:01:00	0060-04-04T18:24:00	0	20	26	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	27														
1025	330	-	61	3	24	0061-03-24T15:44:00	0061-03-24T15:44:00	0061-03-24T19:37:00	-33	63	23	ContinuingSearch +137 Minutes (moon fast fwd)	.@	27														
1026	330	-	61	3	24	0061-03-24T15:44:00	0061-03-24T18:01:00	0061-03-24T19:37:00	0	31	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	27														
1027	331	-	62	3	13	0062-03-13T20:39:00	0062-03-13T20:39:00	0062-03-13T23:37:00	40	3	21	ContinuingSearch +30 minutes (normally)	.@	27														
1028	331	-	62	3	13	0062-03-13T20:39:00	0062-03-13T21:09:00	0062-03-13T23:37:00	47	-4	18	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	27														
1029	332	-	66	6	25	0066-06-25T23:51:00	0066-06-25T23:51:00	0066-06-26T02:04:00	55	-25	-47	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1030	333	-	67	11	9	0067-11-09T18:58:00	0067-11-09T18:58:00	0067-11-09T20:42:00	21	33	-23	ContinuingSearch +30 minutes (normally)	..	27														
1031	333	-	67	11	9	0067-11-09T18:58:00	0067-11-09T19:28:00	0067-11-09T20:42:00	28	40	-18	ContinuingSearch +30 minutes (normally)	..	27														
1032	333	-	67	11	9	0067-11-09T18:58:00	0067-11-09T19:58:00	0067-11-09T20:42:00	35	47	-14	ContinuingSearch +30 minutes (normally)	..	27														
1033	333	-	67	11	9	0067-11-09T18:58:00	0067-11-09T20:28:00	0067-11-09T20:42:00	42	54	-9	ContinuingSearch +30 minutes (normally)	..	27														
1034	333	-	67	11	9	0067-11-09T18:58:00	0067-11-09T20:58:00	0067-11-09T20:42:00	49	62	-4	Breaking Search. Eclipse Over at 0067-11-09T20:42:00	..	27														
1035	334	-	68	5	5	0068-05-05T21:31:00	0068-05-05T21:31:00	0068-05-06T01:09:00	49	-54	-13	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1036	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T19:32:00	0069-10-18T22:33:00	30	21	-30	ContinuingSearch +30 minutes (normally)	..	27														
1037	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T20:02:00	0069-10-18T22:33:00	37	28	-26	ContinuingSearch +30 minutes (normally)	..	27														
1038	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T20:32:00	0069-10-18T22:33:00	44	35	-21	ContinuingSearch +30 minutes (normally)	..	27														
1039	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T21:02:00	0069-10-18T22:33:00	52	42	-17	ContinuingSearch +30 minutes (normally)	..	27														
1040	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T21:32:00	0069-10-18T22:33:00	59	49	-12	ContinuingSearch +30 minutes (normally)	..	27														
1041	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T22:02:00	0069-10-18T22:33:00	66	57	-8	ContinuingSearch +30 minutes (normally)	..	27														
1042	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T22:32:00	0069-10-18T22:33:00	73	64	-3	ContinuingSearch +30 minutes (normally)	..	27														
1043	335	-	69	10	18	0069-10-18T19:32:00	0069-10-18T23:02:00	0069-10-18T22:33:00	81	71	2	Breaking Search. Eclipse Over at 0069-10-18T22:33:00	*.	27														
1044	336	-	71	3	4	0071-03-04T18:45:00	0071-03-04T18:45:00	0071-03-04T21:04:00	11	39	27	ContinuingSearch +30 minutes (normally)	.@	27														
1045	336	-	71	3	4	0071-03-04T18:45:00	0071-03-04T19:15:00	0071-03-04T21:04:00	18	32	27	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	27														
1046	337	-	73	2	10	0073-02-10T23:50:00	0073-02-10T23:50:00	0073-02-11T02:33:00	84	-13	14	BreakingSearch. Kritikka is too low to reach zenith	.@	27														
1047	338	-	75	6	16	0075-06-16T23:47:00	0075-06-16T23:47:00	0075-06-17T02:54:00	55	-34	-47	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1048	339	-	76	6	5	0076-06-05T16:43:00	0076-06-05T16:43:00	0076-06-05T20:11:00	-17	-19	11	ContinuingSearch +71 Minutes (moon fast fwd)	.@	27														
1049	339	-	76	6	5	0076-06-05T16:43:00	0076-06-05T17:54:00	0076-06-05T20:11:00	-1	-35	1	ContinuingSearch +4 Minutes (moon fast fwd)	..	27														
1050	339	-	76	6	5	0076-06-05T16:43:00	0076-06-05T17:58:00	0076-06-05T20:11:00	0	-36	1	ContinuingSearch +1 Minutes (moon fast fwd)	..	27														
1051	339	-	76	6	5	0076-06-05T16:43:00	0076-06-05T17:59:00	0076-06-05T20:11:00	0	-36	1	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1052	340	-	78	4	15	0078-04-15T23:32:00	0078-04-15T23:32:00	0078-04-16T00:49:00	70	-60	-20	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1053	341	-	78	10	9	0078-10-09T19:22:00	0078-10-09T19:22:00	0078-10-09T21:30:00	27	10	-36	ContinuingSearch +30 minutes (normally)	..	27														
1054	341	-	78	10	9	0078-10-09T19:22:00	0078-10-09T19:52:00	0078-10-09T21:30:00	34	17	-32	ContinuingSearch +30 minutes (normally)	..	27														
1055	341	-	78	10	9	0078-10-09T19:22:00	0078-10-09T20:22:00	0078-10-09T21:30:00	41	24	-28	ContinuingSearch +30 minutes (normally)	..	27														
1056	341	-	78	10	9	0078-10-09T19:22:00	0078-10-09T20:52:00	0078-10-09T21:30:00	48	31	-24	ContinuingSearch +30 minutes (normally)	..	27														
1057	341	-	78	10	9	0078-10-09T19:22:00	0078-10-09T21:22:00	0078-10-09T21:30:00	55	38	-19	ContinuingSearch +30 minutes (normally)	..	27														
1058	341	-	78	10	9	0078-10-09T19:22:00	0078-10-09T21:52:00	0078-10-09T21:30:00	63	45	-15	Breaking Search. Eclipse Over at 0078-10-09T21:30:00	..	27														
1059	342	-	79	4	4	0079-04-04T22:40:00	0079-04-04T22:40:00	0079-04-05T02:30:00	67	-43	-5	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1060	343	-	80	9	17	0080-09-17T19:23:00	0080-09-17T19:23:00	0080-09-17T22:24:00	23	-10	-44	BreakingSearch. Kritikka is too low to reach zenith	..	27														
1061	344	-	82	2	1	0082-02-01T23:18:00	0082-02-01T23:18:00	0082-02-02T01:55:00	77	3	21	ContinuingSearch +30 minutes (normally)	.@	27														
1062	344	-	82	2	1	0082-02-01T23:18:00	0082-02-01T23:48:00	0082-02-02T01:55:00	82	-4	18	BreakingSearch. Krittika is setting. Wont reach +70 alt	.@	27														
1063	345	-	83	7	17	0083-07-17T15:36:00	0083-07-17T15:36:00	0083-07-17T19:16:00	-34	-40	-2	ContinuingSearch +144 Minutes (moon fast fwd)	..	27														
