nid	naks	gname	lon	lat	year	date	jd
N02-Bha	भरणी	* 41 Ari	30.812	10.369	750	0750-12-31T18:00:00	1995360.034468
N02-Bha	भरणी	* 41 Ari	345.995	10.207	-2500	-2500-12-31T06:00:00	808297.534468
N02-Bha	भरणी	* 41 Ari	349.422	10.216	-2250	-2250-12-31T18:00:00	899610.034468
N02-Bha	भरणी	* 41 Ari	352.852	10.226	-2000	-2000-12-31T06:00:00	990922.534468
N02-Bha	भरणी	* 41 Ari	356.285	10.237	-1750	-1750-12-31T18:00:00	1082235.034468
N02-Bha	भरणी	* 41 Ari	359.722	10.248	-1500	-1500-12-31T06:00:00	1173547.534468
N02-Bha	भरणी	* 41 Ari	4.539	10.264	-1150	-1150-12-31T18:00:00	1301385.034468
N02-Bha	भरणी	* 41 Ari	5.228	10.266	-1100	-1100-12-31T06:00:00	1319647.534468
N02-Bha	भरणी	* 41 Ari	5.916	10.268	-1000	-1000-12-31T06:00:00	1356172.534468
N02-Bha	भरणी	* 41 Ari	5.917	10.269	-1050	-1050-12-31T18:00:00	1337910.034468
N02-Bha	भरणी	* 41 Ari	6.606	10.271	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 17 Tau	0.609	3.790	-2250	-2250-12-31T18:00:00	899610.034468
N03-Kri	क्रित्तिका	* 17 Tau	10.915	3.853	-1500	-1500-12-31T06:00:00	1173547.534468
N03-Kri	क्रित्तिका	* 17 Tau	11.603	3.857	-1450	-1450-12-31T18:00:00	1191810.034468
N03-Kri	क्रित्तिका	* 17 Tau	12.291	3.862	-1400	-1400-12-31T06:00:00	1210072.534468
N03-Kri	क्रित्तिका	* 17 Tau	12.979	3.866	-1350	-1350-12-31T18:00:00	1228335.034468
N03-Kri	क्रित्तिका	* 17 Tau	13.668	3.871	-1300	-1300-12-31T06:00:00	1246597.534468
N03-Kri	क्रित्तिका	* 17 Tau	14.356	3.875	-1250	-1250-12-31T18:00:00	1264860.034468
N03-Kri	क्रित्तिका	* 17 Tau	15.045	3.879	-1200	-1200-12-31T06:00:00	1283122.534468
N03-Kri	क्रित्तिका	* 17 Tau	15.734	3.884	-1150	-1150-12-31T18:00:00	1301385.034468
N03-Kri	क्रित्तिका	* 17 Tau	16.423	3.888	-1100	-1100-12-31T06:00:00	1319647.534468
N03-Kri	क्रित्तिका	* 17 Tau	17.112	3.893	-1050	-1050-12-31T18:00:00	1337910.034468
N03-Kri	क्रित्तिका	* 17 Tau	17.112	3.894	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 17 Tau	17.801	3.897	-1000	-1000-12-31T06:00:00	1356172.534468
N03-Kri	क्रित्तिका	* 17 Tau	21.250	3.920	-750	-0750-12-31T18:00:00	1447485.034468
N03-Kri	क्रित्तिका	* 17 Tau	21.940	3.925	-700	-0700-12-31T06:00:00	1465747.534468
N03-Kri	क्रित्तिका	* 17 Tau	22.630	3.929	-650	-0650-12-31T18:00:00	1484010.034468
N03-Kri	क्रित्तिका	* 17 Tau	23.320	3.934	-600	-0600-12-31T06:00:00	1502272.534468
N03-Kri	क्रित्तिका	* 17 Tau	24.011	3.939	-550	-0550-12-31T18:00:00	1520535.034468
N03-Kri	क्रित्तिका	* 17 Tau	24.702	3.943	-500	-0500-12-31T06:00:00	1538797.534468
N03-Kri	क्रित्तिका	* 17 Tau	25.392	3.948	-450	-0450-12-31T18:00:00	1557060.034468
N03-Kri	क्रित्तिका	* 17 Tau	26.083	3.953	-400	-0400-12-31T06:00:00	1575322.534468
N03-Kri	क्रित्तिका	* 17 Tau	26.775	3.957	-350	-0350-12-31T18:00:00	1593585.034468
N03-Kri	क्रित्तिका	* 17 Tau	27.466	3.962	-300	-0300-12-31T06:00:00	1611847.534468
