xm,yr,dt,jd,slon,mlon,smgap
1,-2212,-2212-04-21,913235.9611521749,12,17.49,5.49
0,-2212,-2212-05-21,913265.8099968927,40.39,77.35,36.97
1,-2212,-2212-05-21,913265.9783049653,40.55,77.35,36.81
1,-2212,-2212-07-04,913309.5982024522,82.25,180.75,98.5
0,-2212,-2212-07-10,913315.3469048849,87.79,180.75,92.95
1,-2211,-2211-05-24,913634.0066195977,43.2,100.44,57.24
0,-2211,-2211-05-28,913637.5506489782,46.57,100.44,53.87
1,-2211,-2211-06-09,913649.7105199349,58.16,107.65,49.49
0,-2211,-2211-06-10,913650.5335409209,58.94,107.65,48.7
0,-2211,-2211-08-15,913717.2270896058,123.57,71.87,-51.7
1,-2211,-2211-08-21,913723.0064120312,129.29,71.87,-57.42
1,-2210,-2210-03-31,913944.9392866927,351.45,27.95,36.5
0,-2210,-2210-03-31,913945.1098978838,351.61,27.95,36.33
0,-2210,-2210-04-13,913958.2415810388,4.18,213.76,-150.42
1,-2210,-2210-05-01,913975.3085529061,20.43,213.76,-166.67
0,-2209,-2209-06-01,914371.323596674,49.7,258.15,-151.55
1,-2209,-2209-06-03,914373.7068135322,51.97,279.73,-132.24
0,-2209,-2209-06-16,914387.1715727763,64.81,279.73,-145.09
1,-2209,-2209-06-18,914388.7423554615,66.32,258.15,-168.17
0,-2209,-2209-07-01,914401.4782608778,78.54,96.67,18.13
1,-2209,-2209-07-03,914403.5956706175,80.58,96.67,16.09
1,-2209,-2209-08-02,914433.3927196622,109.49,229.63,120.14
0,-2209,-2209-08-06,914437.3066897328,113.33,229.63,116.3
0,-2208,-2208-04-01,914676.4275736603,352.42,326.92,-25.5
1,-2208,-2208-04-09,914684.5167559881,0.16,326.92,-33.24
0,-2208,-2208-05-02,914707.4515524728,22.01,19.37,-2.64
1,-2208,-2208-05-08,914714.0183936164,28.25,19.37,-8.88
0,-2208,-2208-07-20,914786.4418764617,97.6,139.76,42.15
1,-2208,-2208-07-22,914788.5514945867,99.66,139.76,40.1
0,-2207,-2207-05-21,915091.759006745,40.13,42.54,2.41
1,-2207,-2207-05-27,915097.9479128321,46.02,42.54,-3.48
0,-2207,-2207-06-07,915108.9175361283,56.47,74.94,18.47
1,-2207,-2207-06-12,915113.463011765,60.81,74.94,14.13
1,-2207,-2207-08-10,915172.6035605129,118.05,38.86,-79.19
0,-2207,-2207-08-24,915187.0072218386,132.29,38.86,-93.42
0,-2206,-2206-03-12,915386.6551870999,332.91,334.49,1.57
1,-2206,-2206-03-20,915394.6244767007,340.61,334.49,-6.12
0,-2206,-2206-04-23,915428.8833682139,13.39,163.56,150.17
1,-2206,-2206-05-17,915452.6342814812,35.98,163.56,127.59
1,-2205,-2205-05-22,915822.3226734698,40.21,232.18,-168.03
0,-2205,-2205-05-31,915831.4130537757,48.86,232.18,-176.68
0,-2205,-2205-06-11,915842.5496198235,59.47,216.02,156.55
0,-2205,-2205-06-14,915845.7202428076,62.5,70.18,7.68
1,-2205,-2205-06-19,915851.02550664,67.57,70.18,2.61
1,-2205,-2205-07-04,915865.9478729307,81.9,216.02,134.12
1,-2205,-2205-07-18,915880.0831688594,95.57,195.78,100.21
0,-2205,-2205-07-23,915884.5121976387,99.88,195.78,95.91
0,-2204,-2204-04-14,916150.398548009,4.85,299.32,-65.52
1,-2204,-2204-04-24,916161.00382373,14.95,299.32,-75.63
0,-2204,-2204-05-17,916183.4888923143,36.33,10.98,-25.35
1,-2204,-2204-05-24,916190.3591557881,42.86,10.98,-31.88
0,-2203,-2203-05-24,916556.1252277631,43.37,49.43,6.06
1,-2203,-2203-05-27,916558.5161765967,45.64,49.43,3.78
0,-2203,-2203-06-06,916568.948899504,55.57,51.48,-4.09
1,-2203,-2203-06-11,916574.1938518336,60.58,51.48,-9.1
1,-2203,-2203-06-26,916588.8078069271,74.57,253.46,178.89
0,-2203,-2203-07-06,916599.1659857747,84.54,253.46,168.92
1,-2203,-2203-07-26,916619.1940022452,103.96,5.4,-98.56
0,-2203,-2203-08-10,916634.1888730425,118.65,5.4,-113.25
1,-2202,-2202-04-04,916870.4476355679,354.87,119.93,125.06
0,-2202,-2202-04-07,916873.590302076,357.88,119.93,122.05
1,-2202,-2202-05-04,916900.5965764726,23.62,173.14,149.52
0,-2202,-2202-05-07,916904.086458913,26.93,173.14,146.2
0,-2201,-2201-05-27,917289.0549004251,45.69,202.34,156.65
1,-2201,-2201-06-06,917298.4275250693,54.62,216.27,161.65
0,-2201,-2201-06-12,917304.6659378916,60.57,216.27,155.7
1,-2201,-2201-06-21,917313.8756591141,69.38,202.34,132.97
0,-2201,-2201-06-26,917319.2192047514,74.5,36.48,-38.02
1,-2201,-2201-07-06,917328.4667121232,83.4,36.48,-46.92
0,-2201,-2201-07-31,917353.9256465358,108.11,162.5,54.39
1,-2201,-2201-08-05,917358.6060084229,112.7,162.5,49.8
0,-2200,-2200-03-27,917593.897668419,348.13,273.71,-74.43
1,-2200,-2200-04-12,917610.149130017,3.69,273.71,-89.98
0,-2200,-2200-04-27,917624.3436350228,17.22,321.7,-55.52
1,-2200,-2200-05-12,917640.2114786645,32.3,321.7,-70.6
1,-2199,-2199-05-16,918009.1109677892,35.78,6.32,-29.46
0,-2199,-2199-06-01,918024.5709809627,50.49,6.32,-44.17
0,-2199,-2199-06-14,918037.3313494858,62.66,2.14,-60.52
1,-2199,-2199-06-15,918038.8788234608,64.14,186.68,122.54
0,-2199,-2199-06-15,918039.0306652694,64.28,186.68,122.4
1,-2199,-2199-06-30,918053.4101208278,78.07,2.14,-75.93
1,-2199,-2199-07-14,918068.058928862,92.2,325.01,-127.19
0,-2199,-2199-07-22,918075.7121655702,99.63,325.01,-134.62
0,-2198,-2198-04-15,918342.8050737102,5.76,68.85,63.09
1,-2198,-2198-04-21,918348.9678300534,11.63,68.85,57.22
0,-2198,-2198-05-18,918375.3203519701,36.7,130.83,94.13
1,-2198,-2198-05-20,918377.7911818613,39.04,130.83,91.78
1,-2198,-2198-07-04,918422.2911068139,81.57,243.66,162.09
0,-2198,-2198-07-07,918425.9074317451,85.05,243.66,158.61
1,-2197,-2197-05-25,918747.7812285132,43.56,172.65,129.09
0,-2197,-2197-05-26,918748.5120072674,44.26,172.65,128.39
0,-2197,-2197-06-06,918759.5081738106,54.73,154.54,99.81
1,-2197,-2197-06-08,918761.7772987083,56.89,154.54,97.65
0,-2197,-2197-08-14,918828.5328799462,121.52,145,23.49
1,-2197,-2197-08-21,918835.7140592928,128.61,145,16.39
0,-2196,-2196-03-29,919056.3822070988,349.59,106.56,116.97
1,-2196,-2196-03-30,919057.4131720909,350.58,106.56,115.98
0,-2196,-2196-04-11,919069.4460175293,2.1,267.87,-94.22
1,-2196,-2196-04-27,919086.2328771806,18.09,267.87,-110.22
1,-2195,-2195-05-31,919484.5022660992,49.5,356.17,-53.33
0,-2195,-2195-05-31,919484.9239775107,49.9,337.43,-72.48
1,-2195,-2195-06-14,919499.2004418385,63.52,337.43,-86.09
0,-2195,-2195-06-16,919501.2356756917,65.46,356.17,-69.29
1,-2195,-2195-06-29,919513.9296878107,77.64,199.13,121.5
0,-2195,-2195-07-02,919516.3685318399,79.98,199.13,119.15
1,-2195,-2195-07-29,919543.3430956032,106.13,315.46,-150.67
0,-2195,-2195-08-07,919553.0419815725,115.62,315.46,-160.16
0,-2194,-2194-04-03,919791.3007870475,353.84,60.17,66.33
1,-2194,-2194-04-06,919795.005504328,357.38,60.17,62.78
0,-2194,-2194-05-05,919823.6775290027,24.71,126.47,101.75
1,-2194,-2194-05-06,919824.4593850219,25.45,126.47,101.01
1,-2194,-2194-07-18,919897.993908666,95.81,241.53,145.72
0,-2194,-2194-07-22,919901.8942703302,99.6,241.53,141.93
1,-2193,-2193-05-25,920208.4482436713,43.28,162.97,119.7
0,-2193,-2193-05-25,920208.8068097089,43.61,162.97,119.36
1,-2193,-2193-06-07,920222.155344996,56.33,175.21,118.88
0,-2193,-2193-06-10,920224.5689809811,58.63,175.21,116.57
0,-2193,-2193-08-28,920304.0861192987,135.95,147.98,12.02
1,-2193,-2193-09-04,920311.0885624222,142.93,147.98,5.04
0,-2192,-2192-03-14,920503.0010740287,335.77,74.27,98.5
1,-2192,-2192-03-15,920503.6926208145,336.44,74.27,97.82
0,-2192,-2192-03-28,920516.4142971841,348.69,259.08,-89.61
1,-2192,-2192-04-14,920533.691831983,5.22,259.08,-106.14
1,-2192,-2192-06-28,920608.3578599856,76.39,30.86,-45.53
0,-2192,-2192-07-12,920622.8731471128,90.38,30.86,-59.52
0,-2191,-2191-05-15,920929.6631830146,34.47,312.64,-81.83
1,-2191,-2191-06-02,920947.5045942925,51.44,312.64,-98.8
1,-2191,-2191-06-16,920961.7099668585,64.99,347.52,-77.47
0,-2191,-2191-06-29,920974.6535060528,77.4,347.52,-89.88
1,-2191,-2191-07-17,920992.7494954295,94.87,270.48,175.62
0,-2191,-2191-07-18,920993.9069590598,95.99,270.48,174.49
0,-2190,-2190-04-02,921251.5286839879,353.13,249.43,-103.7
1,-2190,-2190-04-24,921273.6378611764,14.24,249.43,-124.81
0,-2190,-2190-05-13,921293.1365368213,32.78,77.27,44.49
1,-2190,-2190-05-23,921302.8559947934,42.02,77.27,35.25
0,-2190,-2190-07-03,921343.7080569147,81.07,185.64,104.58
1,-2190,-2190-07-07,921347.7654980929,84.97,185.64,100.67
0,-2189,-2189-05-21,921666.1984564199,40.21,114.88,74.66
1,-2189,-2189-05-28,921672.5640334919,46.27,114.88,68.61
0,-2189,-2189-06-02,921677.557271992,51.02,100.47,49.44
1,-2189,-2189-06-11,921686.655871043,59.7,100.47,40.77
1,-2189,-2189-07-26,921732.2699381644,103.66,77.05,-26.61
0,-2189,-2189-08-06,921743.2097117814,114.36,77.05,-37.31
0,-2188,-2188-03-23,921972.3848345218,343.88,43.69,59.81
1,-2188,-2188-04-03,921983.5426652058,354.59,43.69,49.1
1,-2188,-2188-05-31,922042.1303787057,50.38,223.47,173.08
0,-2188,-2188-06-01,922043.2744028997,51.47,223.47,171.99
1,-2188,-2188-06-30,922071.9267143592,78.88,133.8,54.92
0,-2188,-2188-07-19,922090.6164857763,96.94,133.8,36.86
1,-2187,-2187-05-07,922382.6351789586,26.86,266.01,-120.85
0,-2187,-2187-05-11,922386.9664615009,30.97,266.01,-124.96
1,-2187,-2187-06-05,922412.2317696097,55.01,329.29,-85.73
0,-2187,-2187-06-12,922418.6316578278,61.12,329.29,-91.83
0,-2187,-2187-07-02,922438.425375378,80.09,222.36,142.26
1,-2187,-2187-07-04,922441.1718866441,82.73,222.36,139.62
1,-2186,-2186-05-10,922751.1165081848,29.93,335.99,-53.94
0,-2186,-2186-05-21,922761.9865400755,40.27,335.99,-64.28
0,-2186,-2186-05-25,922765.7497681355,43.85,55.74,11.89
1,-2186,-2186-06-09,922780.5574600975,57.95,55.74,-2.22
0,-2185,-2185-05-04,923109.7322777342,23.63,78.24,54.61
1,-2185,-2185-05-14,923120.2675241787,33.65,78.24,44.59
1,-2185,-2185-06-13,923150.2541407435,62.2,272.63,-149.58
0,-2185,-2185-06-15,923151.8550854202,63.73,272.63,-151.11
1,-2185,-2185-06-28,923164.8680188935,76.2,81.72,5.52
0,-2185,-2185-07-13,923179.4857921029,90.3,81.72,-8.58
1,-2185,-2185-07-13,923180.1576950566,90.94,27.91,-63.04
0,-2185,-2185-07-22,923188.2916742517,98.83,27.91,-70.93
1,-2184,-2184-04-19,923460.8817789314,10.22,155.01,144.79
0,-2184,-2184-05-13,923484.9973028485,33.16,155.01,121.85
1,-2184,-2184-05-19,923490.6343282668,38.53,214.09,175.57
0,-2184,-2184-06-14,923516.4766503252,63.14,214.09,150.95
1,-2184,-2184-07-02,923534.5525692297,80.48,310.7,-129.78
0,-2184,-2184-07-04,923536.854175794,82.69,310.7,-132
1,-2183,-2183-05-22,923858.9729407877,41.47,247.41,-154.06
0,-2183,-2183-05-22,923859.1807923476,41.66,247.41,-154.25
1,-2183,-2183-06-07,923874.5022549151,56.26,246.83,-169.43
0,-2183,-2183-07-04,923901.4133558881,82.03,246.83,164.79
0,-2183,-2183-08-11,923939.5375633282,119.15,224.57,105.42
1,-2183,-2183-08-19,923947.4141254879,126.92,224.57,97.65
1,-2182,-2182-03-29,924169.5344268823,349.36,170.32,-179.03
0,-2182,-2182-04-25,924196.484796345,15.1,170.32,155.22
1,-2182,-2182-04-27,924199.0389446792,17.53,356.62,-20.91
0,-2182,-2182-05-09,924210.6964020561,28.62,356.62,-32
1,-2181,-2181-05-31,924597.3837415877,49.01,65.93,16.91
0,-2181,-2181-06-13,924611.2628736589,62.25,65.93,3.68
1,-2181,-2181-06-15,924612.2901767133,63.23,48.84,-14.39
0,-2181,-2181-06-27,924624.569693862,74.99,48.84,-26.15
0,-2181,-2181-06-28,924625.7335372859,76.11,259.39,-176.72
1,-2181,-2181-06-29,924626.9006718232,77.23,259.39,-177.84
1,-2181,-2181-07-29,924656.312824737,105.71,32.06,-73.65
0,-2181,-2181-08-04,924662.500233364,111.76,32.06,-79.7
1,-2180,-2180-04-05,924907.5992351723,356.63,118.74,122.12
0,-2180,-2180-04-28,924930.4193470305,18.39,118.74,100.35
1,-2180,-2180-05-04,924936.840607441,24.5,176.21,151.71
0,-2180,-2180-05-30,924962.3765885863,48.78,176.21,127.43
1,-2180,-2180-07-17,925010.6762471817,95.13,316.18,-138.94
0,-2180,-2180-07-18,925012.0579443502,96.46,316.18,-140.28
1,-2179,-2179-05-23,925320.7450606944,42.24,201.59,159.35
0,-2179,-2179-06-06,925334.603893032,55.44,234.31,178.87
1,-2179,-2179-06-07,925336.219927731,56.98,234.31,177.33
0,-2179,-2179-06-18,925346.6988269234,66.99,201.59,134.6
0,-2179,-2179-08-24,925414.077467026,132.56,202.7,70.14
