jd	date	yr	season	rtu	sun_lon	sun_naks	moon_lat	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न
1790920.75	191-04-10	191	1	R1-vasanta	19.52	N02-Bha/* 35 Ari	-0.74	16.02	N01-Ash/α Ari	0	3	N02-Bha	N01-Ash
1790936.25	191-04-25	191	2	R2-grīṣma	34.43	N03-Kri/* 19 Tau	1.99	210.35	N17-Anu/δ Sco	1	175	N03-Kri	N17-Anu
1790950.75	191-05-10	191	2	R2-grīṣma	48.30	N04-Roh/α Tau	-3.52	50.86	N05-Mrg/γ Ori	0	2	N04-Roh	N05-Mrg
1790966.25	191-05-25	191	2	R2-grīṣma	63.08	N05-Mrg/α Ori	4.44	247.48	N20-PAsh/γ Sgr	1	175	N05-Mrg	N20-PAsh
1790979.75	191-06-08	191	2	R2-grīṣma	75.93	N06-Ard/γ Gem	-4.60	72.21	N06-Ard/γ Gem	0	3	N06-Ard	N06-Ard
1790995.25	191-06-23	191	3	R3-varṣā	90.70	N07-Pun/β Gem	5.02	271.01	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr
1791009.75	191-07-08	191	3	R3-varṣā	104.55	N09-Asl/δ Hya	-4.90	105.25	N09-Asl/δ Hya	0	0	N09-Asl	N09-Asl
1791024.25	191-07-22	191	3	R3-varṣā	118.47	N10-Mag/μ Leo	4.67	294.69	N23-Dha/γ2 Del	1	176	N10-Mag	N23-Dha
1791039.75	191-08-07	191	3	R3-varṣā	133.44	N11-PPal/δ Leo	-3.43	137.89	N11-PPal/θ Leo	0	4	N11-PPal	N11-PPal
1791054.25	191-08-21	191	3	R3-varṣā	147.56	N12-UPal/β Leo	2.30	333.36	N25-PBha/β Peg	1	174	N12-UPal	N25-PBha
1791068.75	191-09-05	191	4	R4-śarat	161.80	N13-Has/γ Crv	-1.82	158.70	N13-Has/γ Crv	0	3	N13-Has	N13-Has
1791083.25	191-09-19	191	4	R4-śarat	176.16	N14-Chi/α Vir	0.25	356.32	N27-Rev/ε Psc	1	179	N14-Chi	N27-Rev
1791098.75	191-10-05	191	4	R4-śarat	191.64	N16-Vis/α1 Lib	1.20	192.17	N16-Vis/α1 Lib	0	0	N16-Vis	N16-Vis
1791113.25	191-10-19	191	4	R4-śarat	206.24	N16-Vis/α2 Lib	-2.91	32.80	N03-Kri/* 17 Tau	1	173	N16-Vis	N03-Kri
1791128.75	191-11-04	191	5	R5-hemanta	221.95	N18-Jye/σ Sco	3.86	227.18	N18-Jye/α Sco	0	5	N18-Jye	N18-Jye
1791142.25	191-11-17	191	5	R5-hemanta	235.69	N19-Mul/ν Sco	-4.25	54.66	N05-Mrg/γ Ori	1	178	N19-Mul	N05-Mrg
1791157.75	191-12-03	191	5	R5-hemanta	251.51	N20-PAsh/λ Sgr	4.81	249.65	N20-PAsh/δ Sgr	0	1	N20-PAsh	N20-PAsh
1791172.25	191-12-17	191	5	R5-hemanta	266.31	N21-UAsh/τ Sgr	-4.97	88.87	N07-Pun/β Gem	1	177	N21-UAsh	N07-Pun
1791187.75	192-01-02	192	6	R6-śiśira	282.09	N22-Shr/β Aql	4.59	287.34	N23-Dha/β Del	0	5	N22-Shr	N23-Dha
1791202.25	192-01-16	192	6	R6-śiśira	296.78	N23-Dha/γ2 Del	-3.87	121.91	N10-Mag/ζ Leo	1	174	N23-Dha	N10-Mag
1791216.75	192-01-31	192	6	R6-śiśira	311.39	N24-Sha/λ Aqr	3.31	310.61	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha
1791231.25	192-02-14	192	6	R6-śiśira	325.88	N25-PBha/α Peg	-2.41	142.56	N12-UPal/* 93 Leo	1	176	N25-PBha	N12-UPal
1791245.75	192-02-29	192	1	R1-vasanta	340.26	N26-UBha/γ Peg	1.41	333.94	N25-PBha/β Peg	0	6	N26-UBha	N25-PBha
1791261.25	192-03-15	192	1	R1-vasanta	355.49	N27-Rev/ε Psc	0.52	175.05	N13-Has/β Crv	1	179	N27-Rev	N13-Has
1791275.75	192-03-30	192	1	R1-vasanta	9.61	N01-Ash/β Ari	-2.05	12.14	N01-Ash/α Ari	0	2	N01-Ash	N01-Ash
1791291.25	192-04-14	192	1	R1-vasanta	24.59	N02-Bha/* 39 Ari	3.28	208.37	N16-Vis/α2 Lib	1	176	N02-Bha	N16-Vis
1791304.75	192-04-28	192	2	R2-grīṣma	37.55	N03-Kri/* 27 Tau	-3.72	35.12	N03-Kri/* 27 Tau	0	2	N03-Kri	N03-Kri
1791320.25	192-05-13	192	2	R2-grīṣma	52.37	N05-Mrg/γ Ori	4.47	230.08	N18-Jye/ε Sco	1	177	N05-Mrg	N18-Jye
1791334.75	192-05-28	192	2	R2-grīṣma	66.18	N05-Mrg/α Ori	-4.97	71.37	N06-Ard/γ Gem	0	5	N05-Mrg	N06-Ard
1791350.25	192-06-12	192	2	R2-grīṣma	80.94	N07-Pun/α Gem	4.89	266.18	N21-UAsh/τ Sgr	1	174	N07-Pun	N21-UAsh
1791363.75	192-06-26	192	3	R3-varṣā	93.81	N07-Pun/β Gem	-4.72	93.23	N07-Pun/β Gem	0	0	N07-Pun	N07-Pun
1791379.25	192-07-11	192	3	R3-varṣā	108.63	N09-Asl/ρ Hya	4.08	289.29	N23-Dha/β Del	1	179	N09-Asl	N23-Dha
1791393.75	192-07-26	192	3	R3-varṣā	122.57	N10-Mag/η Leo	-2.94	126.85	N10-Mag/α Leo	0	4	N10-Mag	N10-Mag
1791408.25	192-08-09	192	3	R3-varṣā	136.61	N11-PPal/δ Leo	2.53	312.52	N24-Sha/λ Aqr	1	175	N11-PPal	N24-Sha
1791422.75	192-08-24	192	4	R4-śarat	150.75	N12-UPal/β Leo	-1.22	147.59	N12-UPal/β Leo	0	3	N12-UPal	N12-UPal
1791438.25	192-09-08	192	4	R4-śarat	166.00	N13-Has/γ Crv	-0.93	351.00	N27-Rev/ε Psc	1	175	N13-Has	N27-Rev
1791452.75	192-09-23	192	4	R4-śarat	180.40	N15-Swa/α Boo	1.75	179.98	N15-Swa/α Boo	0	0	N15-Swa	N15-Swa
1791467.25	192-10-07	192	4	R4-śarat	194.91	N16-Vis/α1 Lib	-2.91	14.22	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash
1791482.75	192-10-23	192	5	R5-hemanta	210.55	N17-Anu/δ Sco	4.11	212.83	N17-Anu/δ Sco	0	2	N17-Anu	N17-Anu
1791497.25	192-11-06	192	5	R5-hemanta	225.26	N18-Jye/α Sco	-4.84	51.92	N05-Mrg/γ Ori	1	173	N18-Jye	N05-Mrg
1791511.75	192-11-21	192	5	R5-hemanta	240.04	N19-Mul/θ Sco	4.87	234.06	N19-Mul/ζ2 Sco	0	5	N19-Mul	N19-Mul
1791526.25	192-12-05	192	5	R5-hemanta	254.84	N21-UAsh/φ Sgr	-4.92	74.38	N06-Ard/γ Gem	1	179	N21-UAsh	N06-Ard
1791541.75	192-12-21	192	6	R6-śiśira	270.65	N22-Shr/α Aql	4.55	268.92	N22-Shr/α Aql	0	1	N22-Shr	N22-Shr
1791556.25	193-01-04	193	6	R6-śiśira	285.40	N23-Dha/β Del	-3.47	109.65	N09-Asl/ζ Hya	1	175	N23-Dha	N09-Asl
1791571.75	193-01-20	193	6	R6-śiśira	301.08	N23-Dha/γ2 Del	2.31	305.38	N23-Dha/γ2 Del	0	4	N23-Dha	N23-Dha
1791585.25	193-02-02	193	6	R6-śiśira	314.66	N24-Sha/λ Aqr	-1.85	130.97	N11-PPal/δ Leo	1	176	N24-Sha	N11-PPal
1791600.75	193-02-18	193	1	R1-vasanta	330.12	N25-PBha/α Peg	0.28	328.27	N25-PBha/α Peg	0	1	N25-PBha	N25-PBha
1791615.25	193-03-04	193	1	R1-vasanta	344.46	N26-UBha/γ Peg	1.14	163.97	N13-Has/γ Crv	1	179	N26-UBha	N13-Has
1791629.75	193-03-19	193	1	R1-vasanta	358.67	N27-Rev/ε Psc	-1.84	351.45	N27-Rev/ε Psc	0	7	N27-Rev	N27-Rev
1791645.25	193-04-03	193	1	R1-vasanta	13.74	N01-Ash/α Ari	3.71	196.47	N16-Vis/α1 Lib	1	177	N01-Ash	N16-Vis
1791659.75	193-04-18	193	1	R1-vasanta	27.72	N02-Bha/* 39 Ari	-4.46	30.18	N03-Kri/* 17 Tau	0	2	N02-Bha	N03-Kri
1791674.25	193-05-02	193	2	R2-grīṣma	41.63	N04-Roh/δ Tau	4.69	217.26	N17-Anu/δ Sco	1	175	N04-Roh	N17-Anu
1791688.75	193-05-17	193	2	R2-grīṣma	55.47	N05-Mrg/γ Ori	-5.01	53.72	N05-Mrg/γ Ori	0	1	N05-Mrg	N05-Mrg
1791704.25	193-06-01	193	2	R2-grīṣma	70.24	N06-Ard/γ Gem	4.82	250.72	N20-PAsh/λ Sgr	1	179	N06-Ard	N20-PAsh
1791717.75	193-06-15	193	2	R2-grīṣma	83.09	N07-Pun/α Gem	-4.66	77.06	N06-Ard/γ Gem	0	6	N07-Pun	N06-Ard
1791733.25	193-06-30	193	3	R3-varṣā	97.87	N08-Pus/δ Cnc	3.96	272.34	N22-Shr/α Aql	1	174	N08-Pus	N22-Shr
1791747.75	193-07-15	193	3	R3-varṣā	111.76	N09-Asl/ζ Hya	-2.54	113.45	N10-Mag/ε Leo	0	1	N09-Asl	N10-Mag
1791763.25	193-07-30	193	3	R3-varṣā	126.68	N10-Mag/α Leo	1.33	307.97	N24-Sha/λ Aqr	1	178	N10-Mag	N24-Sha
1791776.75	193-08-13	193	3	R3-varṣā	139.77	N11-PPal/θ Leo	-0.68	135.24	N11-PPal/δ Leo	0	4	N11-PPal	N11-PPal
1791792.25	193-08-28	193	4	R4-śarat	154.92	N12-UPal/β Leo	-0.72	330.61	N25-PBha/α Peg	1	175	N12-UPal	N25-PBha
1791806.75	193-09-12	193	4	R4-śarat	169.22	N13-Has/δ Crv	2.32	168.82	N13-Has/δ Crv	0	0	N13-Has	N13-Has
1791822.25	193-09-27	193	4	R4-śarat	184.65	N15-Swa/α Boo	-3.76	8.55	N01-Ash/β Ari	1	176	N15-Swa	N01-Ash
1791836.75	193-10-12	193	4	R4-śarat	199.20	N16-Vis/α1 Lib	4.44	201.55	N16-Vis/α2 Lib	0	2	N16-Vis	N16-Vis
1791851.25	193-10-26	193	5	R5-hemanta	213.85	N17-Anu/δ Sco	-4.82	31.91	N03-Kri/* 17 Tau	1	178	N17-Anu	N03-Kri
1791866.75	193-11-11	193	5	R5-hemanta	229.60	N18-Jye/ε Sco	4.97	234.22	N19-Mul/ζ2 Sco	0	4	N18-Jye	N19-Mul
1791881.25	193-11-25	193	5	R5-hemanta	244.38	N20-PAsh/γ Sgr	-4.58	70.40	N06-Ard/γ Gem	1	173	N20-PAsh	N06-Ard
1791895.75	193-12-10	193	5	R5-hemanta	259.18	N21-UAsh/ζ Sgr	4.36	255.14	N21-UAsh/φ Sgr	0	4	N21-UAsh	N21-UAsh
1791910.25	193-12-24	193	6	R6-śiśira	273.96	N22-Shr/α Aql	-3.33	93.25	N07-Pun/β Gem	1	179	N22-Shr	N07-Pun
1791925.75	194-01-09	194	6	R6-śiśira	289.71	N23-Dha/β Del	2.13	288.82	N23-Dha/β Del	0	0	N23-Dha	N23-Dha
1791940.25	194-01-23	194	6	R6-śiśira	304.37	N23-Dha/γ2 Del	-0.30	129.54	N10-Mag/α Leo	1	174	N23-Dha	N10-Mag
1791955.75	194-02-08	194	6	R6-śiśira	319.92	N24-Sha/λ Aqr	-1.00	323.93	N25-PBha/α Peg	0	4	N24-Sha	N25-PBha
1791969.25	194-02-21	194	1	R1-vasanta	333.35	N25-PBha/β Peg	1.65	151.29	N12-UPal/β Leo	1	177	N25-PBha	N12-UPal
1791984.75	194-03-09	194	1	R1-vasanta	348.64	N26-UBha/α And	-2.89	346.43	N26-UBha/γ Peg	0	2	N26-UBha	N26-UBha
1791999.25	194-03-23	194	1	R1-vasanta	2.82	N01-Ash/γ Ari	4.09	185.25	N15-Swa/α Boo	1	177	N01-Ash	N15-Swa
1792014.75	194-04-08	194	1	R1-vasanta	17.85	N02-Bha/* 35 Ari	-4.86	24.38	N02-Bha/* 39 Ari	0	6	N02-Bha	N02-Bha
1792028.25	194-04-21	194	2	R2-grīṣma	30.85	N03-Kri/* 17 Tau	4.88	206.29	N16-Vis/α2 Lib	1	175	N03-Kri	N16-Vis
1792043.75	194-05-07	194	2	R2-grīṣma	45.70	N04-Roh/α Tau	-4.95	48.09	N04-Roh/α Tau	0	2	N04-Roh	N04-Roh
1792058.25	194-05-21	194	2	R2-grīṣma	59.53	N05-Mrg/λ Ori	4.66	239.05	N19-Mul/ν Sco	1	179	N05-Mrg	N19-Mul
1792072.75	194-06-05	194	2	R2-grīṣma	73.34	N06-Ard/γ Gem	-4.11	71.82	N06-Ard/γ Gem	0	1	N06-Ard	N06-Ard
1792088.25	194-06-20	194	2	R2-grīṣma	88.10	N07-Pun/β Gem	2.76	271.84	N22-Shr/α Aql	1	176	N07-Pun	N22-Shr
1792101.75	194-07-04	194	3	R3-varṣā	100.99	N08-Pus/δ Cnc	-2.52	95.36	N07-Pun/β Gem	0	5	N08-Pus	N07-Pun
1792117.25	194-07-19	194	3	R3-varṣā	115.85	N10-Mag/ε Leo	0.99	292.91	N23-Dha/δ Del	1	177	N10-Mag	N23-Dha
1792131.75	194-08-03	194	3	R3-varṣā	129.83	N10-Mag/α Leo	0.80	132.72	N11-PPal/δ Leo	0	2	N10-Mag	N11-PPal
1792147.25	194-08-18	194	3	R3-varṣā	144.90	N12-UPal/* 93 Leo	-2.07	327.26	N25-PBha/α Peg	1	177	N12-UPal	N25-PBha
1792160.75	194-09-01	194	4	R4-śarat	158.13	N13-Has/γ Crv	2.68	155.02	N12-UPal/β Leo	0	3	N13-Has	N12-UPal
1792176.25	194-09-16	194	4	R4-śarat	173.45	N13-Has/β Crv	-3.69	349.41	N26-UBha/α And	1	175	N13-Has	N26-UBha
1792190.75	194-10-01	194	4	R4-śarat	187.91	N15-Swa/α Boo	4.65	189.78	N16-Vis/α1 Lib	0	1	N15-Swa	N16-Vis
1792206.25	194-10-16	194	4	R4-śarat	203.49	N16-Vis/α2 Lib	-5.00	26.53	N02-Bha/* 39 Ari	1	176	N16-Vis	N02-Bha
1792220.75	194-10-31	194	5	R5-hemanta	218.17	N17-Anu/β1 Sco	4.85	223.23	N18-Jye/σ Sco	0	5	N17-Anu	N18-Jye
1792235.25	194-11-14	194	5	R5-hemanta	232.91	N19-Mul/ζ2 Sco	-4.69	49.69	N04-Roh/α Tau	1	176	N19-Mul	N04-Roh
1792249.75	194-11-29	194	5	R5-hemanta	247.70	N20-PAsh/γ Sgr	4.04	244.01	N19-Mul/ι1 Sco	0	3	N20-PAsh	N19-Mul
1792265.25	194-12-14	194	5	R5-hemanta	263.52	N21-UAsh/τ Sgr	-2.36	88.18	N07-Pun/β Gem	1	175	N21-UAsh	N07-Pun
1792279.75	194-12-29	194	6	R6-śiśira	278.30	N22-Shr/β Aql	1.64	276.47	N22-Shr/γ Aql	0	1	N22-Shr	N22-Shr
1792294.25	195-01-12	195	6	R6-śiśira	293.01	N23-Dha/δ Del	-0.28	111.24	N09-Asl/ζ Hya	1	178	N23-Dha	N09-Asl
1792309.75	195-01-28	195	6	R6-śiśira	308.65	N24-Sha/λ Aqr	-1.36	309.28	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha
1792324.25	195-02-11	195	6	R6-śiśira	323.17	N25-PBha/α Peg	2.96	148.64	N12-UPal/β Leo	1	174	N25-PBha	N12-UPal
1792339.75	195-02-27	195	1	R1-vasanta	338.55	N25-PBha/β Peg	-3.91	343.36	N26-UBha/γ Peg	0	4	N25-PBha	N26-UBha
1792353.25	195-03-12	195	1	R1-vasanta	351.84	N27-Rev/ε Psc	4.30	171.07	N13-Has/β Crv	1	179	N27-Rev	N13-Has
1792368.75	195-03-28	195	1	R1-vasanta	6.96	N01-Ash/γ Ari	-4.81	5.51	N01-Ash/γ Ari	0	1	N01-Ash	N01-Ash
1792383.25	195-04-11	195	1	R1-vasanta	21.00	N02-Bha/* 35 Ari	4.95	206.30	N16-Vis/α2 Lib	1	174	N02-Bha	N16-Vis
1792397.75	195-04-26	195	2	R2-grīṣma	34.94	N03-Kri/η Tau	-4.94	28.10	N02-Bha/* 39 Ari	0	6	N03-Kri	N02-Bha
1792412.25	195-05-10	195	2	R2-grīṣma	48.81	N04-Roh/α Tau	4.38	227.73	N18-Jye/α Sco	1	178	N04-Roh	N18-Jye
1792427.75	195-05-26	195	2	R2-grīṣma	63.59	N05-Mrg/α Ori	-3.35	65.99	N05-Mrg/α Ori	0	2	N05-Mrg	N05-Mrg
1792442.25	195-06-09	195	2	R2-grīṣma	77.39	N06-Ard/γ Gem	2.23	260.74	N21-UAsh/τ Sgr	1	176	N06-Ard	N21-UAsh
1792456.75	195-06-24	195	3	R3-varṣā	91.21	N07-Pun/β Gem	-1.48	89.52	N07-Pun/β Gem	0	1	N07-Pun	N07-Pun
1792471.25	195-07-08	195	3	R3-varṣā	105.06	N09-Asl/δ Hya	0.39	281.37	N22-Shr/β Aql	1	176	N09-Asl	N22-Shr
1792485.75	195-07-23	195	3	R3-varṣā	118.98	N10-Mag/μ Leo	0.68	113.03	N10-Mag/ε Leo	0	5	N10-Mag	N10-Mag
1792501.25	195-08-07	195	3	R3-varṣā	133.96	N11-PPal/δ Leo	-2.51	313.92	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha
1792515.75	195-08-22	195	3	R3-varṣā	148.08	N12-UPal/β Leo	3.73	151.29	N12-UPal/β Leo	0	3	N12-UPal	N12-UPal
1792531.25	195-09-06	195	4	R4-śarat	163.31	N13-Has/γ Crv	-4.53	347.45	N26-UBha/α And	1	175	N13-Has	N26-UBha
1792544.75	195-09-20	195	4	R4-śarat	176.69	N14-Chi/α Vir	4.76	174.19	N13-Has/β Crv	0	2	N14-Chi	N13-Has
1792560.25	195-10-05	195	4	R4-śarat	192.17	N16-Vis/α1 Lib	-4.98	9.18	N01-Ash/β Ari	1	177	N16-Vis	N01-Ash
1792574.75	195-10-20	195	4	R4-śarat	206.78	N16-Vis/α2 Lib	4.67	210.24	N17-Anu/δ Sco	0	3	N16-Vis	N17-Anu
1792590.25	195-11-04	195	5	R5-hemanta	222.49	N18-Jye/σ Sco	-4.06	45.11	N04-Roh/α Tau	1	177	N18-Jye	N04-Roh
1792603.75	195-11-18	195	5	R5-hemanta	236.23	N19-Mul/ν Sco	3.66	231.90	N19-Mul/ζ2 Sco	0	4	N19-Mul	N19-Mul
1792619.25	195-12-03	195	5	R5-hemanta	252.05	N20-PAsh/λ Sgr	-2.54	67.73	N05-Mrg/α Ori	1	175	N20-PAsh	N05-Mrg
1792633.75	195-12-18	195	5	R5-hemanta	266.85	N21-UAsh/τ Sgr	1.03	265.34	N21-UAsh/τ Sgr	0	1	N21-UAsh	N21-UAsh
1792649.25	196-01-02	196	6	R6-śiśira	282.63	N22-Shr/β Aql	0.85	105.59	N09-Asl/δ Hya	1	177	N22-Shr	N09-Asl
1792663.75	196-01-17	196	6	R6-śiśira	297.32	N23-Dha/γ2 Del	-1.94	297.87	N23-Dha/γ2 Del	0	0	N23-Dha	N23-Dha
1792678.25	196-01-31	196	6	R6-śiśira	311.92	N24-Sha/λ Aqr	2.86	128.79	N10-Mag/α Leo	1	176	N24-Sha	N10-Mag
1792693.75	196-02-16	196	6	R6-śiśira	327.41	N25-PBha/α Peg	-4.22	330.40	N25-PBha/α Peg	0	2	N25-PBha	N25-PBha
1792708.25	196-03-01	196	1	R1-vasanta	341.77	N26-UBha/γ Peg	4.85	167.20	N13-Has/α Crv	1	174	N26-UBha	N13-Has
1792722.75	196-03-16	196	1	R1-vasanta	356.01	N27-Rev/ε Psc	-4.91	351.39	N27-Rev/ε Psc	0	4	N27-Rev	N27-Rev
1792737.25	196-03-30	196	1	R1-vasanta	10.13	N01-Ash/β Ari	4.93	190.28	N16-Vis/α1 Lib	1	179	N01-Ash	N16-Vis
1792752.75	196-04-15	196	1	R1-vasanta	25.10	N02-Bha/* 39 Ari	-4.50	25.49	N02-Bha/* 39 Ari	0	0	N02-Bha	N02-Bha
1792766.25	196-04-28	196	2	R2-grīṣma	38.06	N04-Roh/γ Tau	4.17	213.10	N17-Anu/δ Sco	1	175	N04-Roh	N17-Anu
1792781.75	196-05-14	196	2	R2-grīṣma	52.87	N05-Mrg/γ Ori	-3.32	47.50	N04-Roh/α Tau	0	5	N05-Mrg	N04-Roh
1792796.25	196-05-28	196	2	R2-grīṣma	66.69	N05-Mrg/α Ori	1.70	248.46	N20-PAsh/δ Sgr	1	178	N05-Mrg	N20-PAsh
1792811.75	196-06-13	196	2	R2-grīṣma	81.45	N07-Pun/α Gem	-0.30	84.09	N07-Pun/α Gem	0	2	N07-Pun	N07-Pun
1792825.25	196-06-26	196	3	R3-varṣā	94.32	N07-Pun/β Gem	-0.21	269.85	N22-Shr/α Aql	1	175	N07-Pun	N22-Shr
1792840.75	196-07-12	196	3	R3-varṣā	109.14	N09-Asl/ζ Hya	1.78	107.25	N09-Asl/η Hya	0	1	N09-Asl	N09-Asl
1792855.25	196-07-26	196	3	R3-varṣā	123.09	N10-Mag/η Leo	-3.04	302.86	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha
1792869.75	196-08-10	196	3	R3-varṣā	137.12	N11-PPal/θ Leo	3.59	130.64	N11-PPal/δ Leo	0	6	N11-PPal	N11-PPal
1792885.25	196-08-25	196	4	R4-śarat	152.25	N12-UPal/β Leo	-4.77	335.47	N25-PBha/β Peg	1	176	N12-UPal	N25-PBha
1792899.75	196-09-09	196	4	R4-śarat	166.53	N13-Has/ε Crv	5.02	169.42	N13-Has/δ Crv	0	2	N13-Has	N13-Has
1792914.25	196-09-23	196	4	R4-śarat	180.93	N15-Swa/α Boo	-5.00	356.31	N27-Rev/ε Psc	1	175	N15-Swa	N27-Rev
1792928.75	196-10-08	196	4	R4-śarat	195.45	N16-Vis/α1 Lib	4.68	192.71	N16-Vis/α1 Lib	0	2	N16-Vis	N16-Vis
1792944.25	196-10-23	196	5	R5-hemanta	211.08	N17-Anu/δ Sco	-3.87	29.69	N03-Kri/* 17 Tau	1	178	N17-Anu	N03-Kri
1792958.75	196-11-07	196	5	R5-hemanta	225.80	N18-Jye/α Sco	2.48	229.77	N18-Jye/ε Sco	0	3	N18-Jye	N18-Jye
1792974.25	196-11-22	196	5	R5-hemanta	241.60	N19-Mul/κ Sco	-1.26	64.23	N05-Mrg/α Ori	1	177	N19-Mul	N05-Mrg
1792987.75	196-12-06	196	5	R5-hemanta	255.38	N21-UAsh/φ Sgr	0.57	251.80	N20-PAsh/λ Sgr	0	3	N21-UAsh	N20-PAsh
1793003.25	196-12-21	196	6	R6-śiśira	271.19	N22-Shr/α Aql	0.75	86.25	N07-Pun/α Gem	1	175	N22-Shr	N07-Pun
1793017.75	197-01-05	197	6	R6-śiśira	285.93	N23-Dha/β Del	-2.46	286.17	N23-Dha/β Del	0	0	N23-Dha	N23-Dha
1793033.25	197-01-20	197	6	R6-śiśira	301.62	N23-Dha/γ2 Del	3.71	123.27	N10-Mag/η Leo	1	178	N23-Dha	N10-Mag
1793047.75	197-02-04	197	6	R6-śiśira	316.19	N24-Sha/λ Aqr	-4.53	319.40	N24-Sha/λ Aqr	0	3	N24-Sha	N24-Sha
1793062.25	197-02-18	197	1	R1-vasanta	330.64	N25-PBha/α Peg	4.79	146.48	N12-UPal/β Leo	1	175	N25-PBha	N12-UPal
1793076.75	197-03-05	197	1	R1-vasanta	344.98	N26-UBha/γ Peg	-5.00	340.22	N26-UBha/γ Peg	0	4	N26-UBha	N26-UBha
1793092.25	197-03-20	197	1	R1-vasanta	0.17	N01-Ash/γ Ari	4.62	185.31	N15-Swa/α Boo	1	174	N01-Ash	N15-Swa
1793106.75	197-04-04	197	1	R1-vasanta	14.25	N01-Ash/α Ari	-4.28	12.90	N01-Ash/α Ari	0	1	N01-Ash	N01-Ash
1793121.25	197-04-18	197	1	R1-vasanta	28.24	N02-Bha/* 39 Ari	3.35	208.74	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis
1793136.75	197-05-04	197	2	R2-grīṣma	43.09	N04-Roh/ε Tau	-2.00	46.05	N04-Roh/α Tau	0	2	N04-Roh	N04-Roh
1793150.25	197-05-17	197	2	R2-grīṣma	55.98	N05-Mrg/γ Ori	1.51	231.93	N19-Mul/ζ2 Sco	1	175	N05-Mrg	N19-Mul
1793165.75	197-06-02	197	2	R2-grīṣma	70.74	N06-Ard/γ Gem	-0.11	67.45	N05-Mrg/α Ori	0	3	N06-Ard	N05-Mrg
1793180.25	197-06-16	197	2	R2-grīṣma	84.55	N07-Pun/α Gem	-1.75	268.40	N22-Shr/α Aql	1	176	N07-Pun	N22-Shr
1793195.75	197-07-02	197	3	R3-varṣā	99.34	N08-Pus/δ Cnc	2.91	102.79	N08-Pus/δ Cnc	0	3	N08-Pus	N08-Pus
1793209.25	197-07-15	197	3	R3-varṣā	112.27	N09-Asl/ζ Hya	-3.42	290.32	N23-Dha/β Del	1	178	N09-Asl	N23-Dha
1793224.75	197-07-31	197	3	R3-varṣā	127.20	N10-Mag/α Leo	4.30	125.58	N10-Mag/α Leo	0	1	N10-Mag	N10-Mag
1793239.25	197-08-14	197	3	R3-varṣā	141.27	N12-UPal/* 93 Leo	-4.90	324.32	N25-PBha/α Peg	1	176	N12-UPal	N25-PBha
1793253.75	197-08-29	197	4	R4-śarat	155.45	N12-UPal/β Leo	4.99	148.67	N12-UPal/β Leo	0	6	N12-UPal	N12-UPal
1793268.25	197-09-12	197	4	R4-śarat	169.75	N13-Has/δ Crv	-4.91	345.32	N26-UBha/γ Peg	1	175	N13-Has	N26-UBha
1793283.75	197-09-28	197	4	R4-śarat	185.18	N15-Swa/α Boo	4.16	187.22	N15-Swa/α Boo	0	2	N15-Swa	N15-Swa
1793298.25	197-10-12	197	4	R4-śarat	199.73	N16-Vis/α1 Lib	-3.49	17.96	N02-Bha/* 35 Ari	1	178	N16-Vis	N02-Bha
1793312.75	197-10-27	197	5	R5-hemanta	214.38	N17-Anu/δ Sco	2.58	210.52	N17-Anu/δ Sco	0	3	N17-Anu	N17-Anu
1793328.25	197-11-11	197	5	R5-hemanta	230.13	N18-Jye/ε Sco	-0.82	50.57	N05-Mrg/γ Ori	1	179	N18-Jye	N05-Mrg
1793342.75	197-11-26	197	5	R5-hemanta	244.92	N20-PAsh/γ Sgr	-0.82	248.33	N20-PAsh/δ Sgr	0	3	N20-PAsh	N20-PAsh
1793358.25	197-12-11	197	5	R5-hemanta	260.74	N21-UAsh/τ Sgr	2.18	84.03	N07-Pun/α Gem	1	176	N21-UAsh	N07-Pun
1793371.75	197-12-25	197	6	R6-śiśira	274.50	N22-Shr/α Aql	-2.74	270.87	N22-Shr/α Aql	0	3	N22-Shr	N22-Shr
1793387.25	198-01-09	198	6	R6-śiśira	290.25	N23-Dha/β Del	3.74	105.62	N09-Asl/δ Hya	1	175	N23-Dha	N09-Asl
1793401.75	198-01-24	198	6	R6-śiśira	304.90	N23-Dha/γ2 Del	-4.70	306.61	N24-Sha/λ Aqr	0	1	N23-Dha	N24-Sha
1793417.25	198-02-08	198	6	R6-śiśira	320.45	N24-Sha/λ Aqr	4.98	141.69	N12-UPal/* 93 Leo	1	178	N24-Sha	N12-UPal
1793430.75	198-02-22	198	1	R1-vasanta	333.88	N25-PBha/β Peg	-4.97	328.33	N25-PBha/α Peg	0	5	N25-PBha	N25-PBha
1793446.25	198-03-09	198	1	R1-vasanta	349.16	N26-UBha/α And	4.69	164.63	N13-Has/γ Crv	1	175	N26-UBha	N13-Has
