jd	date	yr	season	rtu	sun_lon	sun_naks	moon_lat	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न
1793460.75	198-03-24	198	1	R1-vasanta	3.34	N01-Ash/γ Ari	-3.91	1.89	N01-Ash/γ Ari	0	1	N01-Ash	N01-Ash
1793476.25	198-04-08	198	1	R1-vasanta	18.37	N02-Bha/* 35 Ari	2.42	203.03	N16-Vis/α2 Lib	1	175	N02-Bha	N16-Vis
1793490.75	198-04-23	198	2	R2-grīṣma	32.33	N03-Kri/* 17 Tau	-1.45	34.49	N03-Kri/* 19 Tau	0	2	N03-Kri	N03-Kri
1793505.25	198-05-07	198	2	R2-grīṣma	46.21	N04-Roh/α Tau	0.35	226.53	N18-Jye/α Sco	1	179	N04-Roh	N18-Jye
1793519.75	198-05-22	198	2	R2-grīṣma	60.04	N05-Mrg/λ Ori	0.44	55.11	N05-Mrg/γ Ori	0	4	N05-Mrg	N05-Mrg
1793534.25	198-06-05	198	2	R2-grīṣma	73.85	N06-Ard/γ Gem	-1.78	250.00	N20-PAsh/ε Sgr	1	176	N06-Ard	N20-PAsh
1793549.75	198-06-21	198	2	R2-grīṣma	88.61	N07-Pun/β Gem	3.21	88.05	N07-Pun/β Gem	0	0	N07-Pun	N07-Pun
1793564.25	198-07-05	198	3	R3-varṣā	102.45	N08-Pus/δ Cnc	-4.34	287.73	N23-Dha/β Del	1	174	N08-Pus	N23-Dha
1793579.75	198-07-21	198	3	R3-varṣā	117.32	N10-Mag/μ Leo	4.83	122.43	N10-Mag/ζ Leo	0	5	N10-Mag	N10-Mag
1793593.25	198-08-03	198	3	R3-varṣā	130.35	N10-Mag/α Leo	-4.95	310.30	N24-Sha/λ Aqr	1	179	N10-Mag	N24-Sha
1793608.75	198-08-19	198	3	R3-varṣā	145.42	N12-UPal/* 93 Leo	4.92	144.75	N12-UPal/* 93 Leo	0	0	N12-UPal	N12-UPal
1793623.25	198-09-02	198	4	R4-śarat	159.63	N13-Has/γ Crv	-4.29	345.39	N26-UBha/γ Peg	1	174	N13-Has	N26-UBha
1793637.75	198-09-17	198	4	R4-śarat	173.97	N13-Has/β Crv	4.22	167.29	N13-Has/α Crv	0	6	N13-Has	N13-Has
1793652.25	198-10-01	198	4	R4-śarat	188.44	N15-Swa/α Boo	-3.01	6.61	N01-Ash/γ Ari	1	178	N15-Swa	N01-Ash
1793667.75	198-10-17	198	4	R4-śarat	204.02	N16-Vis/α2 Lib	1.54	204.86	N16-Vis/α2 Lib	0	0	N16-Vis	N16-Vis
1793682.25	198-10-31	198	5	R5-hemanta	218.70	N17-Anu/ω1 Sco	-0.19	39.41	N04-Roh/γ Tau	1	179	N17-Anu	N04-Roh
1793696.75	198-11-15	198	5	R5-hemanta	233.45	N19-Mul/ζ2 Sco	-0.60	227.93	N18-Jye/ε Sco	0	5	N19-Mul	N18-Jye
1793712.25	198-11-30	198	5	R5-hemanta	249.26	N20-PAsh/δ Sgr	2.68	71.80	N06-Ard/γ Gem	1	177	N20-PAsh	N06-Ard
1793726.75	198-12-15	198	5	R5-hemanta	264.06	N21-UAsh/τ Sgr	-3.72	266.28	N21-UAsh/τ Sgr	0	2	N21-UAsh	N21-UAsh
1793742.25	198-12-30	198	6	R6-śiśira	279.85	N22-Shr/β Aql	4.61	104.70	N09-Asl/δ Hya	1	175	N22-Shr	N09-Asl
1793755.75	199-01-13	199	6	R6-śiśira	293.55	N23-Dha/δ Del	-4.77	289.38	N23-Dha/β Del	0	4	N23-Dha	N23-Dha
1793771.25	199-01-28	199	6	R6-śiśira	309.18	N24-Sha/λ Aqr	4.98	125.98	N10-Mag/α Leo	1	176	N24-Sha	N10-Mag
1793785.75	199-02-12	199	6	R6-śiśira	323.70	N25-PBha/α Peg	-4.65	326.45	N25-PBha/α Peg	0	2	N25-PBha	N25-PBha
1793801.25	199-02-27	199	1	R1-vasanta	339.08	N25-PBha/β Peg	4.02	160.91	N13-Has/γ Crv	1	178	N25-PBha	N13-Has
1793814.75	199-03-13	199	1	R1-vasanta	352.36	N27-Rev/ε Psc	-3.57	348.66	N26-UBha/α And	0	3	N27-Rev	N26-UBha
1793830.25	199-03-28	199	1	R1-vasanta	7.48	N01-Ash/γ Ari	2.52	183.27	N15-Swa/α Boo	1	175	N01-Ash	N15-Swa
1793844.75	199-04-12	199	1	R1-vasanta	21.51	N02-Bha/* 35 Ari	-0.85	22.99	N02-Bha/* 41 Ari	0	1	N02-Bha	N02-Bha
1793860.25	199-04-27	199	2	R2-grīṣma	36.41	N03-Kri/* 27 Tau	-0.79	220.69	N17-Anu/ω1 Sco	1	175	N03-Kri	N17-Anu
1793873.75	199-05-11	199	2	R2-grīṣma	49.32	N04-Roh/α Tau	1.06	44.02	N04-Roh/α Tau	0	5	N04-Roh	N04-Roh
1793889.25	199-05-26	199	2	R2-grīṣma	64.10	N05-Mrg/α Ori	-2.80	244.14	N19-Mul/ι1 Sco	1	179	N05-Mrg	N19-Mul
1793903.75	199-06-10	199	2	R2-grīṣma	77.90	N06-Ard/γ Gem	3.67	76.67	N06-Ard/γ Gem	0	1	N06-Ard	N06-Ard
1793918.25	199-06-24	199	3	R3-varṣā	91.72	N07-Pun/β Gem	-4.30	267.80	N21-UAsh/τ Sgr	1	176	N07-Pun	N21-UAsh
1793933.75	199-07-10	199	3	R3-varṣā	106.53	N09-Asl/σ Hya	4.95	109.39	N09-Asl/ζ Hya	0	2	N09-Asl	N09-Asl
1793948.25	199-07-24	199	3	R3-varṣā	120.46	N10-Mag/ζ Leo	-4.95	306.48	N24-Sha/λ Aqr	1	173	N10-Mag	N24-Sha
1793962.75	199-08-08	199	3	R3-varṣā	134.48	N11-PPal/δ Leo	4.85	130.48	N10-Mag/α Leo	0	3	N11-PPal	N10-Mag
1793977.25	199-08-22	199	3	R3-varṣā	148.60	N12-UPal/β Leo	-4.17	329.51	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha
1793992.75	199-09-07	199	4	R4-śarat	163.83	N13-Has/γ Crv	3.24	164.61	N13-Has/γ Crv	0	0	N13-Has	N13-Has
1794006.25	199-09-20	199	4	R4-śarat	177.21	N14-Chi/α Vir	-2.70	352.08	N27-Rev/ε Psc	1	174	N14-Chi	N27-Rev
1794021.75	199-10-06	199	4	R4-śarat	192.71	N16-Vis/α1 Lib	1.52	186.45	N15-Swa/α Boo	0	6	N16-Vis	N15-Swa
1794036.25	199-10-20	199	4	R4-śarat	207.31	N16-Vis/α2 Lib	0.36	27.12	N02-Bha/* 39 Ari	1	179	N16-Vis	N02-Bha
1794051.75	199-11-05	199	5	R5-hemanta	223.03	N18-Jye/σ Sco	-1.76	222.78	N18-Jye/σ Sco	0	0	N18-Jye	N18-Jye
1794066.25	199-11-19	199	5	R5-hemanta	237.79	N19-Mul/ν Sco	3.18	60.66	N05-Mrg/λ Ori	1	177	N19-Mul	N05-Mrg
1794080.75	199-12-04	199	5	R5-hemanta	252.59	N20-PAsh/λ Sgr	-3.54	245.58	N20-PAsh/γ Sgr	0	7	N20-PAsh	N20-PAsh
1794096.25	199-12-19	199	5	R5-hemanta	268.41	N22-Shr/α Aql	4.83	93.42	N07-Pun/β Gem	1	174	N22-Shr	N07-Pun
1794110.75	200-01-03	200	6	R6-śiśira	283.16	N22-Shr/β Aql	-5.02	284.03	N22-Shr/β Aql	0	0	N22-Shr	N22-Shr
1794125.25	200-01-17	200	6	R6-śiśira	297.85	N23-Dha/γ2 Del	4.98	114.15	N10-Mag/ε Leo	1	176	N23-Dha	N10-Mag
1794139.75	200-02-01	200	6	R6-śiśira	312.45	N24-Sha/λ Aqr	-4.71	307.43	N24-Sha/λ Aqr	0	5	N24-Sha	N24-Sha
1794155.25	200-02-16	200	6	R6-śiśira	327.93	N25-PBha/α Peg	3.77	147.01	N12-UPal/β Leo	1	179	N25-PBha	N12-UPal
1794169.75	200-03-03	200	1	R1-vasanta	342.29	N26-UBha/γ Peg	-2.46	345.41	N26-UBha/γ Peg	0	3	N26-UBha	N26-UBha
1794185.25	200-03-18	200	1	R1-vasanta	357.50	N27-Rev/ε Psc	1.15	180.73	N15-Swa/α Boo	1	176	N27-Rev	N15-Swa
1794198.75	200-04-01	200	1	R1-vasanta	10.64	N01-Ash/β Ari	-0.50	8.04	N01-Ash/γ Ari	0	2	N01-Ash	N01-Ash
1794214.25	200-04-16	200	1	R1-vasanta	25.61	N02-Bha/* 39 Ari	-0.82	202.50	N16-Vis/α2 Lib	1	176	N02-Bha	N16-Vis
1794228.75	200-05-01	200	2	R2-grīṣma	39.53	N04-Roh/γ Tau	2.59	43.49	N04-Roh/ε Tau	0	3	N04-Roh	N04-Roh
1794244.25	200-05-16	200	2	R2-grīṣma	54.34	N05-Mrg/γ Ori	-3.69	238.86	N19-Mul/ν Sco	1	175	N05-Mrg	N19-Mul
1794257.75	200-05-30	200	2	R2-grīṣma	67.20	N05-Mrg/α Ori	4.02	65.05	N05-Mrg/α Ori	0	2	N05-Mrg	N05-Mrg
1794273.25	200-06-14	200	2	R2-grīṣma	81.95	N07-Pun/α Gem	-4.76	262.14	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh
1794287.75	200-06-29	200	3	R3-varṣā	95.78	N07-Pun/β Gem	5.00	98.42	N08-Pus/δ Cnc	0	2	N07-Pun	N08-Pus
1794302.25	200-07-13	200	3	R3-varṣā	109.65	N09-Asl/ζ Hya	-5.00	285.70	N23-Dha/β Del	1	176	N09-Asl	N23-Dha
1794316.75	200-07-28	200	3	R3-varṣā	123.60	N10-Mag/γ Leo	4.69	119.27	N10-Mag/μ Leo	0	4	N10-Mag	N10-Mag
1794332.25	200-08-12	200	3	R3-varṣā	138.61	N11-PPal/θ Leo	-3.40	324.57	N25-PBha/α Peg	1	174	N11-PPal	N25-PBha
1794346.75	200-08-27	200	4	R4-śarat	152.77	N12-UPal/β Leo	2.83	151.88	N12-UPal/β Leo	0	0	N12-UPal	N12-UPal
1794361.25	200-09-10	200	4	R4-śarat	167.05	N13-Has/ε Crv	-1.54	347.80	N26-UBha/α And	1	179	N13-Has	N26-UBha
1794376.75	200-09-26	200	4	R4-śarat	182.45	N15-Swa/α Boo	-0.04	184.95	N15-Swa/α Boo	0	2	N15-Swa	N15-Swa
1794390.25	200-10-09	200	4	R4-śarat	195.98	N16-Vis/α1 Lib	0.56	10.68	N01-Ash/β Ari	1	174	N16-Vis	N01-Ash
1794405.75	200-10-25	200	5	R5-hemanta	211.62	N17-Anu/δ Sco	-1.93	206.25	N16-Vis/α2 Lib	0	5	N17-Anu	N16-Vis
1794420.25	200-11-08	200	5	R5-hemanta	226.34	N18-Jye/α Sco	3.50	46.96	N04-Roh/α Tau	1	179	N18-Jye	N04-Roh
1794435.75	200-11-24	200	5	R5-hemanta	242.14	N19-Mul/ι1 Sco	-4.31	241.49	N19-Mul/κ Sco	0	0	N19-Mul	N19-Mul
1794450.25	200-12-08	200	5	R5-hemanta	256.94	N21-UAsh/σ Sgr	4.92	81.69	N07-Pun/α Gem	1	175	N21-UAsh	N07-Pun
1794465.75	200-12-24	200	6	R6-śiśira	272.74	N22-Shr/α Aql	-4.95	278.60	N22-Shr/β Aql	0	5	N22-Shr	N22-Shr
1794479.25	201-01-06	201	6	R6-śiśira	286.47	N23-Dha/β Del	4.86	102.93	N08-Pus/δ Cnc	1	176	N23-Dha	N08-Pus
1794494.75	201-01-22	201	6	R6-śiśira	302.15	N23-Dha/γ2 Del	-4.19	301.79	N23-Dha/γ2 Del	0	0	N23-Dha	N23-Dha
1794509.25	201-02-05	201	6	R6-śiśira	316.72	N24-Sha/λ Aqr	3.34	135.85	N11-PPal/δ Leo	1	179	N24-Sha	N11-PPal
1794523.75	201-02-20	201	1	R1-vasanta	331.17	N25-PBha/α Peg	-2.64	325.08	N25-PBha/α Peg	0	6	N25-PBha	N25-PBha
1794539.25	201-03-07	201	1	R1-vasanta	346.49	N26-UBha/γ Peg	0.63	168.30	N13-Has/δ Crv	1	178	N26-UBha	N13-Has
1794553.75	201-03-22	201	1	R1-vasanta	0.68	N01-Ash/γ Ari	0.79	3.52	N01-Ash/γ Ari	0	2	N01-Ash	N01-Ash
1794569.25	201-04-06	201	1	R1-vasanta	15.73	N01-Ash/α Ari	-2.32	201.19	N16-Vis/α2 Lib	1	174	N01-Ash	N16-Vis
1794582.75	201-04-20	201	1	R1-vasanta	28.75	N02-Bha/* 39 Ari	2.76	26.66	N02-Bha/* 39 Ari	0	2	N02-Bha	N02-Bha
1794598.25	201-05-05	201	2	R2-grīṣma	43.60	N04-Roh/ε Tau	-3.82	222.56	N18-Jye/σ Sco	1	178	N04-Roh	N18-Jye
1794611.75	201-05-19	201	2	R2-grīṣma	56.49	N05-Mrg/γ Ori	4.20	49.69	N04-Roh/α Tau	0	6	N05-Mrg	N04-Roh
1794627.25	201-06-03	201	2	R2-grīṣma	71.25	N06-Ard/γ Gem	-4.76	244.38	N19-Mul/ι1 Sco	1	173	N06-Ard	N19-Mul
1794641.75	201-06-18	201	2	R2-grīṣma	85.06	N07-Pun/α Gem	4.96	85.70	N07-Pun/α Gem	0	0	N07-Pun	N07-Pun
1794657.25	201-07-03	201	3	R3-varṣā	99.85	N08-Pus/δ Cnc	-4.67	280.76	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr
1794670.75	201-07-17	201	3	R3-varṣā	112.78	N10-Mag/ε Leo	4.42	107.47	N09-Asl/η Hya	0	5	N10-Mag	N09-Asl
1794686.25	201-08-01	201	3	R3-varṣā	127.71	N10-Mag/α Leo	-3.56	303.84	N23-Dha/γ2 Del	1	176	N10-Mag	N23-Dha
1794700.75	201-08-16	201	3	R3-varṣā	141.78	N12-UPal/* 93 Leo	2.29	140.83	N11-PPal/θ Leo	0	0	N12-UPal	N11-PPal
1794716.25	201-08-31	201	4	R4-śarat	156.95	N13-Has/γ Crv	-0.42	342.16	N26-UBha/γ Peg	1	174	N13-Has	N26-UBha
1794730.75	201-09-15	201	4	R4-śarat	171.27	N13-Has/β Crv	-0.64	173.30	N13-Has/β Crv	0	2	N13-Has	N13-Has
1794745.25	201-09-29	201	4	R4-śarat	185.71	N15-Swa/α Boo	1.73	5.44	N01-Ash/γ Ari	1	179	N15-Swa	N01-Ash
1794760.75	201-10-15	201	4	R4-śarat	201.27	N16-Vis/α2 Lib	-3.35	205.86	N16-Vis/α2 Lib	0	4	N16-Vis	N16-Vis
1794774.25	201-10-28	201	5	R5-hemanta	214.92	N17-Anu/δ Sco	3.54	28.64	N02-Bha/* 39 Ari	1	173	N17-Anu	N02-Bha
1794789.75	201-11-13	201	5	R5-hemanta	230.67	N18-Jye/ε Sco	-4.49	226.88	N18-Jye/α Sco	0	3	N18-Jye	N18-Jye
1794804.25	201-11-27	201	5	R5-hemanta	245.46	N20-PAsh/γ Sgr	4.97	66.22	N05-Mrg/α Ori	1	179	N20-PAsh	N05-Mrg
1794819.75	201-12-13	201	5	R5-hemanta	261.28	N21-UAsh/τ Sgr	-4.90	261.16	N21-UAsh/τ Sgr	0	0	N21-UAsh	N21-UAsh
1794834.25	201-12-27	201	6	R6-śiśira	276.06	N22-Shr/α Aql	4.22	102.17	N08-Pus/δ Cnc	1	173	N22-Shr	N08-Pus
1794849.75	202-01-12	202	6	R6-śiśira	291.80	N23-Dha/β Del	-3.36	297.04	N23-Dha/γ2 Del	0	5	N23-Dha	N23-Dha
1794863.25	202-01-25	202	6	R6-śiśira	305.43	N23-Dha/γ2 Del	2.87	123.75	N10-Mag/γ Leo	1	178	N23-Dha	N10-Mag
1794878.75	202-02-10	202	6	R6-śiśira	320.97	N24-Sha/λ Aqr	-1.57	319.74	N24-Sha/λ Aqr	0	1	N24-Sha	N24-Sha
1794893.25	202-02-24	202	1	R1-vasanta	335.39	N25-PBha/β Peg	-0.00	157.19	N13-Has/γ Crv	1	178	N25-PBha	N13-Has
1794907.75	202-03-11	202	1	R1-vasanta	349.69	N26-UBha/α And	0.54	342.69	N26-UBha/γ Peg	0	6	N26-UBha	N26-UBha
1794923.25	202-03-26	202	1	R1-vasanta	4.83	N01-Ash/γ Ari	-2.85	189.76	N16-Vis/α1 Lib	1	175	N01-Ash	N16-Vis
1794937.75	202-04-10	202	1	R1-vasanta	18.88	N02-Bha/* 35 Ari	3.68	21.25	N02-Bha/* 35 Ari	0	2	N02-Bha	N02-Bha
1794952.25	202-04-24	202	2	R2-grīṣma	32.84	N03-Kri/* 17 Tau	-4.18	210.45	N17-Anu/δ Sco	1	177	N03-Kri	N17-Anu
1794966.75	202-05-09	202	2	R2-grīṣma	46.72	N04-Roh/α Tau	4.77	44.85	N04-Roh/α Tau	0	1	N04-Roh	N04-Roh
1794982.25	202-05-24	202	2	R2-grīṣma	61.50	N05-Mrg/α Ori	-4.99	243.51	N19-Mul/ι1 Sco	1	177	N05-Mrg	N19-Mul
1794995.75	202-06-07	202	2	R2-grīṣma	74.35	N06-Ard/γ Gem	4.98	68.41	N05-Mrg/α Ori	0	5	N06-Ard	N05-Mrg
1795011.25	202-06-22	202	2	R2-grīṣma	89.12	N07-Pun/β Gem	-4.56	264.92	N21-UAsh/τ Sgr	1	175	N07-Pun	N21-UAsh
1795025.75	202-07-07	202	3	R3-varṣā	102.96	N08-Pus/δ Cnc	3.51	105.58	N09-Asl/δ Hya	0	2	N08-Pus	N09-Asl
1795041.25	202-07-22	202	3	R3-varṣā	117.83	N10-Mag/μ Leo	-2.47	299.94	N23-Dha/γ2 Del	1	177	N10-Mag	N23-Dha
1795054.75	202-08-05	202	3	R3-varṣā	130.87	N11-PPal/δ Leo	1.84	127.73	N10-Mag/α Leo	0	3	N11-PPal	N10-Mag
1795070.25	202-08-20	202	3	R3-varṣā	145.94	N12-UPal/β Leo	-0.55	322.34	N24-Sha/λ Aqr	1	176	N12-UPal	N24-Sha
1795084.75	202-09-04	202	4	R4-śarat	160.16	N13-Has/γ Crv	-1.23	161.85	N13-Has/γ Crv	0	1	N13-Has	N13-Has
1795100.25	202-09-19	202	4	R4-śarat	175.50	N13-Has/β Crv	2.74	359.76	N27-Rev/ε Psc	1	175	N13-Has	N27-Rev
1795114.75	202-10-04	202	4	R4-śarat	189.97	N16-Vis/α1 Lib	-3.80	194.80	N16-Vis/α1 Lib	0	4	N16-Vis	N16-Vis
1795129.25	202-10-18	202	4	R4-śarat	204.56	N16-Vis/α2 Lib	4.26	23.02	N02-Bha/* 41 Ari	1	178	N16-Vis	N02-Bha
1795143.75	202-11-02	202	5	R5-hemanta	219.24	N17-Anu/ω1 Sco	-4.75	215.52	N17-Anu/δ Sco	0	3	N17-Anu	N17-Anu
1795159.25	202-11-17	202	5	R5-hemanta	235.01	N19-Mul/ζ2 Sco	4.97	61.67	N05-Mrg/α Ori	1	173	N19-Mul	N05-Mrg
1795173.75	202-12-02	202	5	R5-hemanta	249.80	N20-PAsh/δ Sgr	-4.81	248.23	N20-PAsh/δ Sgr	0	1	N20-PAsh	N20-PAsh
1795188.25	202-12-16	202	5	R5-hemanta	264.60	N21-UAsh/τ Sgr	4.18	84.75	N07-Pun/α Gem	1	179	N21-UAsh	N07-Pun
1795203.75	203-01-01	203	6	R6-śiśira	280.39	N22-Shr/β Aql	-3.13	281.54	N22-Shr/β Aql	0	1	N22-Shr	N22-Shr
1795218.25	203-01-15	203	6	R6-śiśira	295.10	N23-Dha/γ2 Del	1.51	121.71	N10-Mag/ζ Leo	1	173	N23-Dha	N10-Mag
1795233.75	203-01-31	203	6	R6-śiśira	310.72	N24-Sha/λ Aqr	-0.23	316.05	N24-Sha/λ Aqr	0	5	N24-Sha	N24-Sha
1795247.25	203-02-13	203	6	R6-śiśira	324.22	N25-PBha/α Peg	-0.48	143.71	N12-UPal/* 93 Leo	1	179	N25-PBha	N12-UPal
1795262.75	203-03-01	203	1	R1-vasanta	339.60	N26-UBha/γ Peg	1.77	338.23	N25-PBha/β Peg	0	1	N26-UBha	N25-PBha
1795277.25	203-03-15	203	1	R1-vasanta	353.86	N27-Rev/ε Psc	-3.31	178.16	N14-Chi/α Vir	1	175	N27-Rev	N14-Chi
1795292.75	203-03-31	203	1	R1-vasanta	8.97	N01-Ash/β Ari	4.35	15.51	N01-Ash/α Ari	0	6	N01-Ash	N01-Ash
1795306.25	203-04-13	203	1	R1-vasanta	22.03	N02-Bha/* 35 Ari	-4.48	199.34	N16-Vis/α1 Lib	1	177	N02-Bha	N16-Vis
1795321.75	203-04-29	203	2	R2-grīṣma	36.92	N03-Kri/* 27 Tau	5.01	39.07	N04-Roh/γ Tau	0	2	N03-Kri	N04-Roh
1795336.25	203-05-13	203	2	R2-grīṣma	50.78	N05-Mrg/γ Ori	-4.96	232.28	N19-Mul/ζ2 Sco	1	178	N05-Mrg	N19-Mul
1795350.75	203-05-28	203	2	R2-grīṣma	64.60	N05-Mrg/α Ori	4.74	62.81	N05-Mrg/α Ori	0	1	N05-Mrg	N05-Mrg
1795366.25	203-06-12	203	2	R2-grīṣma	79.36	N06-Ard/γ Gem	-3.65	264.97	N21-UAsh/τ Sgr	1	174	N06-Ard	N21-UAsh
1795379.75	203-06-26	203	3	R3-varṣā	92.23	N07-Pun/β Gem	3.58	86.51	N07-Pun/α Gem	0	5	N07-Pun	N07-Pun
1795395.25	203-07-11	203	3	R3-varṣā	107.04	N09-Asl/η Hya	-2.09	285.89	N23-Dha/β Del	1	178	N09-Asl	N23-Dha
1795409.75	203-07-26	203	3	R3-varṣā	120.97	N10-Mag/ζ Leo	0.47	124.49	N10-Mag/γ Leo	0	3	N10-Mag	N10-Mag
1795425.25	203-08-10	203	3	R3-varṣā	135.96	N11-PPal/δ Leo	0.93	319.68	N24-Sha/λ Aqr	1	176	N11-PPal	N24-Sha
1795438.75	203-08-24	203	3	R3-varṣā	149.12	N12-UPal/β Leo	-1.57	147.07	N12-UPal/β Leo	0	2	N12-UPal	N12-UPal
1795454.25	203-09-08	203	4	R4-śarat	164.36	N13-Has/γ Crv	2.75	341.53	N26-UBha/γ Peg	1	177	N13-Has	N26-UBha
1795468.75	203-09-23	203	4	R4-śarat	178.74	N14-Chi/α Vir	-4.10	182.42	N15-Swa/α Boo	0	3	N14-Chi	N15-Swa
1795484.25	203-10-08	203	4	R4-śarat	194.24	N16-Vis/α1 Lib	4.74	17.96	N02-Bha/* 35 Ari	1	176	N16-Vis	N02-Bha
1795497.75	203-10-22	203	4	R4-śarat	207.85	N16-Vis/α2 Lib	-4.88	203.91	N16-Vis/α2 Lib	0	3	N16-Vis	N16-Vis
1795513.25	203-11-06	203	5	R5-hemanta	223.57	N18-Jye/σ Sco	4.99	40.97	N04-Roh/γ Tau	1	177	N18-Jye	N04-Roh
1795527.75	203-11-21	203	5	R5-hemanta	238.33	N19-Mul/ν Sco	-4.60	237.21	N19-Mul/ν Sco	0	1	N19-Mul	N19-Mul
1795543.25	203-12-06	203	5	R5-hemanta	254.15	N21-UAsh/φ Sgr	3.46	79.36	N06-Ard/γ Gem	1	174	N21-UAsh	N06-Ard
1795557.75	203-12-21	203	5	R5-hemanta	268.94	N22-Shr/α Aql	-2.67	269.77	N22-Shr/α Aql	0	0	N22-Shr	N22-Shr
1795572.25	204-01-04	204	6	R6-śiśira	283.70	N22-Shr/β Aql	1.60	102.53	N08-Pus/δ Cnc	1	178	N22-Shr	N08-Pus
1795587.75	204-01-20	204	6	R6-śiśira	299.40	N23-Dha/γ2 Del	0.22	302.34	N23-Dha/γ2 Del	0	2	N23-Dha	N23-Dha
1795602.25	204-02-03	204	6	R6-śiśira	313.99	N24-Sha/λ Aqr	-1.85	140.36	N11-PPal/θ Leo	1	173	N24-Sha	N11-PPal
1795616.75	204-02-18	204	6	R6-śiśira	328.46	N25-PBha/α Peg	2.08	323.28	N25-PBha/α Peg	0	5	N25-PBha	N25-PBha
1795631.25	204-03-03	204	1	R1-vasanta	342.82	N26-UBha/γ Peg	-3.56	162.97	N13-Has/γ Crv	1	179	N26-UBha	N13-Has
1795646.75	204-03-19	204	1	R1-vasanta	358.02	N27-Rev/ε Psc	4.34	357.63	N27-Rev/ε Psc	0	0	N27-Rev	N27-Rev
1795660.25	204-04-01	204	1	R1-vasanta	11.16	N01-Ash/α Ari	-4.64	185.48	N15-Swa/α Boo	1	174	N01-Ash	N15-Swa
1795675.75	204-04-17	204	1	R1-vasanta	26.13	N02-Bha/* 39 Ari	4.96	19.88	N02-Bha/* 35 Ari	0	6	N02-Bha	N02-Bha
1795690.25	204-05-01	204	2	R2-grīṣma	40.04	N04-Roh/γ Tau	-4.81	220.51	N17-Anu/ω1 Sco	1	179	N04-Roh	N17-Anu
1795705.75	204-05-17	204	2	R2-grīṣma	54.85	N05-Mrg/γ Ori	4.20	57.20	N05-Mrg/γ Ori	0	2	N05-Mrg	N05-Mrg
1795720.25	204-05-31	204	2	R2-grīṣma	68.66	N05-Mrg/α Ori	-3.18	253.97	N21-UAsh/φ Sgr	1	174	N05-Mrg	N21-UAsh
1795734.75	204-06-15	204	2	R2-grīṣma	82.46	N07-Pun/α Gem	2.70	80.64	N07-Pun/α Gem	0	1	N07-Pun	N07-Pun
1795749.25	204-06-29	204	3	R3-varṣā	96.29	N07-Pun/β Gem	-1.52	274.70	N22-Shr/α Aql	1	178	N07-Pun	N22-Shr
1795763.75	204-07-14	204	3	R3-varṣā	110.17	N09-Asl/ζ Hya	0.67	104.14	N08-Pus/δ Cnc	0	6	N09-Asl	N08-Pus
1795779.25	204-07-29	204	3	R3-varṣā	125.08	N10-Mag/α Leo	1.46	307.13	N24-Sha/λ Aqr	1	177	N10-Mag	N24-Sha
1795793.75	204-08-13	204	3	R3-varṣā	139.13	N11-PPal/θ Leo	-2.74	142.65	N12-UPal/* 93 Leo	0	3	N11-PPal	N12-UPal
1795809.25	204-08-28	204	4	R4-śarat	154.27	N12-UPal/β Leo	3.93	340.18	N26-UBha/γ Peg	1	174	N12-UPal	N26-UBha
1795822.75	204-09-11	204	4	R4-śarat	167.58	N13-Has/α Crv	-4.22	165.76	N13-Has/γ Crv	0	1	N13-Has	N13-Has
1795838.25	204-09-26	204	4	R4-śarat	182.98	N15-Swa/α Boo	4.79	1.64	N01-Ash/γ Ari	1	178	N15-Swa	N01-Ash
1795852.75	204-10-11	204	4	R4-śarat	197.52	N16-Vis/α1 Lib	-4.95	202.47	N16-Vis/α2 Lib	0	4	N16-Vis	N16-Vis
1795868.25	204-10-26	204	5	R5-hemanta	213.17	N17-Anu/δ Sco	4.65	36.96	N03-Kri/* 27 Tau	1	176	N17-Anu	N03-Kri
1795881.75	204-11-09	204	5	R5-hemanta	226.88	N18-Jye/α Sco	-4.35	224.43	N18-Jye/α Sco	0	2	N18-Jye	N18-Jye
1795897.25	204-11-24	204	5	R5-hemanta	242.67	N19-Mul/ι1 Sco	3.55	59.41	N05-Mrg/λ Ori	1	176	N19-Mul	N05-Mrg
1795911.75	204-12-09	204	5	R5-hemanta	257.48	N21-UAsh/σ Sgr	-2.12	258.43	N21-UAsh/ζ Sgr	0	0	N21-UAsh	N21-UAsh
1795927.25	204-12-24	204	6	R6-śiśira	273.28	N22-Shr/α Aql	0.48	96.88	N08-Pus/δ Cnc	1	176	N22-Shr	N08-Pus
1795941.75	205-01-08	205	6	R6-śiśira	288.02	N23-Dha/β Del	0.84	291.19	N23-Dha/β Del	0	3	N23-Dha	N23-Dha
1795956.25	205-01-22	205	6	R6-śiśira	302.68	N23-Dha/γ2 Del	-1.66	119.97	N10-Mag/ζ Leo	1	177	N23-Dha	N10-Mag
1795970.75	205-02-06	205	6	R6-śiśira	317.25	N24-Sha/λ Aqr	2.62	311.78	N24-Sha/λ Aqr	0	5	N24-Sha	N24-Sha
1795986.25	205-02-21	205	1	R1-vasanta	332.69	N25-PBha/β Peg	-4.36	158.48	N13-Has/γ Crv	1	174	N25-PBha	N13-Has
