jd	date	yr	season	rtu	sun_lon	sun_naks	sun_naks_by_angle	moon_lat	moon_lon	moon_naks	moon_naks_by_angle	moon_phase	moon_sun_diff	sun_न	moon_न	sun_न_by_angle	moon_न_by_angle	sun_naks_angle	moon_naks_angle
1388020.25	-912-03-02	-912	1	R1-vasanta	342.06	N27-Rev/ε Psc	N01-Ash/γ Ari	-4.13	158.89	N13-Has/β Crv	N14-Chi/α Vir	1	176	N27-Rev	N13-Has	N01-Ash	N14-Chi	7.85	3.49
1388035.75	-912-03-18	-912	1	R1-vasanta	357.10	N01-Ash/α Ari	N02-Bha/* 41 Ari	4.79	354.80	N01-Ash/β Ari	N01-Ash/α Ari	0	2	N01-Ash	N01-Ash	N02-Bha	N01-Ash	10.82	7.02
1388050.25	-912-04-01	-912	1	R1-vasanta	11.06	N02-Bha/* 39 Ari	N03-Kri/* 23 Tau	-5.00	192.67	N16-Vis/α2 Lib	N17-Anu/π Sco	1	178	N02-Bha	N16-Vis	N03-Kri	N17-Anu	3.76	2.66
1388064.75	-912-04-16	-912	1	R1-vasanta	24.95	N04-Roh/γ Tau	N04-Roh/ε Tau	4.98	18.13	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	0	6	N04-Roh	N03-Kri	N04-Roh	N03-Kri	5.17	5.56
1388080.25	-912-05-01	-912	2	R2-grīṣma	39.72	N05-Mrg/γ Ori	N06-Ard/γ Gem	-4.05	225.51	N19-Mul/θ Sco	N20-PAsh/δ Sgr	1	174	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	13.70	2.38
1388094.75	-912-05-16	-912	2	R2-grīṣma	53.52	N05-Mrg/α Ori	N06-Ard/γ Gem	3.35	56.98	N06-Ard/γ Gem	N07-Pun/α Gem	0	3	N05-Mrg	N06-Ard	N06-Ard	N07-Pun	7.45	8.68
1388109.25	-912-05-30	-912	2	R2-grīṣma	67.32	N07-Pun/α Gem	N07-Pun/β Gem	-2.65	246.21	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	178	N07-Pun	N21-UAsh	N07-Pun	N21-UAsh	6.59	9.00
1388123.75	-912-06-14	-912	2	R2-grīṣma	81.14	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1.46	80.52	N07-Pun/β Gem	N08-Pus/δ Cnc	0	0	N08-Pus	N07-Pun	N08-Pus	N08-Pus	0.15	1.62
1388139.25	-912-06-29	-912	3	R3-varṣā	95.99	N09-Asl/ζ Hya	N10-Mag/η Leo	0.26	279.04	N23-Dha/γ2 Del	N24-Sha/λ Aqr	1	176	N09-Asl	N23-Dha	N10-Mag	N24-Sha	6.25	14.87
1388152.75	-912-07-13	-912	3	R3-varṣā	108.99	N10-Mag/γ Leo	N10-Mag/α Leo	-0.67	103.78	N10-Mag/μ Leo	N10-Mag/α Leo	0	5	N10-Mag	N10-Mag	N10-Mag	N10-Mag	6.49	1.57
1388168.25	-912-07-28	-912	3	R3-varṣā	124.03	N11-PPal/θ Leo	N12-UPal/β Leo	2.12	300.23	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	176	N11-PPal	N24-Sha	N12-UPal	N24-Sha	12.49	6.76
1388182.75	-912-08-12	-912	3	R3-varṣā	138.23	N12-UPal/β Leo	N13-Has/δ Crv	-3.61	140.69	N12-UPal/β Leo	N13-Has/δ Crv	0	2	N12-UPal	N12-UPal	N13-Has	N13-Has	14.24	9.87
1388198.25	-912-08-27	-912	4	R4-śarat	153.54	N13-Has/δ Crv	N14-Chi/α Vir	4.38	335.13	N26-UBha/α And	N27-Rev/ε Psc	1	178	N13-Has	N26-UBha	N14-Chi	N27-Rev	3.28	6.21
1388211.75	-912-09-10	-912	4	R4-śarat	167.00	N15-Swa/α Boo	N16-Vis/α1 Lib	-4.67	162.85	N14-Chi/α Vir	N14-Chi/α Vir	0	4	N15-Swa	N14-Chi	N16-Vis	N14-Chi	10.55	7.17
1388227.25	-912-09-25	-912	4	R4-śarat	182.57	N16-Vis/α1 Lib	N16-Vis/α2 Lib	4.98	357.52	N01-Ash/α Ari	N02-Bha/* 41 Ari	1	174	N16-Vis	N01-Ash	N16-Vis	N02-Bha	5.09	6.09
1388241.75	-912-10-10	-912	4	R4-śarat	197.25	N17-Anu/δ Sco	N17-Anu/ω1 Sco	-4.80	197.29	N17-Anu/δ Sco	N17-Anu/π Sco	0	0	N17-Anu	N17-Anu	N17-Anu	N17-Anu	1.38	1.96
1388257.25	-912-10-25	-912	5	R5-hemanta	213.02	N18-Jye/ε Sco	N18-Jye/α Sco	4.14	35.01	N05-Mrg/γ Ori	N04-Roh/ε Tau	1	178	N18-Jye	N05-Mrg	N18-Jye	N04-Roh	11.62	15.97
1388271.75	-912-11-09	-912	5	R5-hemanta	227.82	N19-Mul/ι1 Sco	N20-PAsh/λ Sgr	-3.16	230.38	N20-PAsh/γ Sgr	N21-UAsh/φ Sgr	0	2	N19-Mul	N20-PAsh	N20-PAsh	N21-UAsh	1.75	2.11
1388286.25	-912-11-23	-912	5	R5-hemanta	242.64	N21-UAsh/σ Sgr	N21-UAsh/τ Sgr	2.58	58.11	N06-Ard/γ Gem	N07-Pun/α Gem	1	175	N21-UAsh	N06-Ard	N21-UAsh	N07-Pun	6.88	8.62
1388301.75	-912-12-09	-912	5	R5-hemanta	258.45	N22-Shr/α Aql	N21-UAsh/τ Sgr	-0.40	262.79	N22-Shr/β Aql	N21-UAsh/τ Sgr	0	4	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	21.52	25.71
1388316.25	-912-12-23	-912	6	R6-śiśira	273.18	N23-Dha/ε Αqr	N24-Sha/λ Aqr	-0.88	96.45	N09-Asl/ζ Hya	N10-Mag/α Leo	1	176	N23-Dha	N09-Asl	N24-Sha	N10-Mag	20.72	6.16
1388330.75	-911-01-07	-911	6	R6-śiśira	287.83	N23-Dha/β Αqr	N24-Sha/λ Aqr	1.49	283.40	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	4	N23-Dha	N23-Dha	N24-Sha	N24-Sha	6.08	10.64
1388345.25	-911-01-21	-911	6	R6-śiśira	302.36	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-2.85	119.51	N11-PPal/δ Leo	N11-PPal/θ Leo	1	177	N24-Sha	N11-PPal	N24-Sha	N11-PPal	8.47	13.02
1388360.75	-911-02-06	-911	6	R6-śiśira	317.77	N25-PBha/β Peg	N27-Rev/ε Psc	3.95	316.55	N25-PBha/β Peg	N26-UBha/γ Peg	0	1	N25-PBha	N25-PBha	N27-Rev	N26-UBha	12.24	9.98
1388375.25	-911-02-20	-911	1	R1-vasanta	332.05	N26-UBha/α And	N27-Rev/ε Psc	-4.79	156.78	N13-Has/β Crv	N14-Chi/α Vir	1	175	N26-UBha	N13-Has	N27-Rev	N14-Chi	2.27	2.99
1388390.75	-911-03-08	-911	1	R1-vasanta	347.18	N01-Ash/γ Ari	N01-Ash/γ Ari	4.98	351.25	N01-Ash/γ Ari	N01-Ash/α Ari	0	4	N01-Ash	N01-Ash	N01-Ash	N01-Ash	7.23	5.08
1388404.25	-911-03-21	-911	1	R1-vasanta	0.25	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	-4.94	179.17	N16-Vis/α1 Lib	N16-Vis/α2 Lib	1	178	N02-Bha	N16-Vis	N02-Bha	N16-Vis	10.25	5.91
1388419.75	-911-04-06	-911	1	R1-vasanta	15.15	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	4.62	13.73	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	0	1	N03-Kri	N03-Kri	N03-Kri	N03-Kri	4.31	1.44
1388434.25	-911-04-20	-911	1	R1-vasanta	29.01	N04-Roh/α Tau	N04-Roh/ε Tau	-3.64	213.92	N18-Jye/ε Sco	N18-Jye/ε Sco	1	175	N04-Roh	N18-Jye	N04-Roh	N18-Jye	8.82	9.04
1388448.75	-911-05-05	-911	2	R2-grīṣma	42.83	N05-Mrg/λ Ori	N06-Ard/γ Gem	3.48	36.54	N05-Mrg/γ Ori	N04-Roh/ε Tau	0	6	N05-Mrg	N05-Mrg	N06-Ard	N04-Roh	11.18	17.10
1388463.25	-911-05-19	-911	2	R2-grīṣma	56.62	N06-Ard/γ Gem	N06-Ard/γ Gem	-2.09	235.06	N20-PAsh/ε Sgr	N21-UAsh/σ Sgr	1	178	N06-Ard	N20-PAsh	N06-Ard	N21-UAsh	8.82	0.90
1388478.75	-911-06-04	-911	2	R2-grīṣma	71.37	N07-Pun/α Gem	N07-Pun/β Gem	0.35	74.63	N07-Pun/β Gem	N08-Pus/δ Cnc	0	3	N07-Pun	N07-Pun	N07-Pun	N08-Pus	8.25	6.40
1388493.25	-911-06-18	-911	2	R2-grīṣma	85.21	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0.87	267.72	N23-Dha/ε Αqr	N24-Sha/λ Aqr	1	177	N08-Pus	N23-Dha	N08-Pus	N24-Sha	4.19	26.19
1388507.75	-911-07-03	-911	3	R3-varṣā	99.12	N10-Mag/ε Leo	N10-Mag/α Leo	-1.79	98.13	N10-Mag/ε Leo	N10-Mag/α Leo	0	0	N10-Mag	N10-Mag	N10-Mag	N10-Mag	3.40	4.83
1388522.25	-911-07-17	-911	3	R3-varṣā	113.11	N10-Mag/α Leo	N11-PPal/θ Leo	2.65	288.34	N23-Dha/α Αqr	N24-Sha/λ Aqr	1	175	N10-Mag	N23-Dha	N11-PPal	N24-Sha	9.95	6.26
1388536.75	-911-08-01	-911	3	R3-varṣā	127.21	N12-UPal/* 93 Leo	N12-UPal/β Leo	-3.60	121.63	N11-PPal/δ Leo	N11-PPal/θ Leo	0	5	N12-UPal	N11-PPal	N12-UPal	N11-PPal	12.80	14.47
1388552.25	-911-08-16	-911	3	R3-varṣā	142.42	N13-Has/γ Crv	N13-Has/δ Crv	4.59	321.18	N25-PBha/β Peg	N26-UBha/γ Peg	1	178	N13-Has	N25-PBha	N13-Has	N26-UBha	12.45	7.99
1388566.75	-911-08-31	-911	4	R4-śarat	156.78	N13-Has/β Crv	N14-Chi/α Vir	-4.99	159.71	N13-Has/β Crv	N14-Chi/α Vir	0	2	N13-Has	N13-Has	N14-Chi	N14-Chi	1.92	4.67
1388582.25	-911-09-15	-911	4	R4-śarat	172.27	N15-Swa/α Boo	N16-Vis/α1 Lib	4.86	355.16	N01-Ash/β Ari	N01-Ash/α Ari	1	177	N15-Swa	N01-Ash	N16-Vis	N01-Ash	5.31	7.22
1388595.75	-911-09-29	-911	4	R4-śarat	185.86	N16-Vis/α2 Lib	N16-Vis/α2 Lib	-4.69	182.40	N16-Vis/α1 Lib	N16-Vis/α2 Lib	0	3	N16-Vis	N16-Vis	N16-Vis	N16-Vis	8.36	7.29
1388611.25	-911-10-14	-911	4	R4-śarat	201.57	N17-Anu/δ Sco	N18-Jye/σ Sco	4.08	17.00	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	1	175	N17-Anu	N03-Kri	N18-Jye	N03-Kri	3.86	4.28
1388625.75	-911-10-29	-911	5	R5-hemanta	216.34	N18-Jye/ε Sco	N20-PAsh/γ Sgr	-2.71	217.84	N19-Mul/ζ2 Sco	N20-PAsh/γ Sgr	0	1	N18-Jye	N19-Mul	N20-PAsh	N20-PAsh	9.73	6.91
1388641.25	-911-11-13	-911	5	R5-hemanta	232.17	N20-PAsh/γ Sgr	N21-UAsh/φ Sgr	1.46	53.15	N05-Mrg/α Ori	N06-Ard/γ Gem	1	179	N20-PAsh	N05-Mrg	N21-UAsh	N06-Ard	3.50	8.78
1388655.75	-911-11-28	-911	5	R5-hemanta	246.99	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0.22	251.55	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0	4	N21-UAsh	N21-UAsh	N21-UAsh	N21-UAsh	10.58	14.91
1388670.25	-911-12-12	-911	5	R5-hemanta	261.76	N22-Shr/β Aql	N21-UAsh/τ Sgr	-0.63	75.79	N07-Pun/β Gem	N08-Pus/δ Cnc	1	174	N22-Shr	N07-Pun	N21-UAsh	N08-Pus	24.77	5.25
1388684.75	-911-12-27	-911	6	R6-śiśira	276.48	N23-Dha/β Del	N24-Sha/λ Aqr	2.08	272.34	N23-Dha/ε Αqr	N24-Sha/λ Aqr	0	4	N23-Dha	N23-Dha	N24-Sha	N24-Sha	17.42	21.68
1388700.25	-910-01-11	-910	6	R6-śiśira	292.11	N23-Dha/α Αqr	N24-Sha/λ Aqr	-3.73	113.98	N10-Mag/α Leo	N10-Mag/α Leo	1	178	N23-Dha	N10-Mag	N24-Sha	N10-Mag	1.81	12.13
1388714.75	-910-01-26	-910	6	R6-śiśira	306.61	N24-Sha/λ Aqr	N24-Sha/λ Aqr	4.31	304.90	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	1	N24-Sha	N24-Sha	N24-Sha	N24-Sha	12.72	11.89
1388729.25	-910-02-09	-910	6	R6-śiśira	320.99	N25-PBha/β Peg	N27-Rev/ε Psc	-4.80	137.41	N12-UPal/β Leo	N13-Has/δ Crv	1	176	N25-PBha	N12-UPal	N27-Rev	N13-Has	9.03	11.15
1388744.75	-910-02-25	-910	1	R1-vasanta	336.22	N27-Rev/ε Psc	N27-Rev/ε Psc	4.99	337.71	N27-Rev/ε Psc	N01-Ash/γ Ari	0	1	N27-Rev	N27-Rev	N27-Rev	N01-Ash	6.31	8.05
1388759.25	-910-03-11	-910	1	R1-vasanta	350.34	N01-Ash/γ Ari	N01-Ash/γ Ari	-4.61	175.77	N16-Vis/α1 Lib	N16-Vis/α2 Lib	1	174	N01-Ash	N16-Vis	N01-Ash	N16-Vis	8.51	5.63
1388773.75	-910-03-26	-910	1	R1-vasanta	4.35	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	4.48	358.86	N01-Ash/α Ari	N02-Bha/* 41 Ari	0	5	N02-Bha	N01-Ash	N03-Kri	N02-Bha	8.37	6.03
1388788.25	-910-04-09	-910	1	R1-vasanta	18.27	N03-Kri/* 17 Tau	N04-Roh/ε Tau	-3.41	198.66	N17-Anu/δ Sco	N18-Jye/σ Sco	1	179	N03-Kri	N17-Anu	N04-Roh	N18-Jye	3.80	1.53
1388803.75	-910-04-25	-910	2	R2-grīṣma	33.07	N04-Roh/α Tau	N04-Roh/α Tau	2.32	33.28	N04-Roh/α Tau	N04-Roh/ε Tau	0	0	N04-Roh	N04-Roh	N04-Roh	N04-Roh	12.37	13.64
1388817.25	-910-05-08	-910	2	R2-grīṣma	45.93	N05-Mrg/α Ori	N06-Ard/γ Gem	-1.68	221.15	N19-Mul/ν Sco	N20-PAsh/γ Sgr	1	175	N05-Mrg	N19-Mul	N06-Ard	N20-PAsh	9.02	5.31
1388832.75	-910-05-24	-910	2	R2-grīṣma	60.67	N06-Ard/γ Gem	N07-Pun/β Gem	0.41	55.44	N06-Ard/γ Gem	N06-Ard/γ Gem	0	5	N06-Ard	N06-Ard	N07-Pun	N06-Ard	8.61	8.55
1388847.25	-910-06-07	-910	2	R2-grīṣma	74.48	N07-Pun/β Gem	N08-Pus/δ Cnc	1.43	255.89	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	178	N07-Pun	N22-Shr	N08-Pus	N21-UAsh	6.54	19.42
1388862.75	-910-06-23	-910	2	R2-grīṣma	89.29	N09-Asl/δ Hya	N08-Pus/δ Cnc	-2.81	92.49	N09-Asl/ε Hya	N09-Asl/ζ Hya	0	3	N09-Asl	N09-Asl	N08-Pus	N09-Asl	8.27	10.01
1388876.25	-910-07-06	-910	3	R3-varṣā	102.25	N10-Mag/μ Leo	N10-Mag/α Leo	3.14	277.11	N23-Dha/α Del	N24-Sha/λ Aqr	1	174	N10-Mag	N23-Dha	N10-Mag	N24-Sha	0.36	17.12
1388891.75	-910-07-22	-910	3	R3-varṣā	117.24	N11-PPal/δ Leo	N11-PPal/θ Leo	-4.29	115.86	N11-PPal/δ Leo	N11-PPal/θ Leo	0	1	N11-PPal	N11-PPal	N11-PPal	N11-PPal	9.73	13.91
1388906.25	-910-08-05	-910	3	R3-varṣā	131.38	N12-UPal/β Leo	N12-UPal/β Leo	4.81	310.04	N25-PBha/α Peg	N26-UBha/γ Peg	1	178	N12-UPal	N25-PBha	N12-UPal	N26-UBha	14.29	13.84
1388920.75	-910-08-20	-910	3	R3-varṣā	145.64	N13-Has/γ Crv	N14-Chi/α Vir	-5.01	139.38	N12-UPal/β Leo	N13-Has/δ Crv	0	6	N13-Has	N12-UPal	N14-Chi	N13-Has	10.77	9.57
1388936.25	-910-09-04	-910	4	R4-śarat	161.02	N14-Chi/α Vir	N14-Chi/α Vir	4.75	342.73	N27-Rev/ε Psc	N01-Ash/γ Ari	1	178	N14-Chi	N27-Rev	N14-Chi	N01-Ash	5.11	3.62
1388950.75	-910-09-19	-910	4	R4-śarat	175.54	N16-Vis/α1 Lib	N16-Vis/α1 Lib	-4.14	178.03	N16-Vis/α1 Lib	N16-Vis/α2 Lib	0	2	N16-Vis	N16-Vis	N16-Vis	N16-Vis	2.13	4.90
1388966.25	-910-10-04	-910	4	R4-śarat	191.18	N16-Vis/α2 Lib	N17-Anu/δ Sco	2.97	15.81	N03-Kri/* 17 Tau	N03-Kri/* 27 Tau	1	175	N16-Vis	N03-Kri	N17-Anu	N03-Kri	4.06	3.13
1388979.75	-910-10-18	-910	4	R4-śarat	204.89	N17-Anu/ω1 Sco	N18-Jye/α Sco	-2.59	201.01	N17-Anu/δ Sco	N18-Jye/σ Sco	0	3	N17-Anu	N17-Anu	N18-Jye	N18-Jye	4.94	1.30
1388995.25	-910-11-02	-910	5	R5-hemanta	220.69	N19-Mul/ν Sco	N20-PAsh/γ Sgr	1.22	37.03	N05-Mrg/γ Ori	N05-Mrg/λ Ori	1	176	N19-Mul	N05-Mrg	N20-PAsh	N05-Mrg	7.02	15.08
1389009.75	-910-11-17	-910	5	R5-hemanta	235.50	N20-PAsh/λ Sgr	N21-UAsh/σ Sgr	0.64	237.47	N20-PAsh/λ Sgr	N21-UAsh/σ Sgr	0	1	N20-PAsh	N20-PAsh	N21-UAsh	N21-UAsh	3.03	4.50
1389025.25	-910-12-02	-910	5	R5-hemanta	251.33	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	-1.90	71.87	N07-Pun/β Gem	N08-Pus/δ Cnc	1	179	N21-UAsh	N07-Pun	N21-UAsh	N08-Pus	14.63	9.33
1389038.75	-910-12-16	-910	5	R5-hemanta	265.08	N22-Shr/β Aql	N23-Dha/ε Αqr	2.52	259.36	N22-Shr/α Aql	N21-UAsh/τ Sgr	0	5	N22-Shr	N22-Shr	N23-Dha	N21-UAsh	27.57	23.05
1389054.25	-910-12-31	-910	6	R6-śiśira	280.78	N23-Dha/γ2 Del	N24-Sha/λ Aqr	-3.59	94.12	N09-Asl/ζ Hya	N10-Mag/α Leo	1	173	N23-Dha	N09-Asl	N24-Sha	N10-Mag	13.12	9.22
1389068.75	-909-01-15	-909	6	R6-śiśira	295.37	N23-Dha/α Αqr	N24-Sha/λ Aqr	4.57	293.54	N23-Dha/α Αqr	N24-Sha/λ Aqr	0	1	N23-Dha	N23-Dha	N24-Sha	N24-Sha	1.50	4.82
1389084.25	-909-01-30	-909	6	R6-śiśira	310.84	N25-PBha/α Peg	N26-UBha/γ Peg	-5.01	131.78	N12-UPal/β Leo	N13-Has/γ Crv	1	179	N25-PBha	N12-UPal	N26-UBha	N13-Has	16.51	14.83
1389098.75	-909-02-14	-909	6	R6-śiśira	325.19	N26-UBha/γ Peg	N27-Rev/ε Psc	4.92	326.67	N26-UBha/γ Peg	N27-Rev/ε Psc	0	1	N26-UBha	N26-UBha	N27-Rev	N27-Rev	4.87	5.18
1389113.25	-909-02-28	-909	1	R1-vasanta	339.40	N27-Rev/ε Psc	N01-Ash/γ Ari	-4.71	155.24	N13-Has/δ Crv	N14-Chi/α Vir	1	175	N27-Rev	N13-Has	N01-Ash	N14-Chi	9.33	3.04
1389128.75	-909-03-16	-909	1	R1-vasanta	354.47	N01-Ash/β Ari	N01-Ash/α Ari	3.50	359.29	N01-Ash/α Ari	N02-Bha/* 41 Ari	0	4	N01-Ash	N01-Ash	N01-Ash	N02-Bha	10.87	6.88
1389143.25	-909-03-30	-909	1	R1-vasanta	8.45	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	-2.41	193.99	N17-Anu/δ Sco	N17-Anu/δ Sco	1	174	N02-Bha	N17-Anu	N03-Kri	N17-Anu	5.10	1.29
1389157.75	-909-04-14	-909	1	R1-vasanta	22.34	N03-Kri/* 27 Tau	N04-Roh/ε Tau	1.89	20.06	N03-Kri/* 27 Tau	N04-Roh/ε Tau	0	2	N03-Kri	N03-Kri	N04-Roh	N04-Roh	3.37	4.87
1389172.25	-909-04-28	-909	2	R2-grīṣma	36.18	N05-Mrg/γ Ori	N05-Mrg/λ Ori	-0.36	217.22	N19-Mul/ζ2 Sco	N20-PAsh/γ Sgr	1	178	N05-Mrg	N19-Mul	N05-Mrg	N20-PAsh	13.83	8.83
1389187.75	-909-05-14	-909	2	R2-grīṣma	50.93	N05-Mrg/α Ori	N06-Ard/γ Gem	-1.12	53.40	N05-Mrg/α Ori	N06-Ard/γ Gem	0	2	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	7.17	6.34
1389201.25	-909-05-27	-909	2	R2-grīṣma	63.77	N06-Ard/γ Gem	N07-Pun/β Gem	1.70	240.18	N21-UAsh/φ Sgr	N21-UAsh/τ Sgr	1	176	N06-Ard	N21-UAsh	N07-Pun	N21-UAsh	6.99	6.74
1389216.75	-909-06-12	-909	2	R2-grīṣma	78.54	N07-Pun/β Gem	N08-Pus/δ Cnc	-2.89	75.05	N07-Pun/β Gem	N08-Pus/δ Cnc	0	3	N07-Pun	N07-Pun	N08-Pus	N08-Pus	2.48	6.59
1389231.25	-909-06-26	-909	3	R3-varṣā	92.41	N09-Asl/ε Hya	N10-Mag/η Leo	4.20	276.24	N23-Dha/β Del	N24-Sha/λ Aqr	1	176	N09-Asl	N23-Dha	N10-Mag	N24-Sha	9.06	18.19
1389246.75	-909-07-12	-909	3	R3-varṣā	107.32	N10-Mag/ζ Leo	N10-Mag/α Leo	-4.77	111.07	N10-Mag/α Leo	N10-Mag/α Leo	0	3	N10-Mag	N10-Mag	N10-Mag	N10-Mag	4.82	9.92
1389260.25	-909-07-25	-909	3	R3-varṣā	120.41	N11-PPal/δ Leo	N11-PPal/θ Leo	4.91	298.03	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	177	N11-PPal	N24-Sha	N11-PPal	N24-Sha	10.69	6.60
1389275.75	-909-08-10	-909	3	R3-varṣā	135.55	N12-UPal/β Leo	N13-Has/δ Crv	-4.97	134.10	N12-UPal/β Leo	N13-Has/γ Crv	0	1	N12-UPal	N12-UPal	N13-Has	N13-Has	15.85	13.16
1389290.25	-909-08-24	-909	3	R3-varṣā	149.85	N13-Has/γ Crv	N14-Chi/α Vir	4.50	331.69	N26-UBha/α And	N27-Rev/ε Psc	1	178	N13-Has	N26-UBha	N14-Chi	N27-Rev	6.66	3.97
1389304.75	-909-09-08	-909	4	R4-śarat	164.27	N15-Swa/α Boo	N14-Chi/α Vir	-4.29	157.25	N13-Has/β Crv	N14-Chi/α Vir	0	7	N15-Swa	N13-Has	N14-Chi	N14-Chi	8.23	2.64
1389320.25	-909-09-23	-909	4	R4-śarat	179.82	N16-Vis/α1 Lib	N16-Vis/α2 Lib	2.47	4.35	N02-Bha/* 35 Ari	N03-Kri/* 17 Tau	1	175	N16-Vis	N02-Bha	N16-Vis	N03-Kri	2.40	7.56
1389334.75	-909-10-08	-909	4	R4-śarat	194.48	N17-Anu/δ Sco	N17-Anu/δ Sco	-1.53	195.69	N17-Anu/δ Sco	N17-Anu/δ Sco	0	1	N17-Anu	N17-Anu	N17-Anu	N17-Anu	1.61	0.75
1389349.25	-909-10-22	-909	4	R4-śarat	209.22	N18-Jye/α Sco	N18-Jye/α Sco	0.67	24.91	N04-Roh/γ Tau	N04-Roh/ε Tau	1	175	N18-Jye	N04-Roh	N18-Jye	N04-Roh	8.18	5.55
1389363.75	-909-11-06	-909	5	R5-hemanta	224.02	N19-Mul/ν Sco	N20-PAsh/λ Sgr	0.62	218.79	N19-Mul/ζ2 Sco	N20-PAsh/γ Sgr	0	5	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	4.98	8.53
1389379.25	-909-11-21	-909	5	R5-hemanta	239.85	N21-UAsh/φ Sgr	N21-UAsh/τ Sgr	-2.27	57.62	N06-Ard/γ Gem	N06-Ard/γ Gem	1	177	N21-UAsh	N06-Ard	N21-UAsh	N06-Ard	5.07	7.86
1389393.75	-909-12-06	-909	5	R5-hemanta	254.65	N22-Shr/α Aql	N21-UAsh/τ Sgr	3.65	256.37	N22-Shr/α Aql	N21-UAsh/τ Sgr	0	1	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	17.82	20.63
1389409.25	-909-12-21	-909	6	R6-śiśira	270.41	N23-Dha/ε Αqr	N24-Sha/λ Aqr	-4.43	91.53	N09-Asl/σ Hya	N09-Asl/ζ Hya	1	178	N23-Dha	N09-Asl	N24-Sha	N09-Asl	23.48	8.14
1389422.75	-908-01-04	-908	6	R6-śiśira	284.07	N23-Dha/β Αqr	N24-Sha/λ Aqr	4.70	278.92	N23-Dha/γ2 Del	N24-Sha/λ Aqr	0	5	N23-Dha	N23-Dha	N24-Sha	N24-Sha	9.83	15.75
1389438.25	-908-01-19	-908	6	R6-śiśira	299.64	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-4.97	113.43	N10-Mag/α Leo	N10-Mag/α Leo	1	173	N24-Sha	N10-Mag	N24-Sha	N10-Mag	5.75	12.09
1389452.75	-908-02-03	-908	6	R6-śiśira	314.08	N25-PBha/α Peg	N26-UBha/γ Peg	4.75	314.38	N25-PBha/α Peg	N26-UBha/γ Peg	0	0	N25-PBha	N25-PBha	N26-UBha	N26-UBha	14.64	10.62
1389468.25	-908-02-18	-908	6	R6-śiśira	329.37	N26-UBha/γ Peg	N27-Rev/ε Psc	-4.14	150.05	N13-Has/γ Crv	N14-Chi/α Vir	1	179	N26-UBha	N13-Has	N27-Rev	N14-Chi	1.10	6.61
1389482.75	-908-03-04	-908	1	R1-vasanta	343.55	N27-Rev/ε Psc	N01-Ash/γ Ari	3.01	348.18	N01-Ash/γ Ari	N01-Ash/γ Ari	0	4	N27-Rev	N01-Ash	N01-Ash	N01-Ash	7.32	4.82
1389497.25	-908-03-18	-908	1	R1-vasanta	357.62	N01-Ash/α Ari	N02-Bha/* 41 Ari	-2.62	173.13	N15-Swa/α Boo	N16-Vis/α2 Lib	1	175	N01-Ash	N15-Swa	N02-Bha	N16-Vis	10.67	5.54
1389511.75	-908-04-02	-908	1	R1-vasanta	11.58	N02-Bha/* 39 Ari	N03-Kri/* 23 Tau	1.30	9.01	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	0	2	N02-Bha	N02-Bha	N03-Kri	N03-Kri	3.65	3.77
1389527.25	-908-04-17	-908	1	R1-vasanta	26.41	N04-Roh/δ Tau	N04-Roh/ε Tau	0.81	211.64	N18-Jye/α Sco	N18-Jye/α Sco	1	174	N04-Roh	N18-Jye	N04-Roh	N18-Jye	6.43	10.69
1389541.75	-908-05-02	-908	2	R2-grīṣma	40.23	N05-Mrg/γ Ori	N06-Ard/γ Gem	-1.68	41.45	N05-Mrg/γ Ori	N06-Ard/γ Gem	0	1	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	13.27	11.36
1389556.25	-908-05-16	-908	2	R2-grīṣma	54.03	N06-Ard/γ Gem	N06-Ard/γ Gem	2.81	235.17	N20-PAsh/ε Sgr	N21-UAsh/σ Sgr	1	178	N06-Ard	N20-PAsh	N06-Ard	N21-UAsh	7.60	5.76
