jd	date	yr	season	rtu	sun_lon	sun_naks	sun_naks_by_angle	moon_lat	moon_lon	moon_naks	moon_naks_by_angle	moon_phase	moon_sun_diff	sun_न	moon_न	sun_न_by_angle	moon_न_by_angle	sun_naks_angle	moon_naks_angle
1196603.25	-1436-02-01	-1436	6	R6-śiśira	312.53	N25-PBha/β Peg	N26-UBha/γ Peg	2.50	129.17	N12-UPal/β Leo	N12-UPal/β Leo	1	176	N25-PBha	N12-UPal	N26-UBha	N12-UPal	15.48	11.06
1196618.75	-1436-02-17	-1436	6	R6-śiśira	327.76	N26-UBha/α And	N27-Rev/ε Psc	-0.31	333.81	N27-Rev/ε Psc	N27-Rev/ε Psc	0	6	N26-UBha	N27-Rev	N27-Rev	N27-Rev	2.40	4.03
1196633.25	-1436-03-02	-1436	1	R1-vasanta	341.87	N01-Ash/γ Ari	N01-Ash/γ Ari	-0.40	161.60	N15-Swa/α Boo	N14-Chi/α Vir	1	179	N01-Ash	N15-Swa	N01-Ash	N14-Chi	7.94	5.53
1196647.75	-1436-03-17	-1436	1	R1-vasanta	355.87	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	1.81	357.10	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	0	1	N02-Bha	N02-Bha	N02-Bha	N02-Bha	11.28	9.13
1196663.25	-1436-04-01	-1436	1	R1-vasanta	10.74	N03-Kri/* 17 Tau	N03-Kri/* 23 Tau	-3.18	194.59	N17-Anu/δ Sco	N17-Anu/δ Sco	1	176	N03-Kri	N17-Anu	N03-Kri	N17-Anu	3.86	1.68
1196676.75	-1436-04-15	-1436	1	R1-vasanta	23.63	N04-Roh/α Tau	N04-Roh/ε Tau	3.56	20.32	N04-Roh/θ2 Tau	N04-Roh/ε Tau	0	3	N04-Roh	N04-Roh	N04-Roh	N04-Roh	4.16	6.51
1196692.25	-1436-04-30	-1436	2	R2-grīṣma	38.38	N05-Mrg/λ Ori	N05-Mrg/λ Ori	-4.40	216.07	N19-Mul/ν Sco	N20-PAsh/γ Sgr	1	177	N05-Mrg	N19-Mul	N05-Mrg	N20-PAsh	14.02	7.89
1196706.75	-1436-05-15	-1436	2	R2-grīṣma	52.16	N06-Ard/γ Gem	N06-Ard/γ Gem	4.95	57.14	N06-Ard/γ Gem	N07-Pun/α Gem	0	4	N06-Ard	N06-Ard	N06-Ard	N07-Pun	7.19	7.42
1196722.25	-1436-05-30	-1436	2	R2-grīṣma	66.92	N07-Pun/β Gem	N07-Pun/β Gem	-4.92	251.59	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	175	N07-Pun	N22-Shr	N07-Pun	N21-UAsh	6.55	14.18
1196735.75	-1436-06-13	-1436	2	R2-grīṣma	79.82	N08-Pus/δ Cnc	N08-Pus/δ Cnc	4.76	79.26	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	0	N08-Pus	N08-Pus	N08-Pus	N08-Pus	1.20	5.15
1196751.25	-1436-06-28	-1436	3	R3-varṣā	94.70	N10-Mag/μ Leo	N10-Mag/η Leo	-4.21	274.43	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	179	N10-Mag	N23-Dha	N10-Mag	N24-Sha	7.18	19.85
1196765.75	-1436-07-13	-1436	3	R3-varṣā	108.73	N11-PPal/δ Leo	N10-Mag/α Leo	3.04	113.29	N11-PPal/δ Leo	N11-PPal/θ Leo	0	4	N11-PPal	N11-PPal	N10-Mag	N11-PPal	6.22	7.00
1196780.25	-1436-07-27	-1436	3	R3-varṣā	122.87	N12-UPal/* 93 Leo	N11-PPal/θ Leo	-2.75	297.41	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	174	N12-UPal	N24-Sha	N11-PPal	N24-Sha	11.96	4.32
1196794.75	-1436-08-11	-1436	3	R3-varṣā	137.13	N13-Has/γ Crv	N13-Has/δ Crv	1.33	134.15	N13-Has/γ Crv	N12-UPal/β Leo	0	2	N13-Has	N13-Has	N13-Has	N12-UPal	14.86	14.78
1196810.25	-1436-08-26	-1436	4	R4-śarat	152.52	N13-Has/β Crv	N14-Chi/α Vir	0.64	335.65	N27-Rev/ε Psc	N27-Rev/ε Psc	1	176	N13-Has	N27-Rev	N14-Chi	N27-Rev	4.16	5.69
1196824.75	-1436-09-10	-1436	4	R4-śarat	167.05	N16-Vis/α1 Lib	N16-Vis/α1 Lib	-1.65	166.58	N15-Swa/α Boo	N14-Chi/α Vir	0	0	N16-Vis	N15-Swa	N16-Vis	N14-Chi	10.50	10.33
1196839.25	-1436-09-24	-1436	4	R4-śarat	181.68	N16-Vis/α2 Lib	N16-Vis/α2 Lib	2.68	358.88	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	1	177	N16-Vis	N02-Bha	N16-Vis	N02-Bha	4.21	7.76
1196854.75	-1436-10-10	-1436	4	R4-śarat	197.43	N17-Anu/ω1 Sco	N17-Anu/ω1 Sco	-4.04	199.21	N18-Jye/σ Sco	N18-Jye/σ Sco	0	1	N17-Anu	N18-Jye	N17-Anu	N18-Jye	1.54	1.07
1196869.25	-1436-10-24	-1436	5	R5-hemanta	212.22	N19-Mul/ζ2 Sco	N18-Jye/α Sco	4.78	36.95	N05-Mrg/λ Ori	N04-Roh/ε Tau	1	175	N19-Mul	N05-Mrg	N18-Jye	N04-Roh	10.87	17.99
1196884.75	-1436-11-09	-1436	5	R5-hemanta	228.06	N20-PAsh/ε Sgr	N20-PAsh/λ Sgr	-4.98	232.85	N21-UAsh/φ Sgr	N21-UAsh/φ Sgr	0	4	N20-PAsh	N21-UAsh	N20-PAsh	N21-UAsh	1.64	1.54
1196898.25	-1436-11-22	-1436	5	R5-hemanta	241.85	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	4.96	59.68	N07-Pun/α Gem	N07-Pun/α Gem	1	177	N21-UAsh	N07-Pun	N21-UAsh	N07-Pun	6.30	5.78
1196913.75	-1436-12-08	-1436	5	R5-hemanta	257.64	N22-Shr/β Aql	N21-UAsh/τ Sgr	-4.61	254.57	N22-Shr/β Aql	N21-UAsh/τ Sgr	0	3	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	20.73	17.15
1196928.25	-1436-12-22	-1436	6	R6-śiśira	272.33	N23-Dha/γ2 Del	N24-Sha/λ Aqr	3.58	95.55	N10-Mag/μ Leo	N10-Mag/η Leo	1	176	N23-Dha	N10-Mag	N24-Sha	N10-Mag	21.57	4.78
1196943.75	-1435-01-07	-1435	6	R6-śiśira	287.93	N23-Dha/α Αqr	N24-Sha/λ Aqr	-2.52	290.47	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	2	N23-Dha	N24-Sha	N24-Sha	N24-Sha	5.97	4.11
1196957.25	-1435-01-20	-1435	6	R6-śiśira	301.40	N25-PBha/α Peg	N24-Sha/λ Aqr	1.98	117.13	N11-PPal/θ Leo	N11-PPal/θ Leo	1	175	N25-PBha	N11-PPal	N24-Sha	N11-PPal	7.51	7.76
1196972.75	-1435-02-05	-1435	6	R6-śiśira	316.73	N25-PBha/β Peg	N27-Rev/ε Psc	-0.54	313.18	N25-PBha/β Peg	N26-UBha/γ Peg	0	3	N25-PBha	N25-PBha	N27-Rev	N26-UBha	13.28	15.57
1196987.25	-1435-02-19	-1435	1	R1-vasanta	330.94	N27-Rev/ε Psc	N27-Rev/ε Psc	-1.03	150.51	N13-Has/β Crv	N14-Chi/α Vir	1	179	N27-Rev	N13-Has	N27-Rev	N14-Chi	1.33	5.80
1197002.75	-1435-03-07	-1435	1	R1-vasanta	345.99	N01-Ash/γ Ari	N01-Ash/γ Ari	2.83	351.34	N01-Ash/α Ari	N01-Ash/γ Ari	0	5	N01-Ash	N01-Ash	N01-Ash	N01-Ash	7.06	7.15
1197017.25	-1435-03-21	-1435	1	R1-vasanta	359.97	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	-3.64	183.11	N16-Vis/α2 Lib	N16-Vis/α2 Lib	1	176	N02-Bha	N16-Vis	N02-Bha	N16-Vis	10.27	7.09
1197031.75	-1435-04-05	-1435	1	R1-vasanta	13.86	N03-Kri/* 27 Tau	N03-Kri/* 27 Tau	4.32	14.94	N03-Kri/* 27 Tau	N03-Kri/* 27 Tau	0	1	N03-Kri	N03-Kri	N03-Kri	N03-Kri	3.75	2.33
1197046.25	-1435-04-19	-1435	1	R1-vasanta	27.68	N04-Roh/α Tau	N04-Roh/ε Tau	-4.66	203.86	N18-Jye/α Sco	N18-Jye/α Sco	1	176	N04-Roh	N18-Jye	N04-Roh	N18-Jye	7.58	1.79
1197060.75	-1435-05-04	-1435	2	R2-grīṣma	41.47	N05-Mrg/α Ori	N06-Ard/γ Gem	4.99	38.62	N05-Mrg/λ Ori	N06-Ard/γ Gem	0	2	N05-Mrg	N05-Mrg	N06-Ard	N06-Ard	12.25	17.64
1197076.25	-1435-05-19	-1435	2	R2-grīṣma	56.21	N06-Ard/γ Gem	N06-Ard/γ Gem	-4.85	237.01	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	1	179	N06-Ard	N21-UAsh	N06-Ard	N21-UAsh	8.59	0.56
1197089.75	-1435-06-02	-1435	2	R2-grīṣma	69.07	N07-Pun/β Gem	N07-Pun/β Gem	4.75	62.16	N07-Pun/α Gem	N07-Pun/β Gem	0	6	N07-Pun	N07-Pun	N07-Pun	N07-Pun	7.08	4.49
1197105.25	-1435-06-17	-1435	2	R2-grīṣma	83.90	N09-Asl/σ Hya	N08-Pus/δ Cnc	-4.05	258.42	N22-Shr/β Aql	N21-UAsh/τ Sgr	1	174	N09-Asl	N22-Shr	N08-Pus	N21-UAsh	2.88	20.99
1197119.75	-1435-07-02	-1435	3	R3-varṣā	97.84	N10-Mag/ζ Leo	N10-Mag/α Leo	2.70	99.11	N10-Mag/ζ Leo	N10-Mag/η Leo	0	1	N10-Mag	N10-Mag	N10-Mag	N10-Mag	4.67	2.20
1197135.25	-1435-07-17	-1435	3	R3-varṣā	112.87	N11-PPal/δ Leo	N11-PPal/θ Leo	-1.52	293.47	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	N11-PPal	N24-Sha	10.02	1.35
1197148.75	-1435-07-31	-1435	3	R3-varṣā	126.06	N12-UPal/β Leo	N12-UPal/β Leo	0.84	121.15	N12-UPal/* 93 Leo	N11-PPal/θ Leo	0	4	N12-UPal	N12-UPal	N12-UPal	N11-PPal	12.59	10.31
1197164.25	-1435-08-15	-1435	3	R3-varṣā	141.34	N13-Has/γ Crv	N13-Has/δ Crv	0.49	315.80	N25-PBha/β Peg	N26-UBha/γ Peg	1	174	N13-Has	N25-PBha	N13-Has	N26-UBha	12.80	13.39
1197178.75	-1435-08-30	-1435	4	R4-śarat	155.77	N14-Chi/α Vir	N14-Chi/α Vir	-2.20	155.18	N14-Chi/α Vir	N14-Chi/α Vir	0	0	N14-Chi	N14-Chi	N14-Chi	N14-Chi	1.90	1.13
1197194.25	-1435-09-14	-1435	4	R4-śarat	171.33	N16-Vis/α1 Lib	N16-Vis/α1 Lib	3.56	353.26	N01-Ash/α Ari	N01-Ash/α Ari	1	178	N16-Vis	N01-Ash	N16-Vis	N01-Ash	6.24	7.14
1197208.75	-1435-09-29	-1435	4	R4-śarat	186.00	N16-Vis/α2 Lib	N16-Vis/α2 Lib	-4.39	188.13	N17-Anu/δ Sco	N17-Anu/π Sco	0	2	N16-Vis	N17-Anu	N16-Vis	N17-Anu	8.49	7.21
1197223.25	-1435-10-13	-1435	4	R4-śarat	200.75	N18-Jye/σ Sco	N18-Jye/σ Sco	4.73	16.49	N04-Roh/γ Tau	N03-Kri/* 27 Tau	1	175	N18-Jye	N04-Roh	N18-Jye	N03-Kri	3.64	3.92
1197238.75	-1435-10-29	-1435	5	R5-hemanta	216.57	N19-Mul/ν Sco	N20-PAsh/γ Sgr	-4.99	220.76	N19-Mul/ι1 Sco	N20-PAsh/γ Sgr	0	4	N19-Mul	N19-Mul	N20-PAsh	N20-PAsh	9.55	3.26
1197253.25	-1435-11-12	-1435	5	R5-hemanta	231.39	N21-UAsh/φ Sgr	N20-PAsh/λ Sgr	4.70	55.12	N06-Ard/γ Gem	N07-Pun/α Gem	1	176	N21-UAsh	N06-Ard	N20-PAsh	N07-Pun	3.00	9.17
1197267.75	-1435-11-27	-1435	5	R5-hemanta	246.20	N22-Shr/α Aql	N21-UAsh/τ Sgr	-4.43	241.57	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	0	4	N22-Shr	N21-UAsh	N21-UAsh	N21-UAsh	9.87	4.19
1197282.25	-1435-12-11	-1435	5	R5-hemanta	260.95	N23-Dha/ε Αqr	N21-UAsh/τ Sgr	3.51	78.19	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1	177	N23-Dha	N08-Pus	N21-UAsh	N08-Pus	23.97	4.57
1197297.75	-1435-12-27	-1435	6	R6-śiśira	276.63	N23-Dha/β Αqr	N24-Sha/λ Aqr	-2.27	274.87	N23-Dha/β Αqr	N24-Sha/λ Aqr	0	1	N23-Dha	N23-Dha	N24-Sha	N24-Sha	17.27	19.13
1197312.25	-1434-01-10	-1434	6	R6-śiśira	291.19	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0.49	115.08	N11-PPal/θ Leo	N11-PPal/θ Leo	1	176	N24-Sha	N11-PPal	N24-Sha	N11-PPal	2.72	9.14
1197327.75	-1434-01-26	-1434	6	R6-śiśira	306.61	N25-PBha/α Peg	N24-Sha/λ Aqr	0.81	309.43	N25-PBha/β Peg	N24-Sha/λ Aqr	0	2	N25-PBha	N25-PBha	N24-Sha	N24-Sha	12.72	15.57
1197341.25	-1434-02-08	-1434	6	R6-śiśira	319.93	N26-UBha/γ Peg	N27-Rev/ε Psc	-1.49	137.14	N13-Has/γ Crv	N13-Has/δ Crv	1	177	N26-UBha	N13-Has	N27-Rev	N13-Has	10.08	13.69
1197356.75	-1434-02-24	-1434	1	R1-vasanta	335.09	N27-Rev/ε Psc	N27-Rev/ε Psc	2.70	331.69	N27-Rev/ε Psc	N27-Rev/ε Psc	0	3	N27-Rev	N27-Rev	N27-Rev	N27-Rev	5.20	2.47
1197371.25	-1434-03-10	-1434	1	R1-vasanta	349.14	N01-Ash/α Ari	N01-Ash/γ Ari	-4.01	171.59	N16-Vis/α1 Lib	N16-Vis/α2 Lib	1	177	N01-Ash	N16-Vis	N01-Ash	N16-Vis	7.90	7.60
1197386.75	-1434-03-26	-1434	1	R1-vasanta	4.05	N02-Bha/* 39 Ari	N03-Kri/* 17 Tau	4.78	9.19	N03-Kri/* 17 Tau	N03-Kri/* 17 Tau	0	5	N02-Bha	N03-Kri	N03-Kri	N03-Kri	8.64	2.75
1197400.25	-1434-04-08	-1434	1	R1-vasanta	16.97	N04-Roh/γ Tau	N04-Roh/ε Tau	-4.84	192.80	N17-Anu/δ Sco	N17-Anu/π Sco	1	175	N04-Roh	N17-Anu	N04-Roh	N17-Anu	4.74	2.53
1197415.75	-1434-04-24	-1434	2	R2-grīṣma	31.74	N05-Mrg/γ Ori	N04-Roh/α Tau	4.99	32.83	N05-Mrg/γ Ori	N04-Roh/ε Tau	0	1	N05-Mrg	N05-Mrg	N04-Roh	N04-Roh	11.20	14.50
1197430.25	-1434-05-08	-1434	2	R2-grīṣma	45.52	N05-Mrg/α Ori	N06-Ard/γ Gem	-4.70	225.71	N20-PAsh/δ Sgr	N20-PAsh/δ Sgr	1	179	N05-Mrg	N20-PAsh	N06-Ard	N20-PAsh	9.27	1.75
1197444.75	-1434-05-23	-1434	2	R2-grīṣma	59.31	N07-Pun/α Gem	N07-Pun/β Gem	4.28	56.58	N06-Ard/γ Gem	N07-Pun/α Gem	0	2	N07-Pun	N06-Ard	N07-Pun	N07-Pun	9.55	8.30
1197460.25	-1434-06-07	-1434	2	R2-grīṣma	74.09	N08-Pus/δ Cnc	N08-Pus/δ Cnc	-2.87	258.37	N22-Shr/β Aql	N21-UAsh/τ Sgr	1	175	N08-Pus	N22-Shr	N08-Pus	N21-UAsh	6.92	21.01
1197473.75	-1434-06-21	-1434	2	R2-grīṣma	87.02	N09-Asl/ζ Hya	N08-Pus/δ Cnc	2.76	80.20	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	6	N09-Asl	N08-Pus	N08-Pus	N08-Pus	6.01	2.95
1197489.25	-1434-07-06	-1434	3	R3-varṣā	101.96	N10-Mag/γ Leo	N10-Mag/α Leo	-1.12	279.27	N23-Dha/β Αqr	N24-Sha/λ Aqr	1	177	N10-Mag	N23-Dha	N10-Mag	N24-Sha	0.60	14.65
1197503.75	-1434-07-21	-1434	3	R3-varṣā	116.04	N11-PPal/θ Leo	N11-PPal/θ Leo	-0.57	117.99	N11-PPal/θ Leo	N11-PPal/θ Leo	0	1	N11-PPal	N11-PPal	N11-PPal	N11-PPal	9.62	10.44
1197519.25	-1434-08-05	-1434	3	R3-varṣā	131.23	N12-UPal/β Leo	N12-UPal/β Leo	1.92	313.12	N25-PBha/β Peg	N26-UBha/γ Peg	1	178	N12-UPal	N25-PBha	N12-UPal	N26-UBha	14.22	13.59
1197532.75	-1434-08-19	-1434	3	R3-varṣā	144.57	N13-Has/ε Crv	N14-Chi/α Vir	-2.52	140.52	N13-Has/γ Crv	N13-Has/δ Crv	0	4	N13-Has	N13-Has	N14-Chi	N13-Has	11.82	10.89
1197548.25	-1434-09-03	-1434	4	R4-śarat	160.03	N15-Swa/α Boo	N14-Chi/α Vir	3.55	334.96	N27-Rev/ε Psc	N27-Rev/ε Psc	1	174	N15-Swa	N27-Rev	N14-Chi	N27-Rev	4.21	5.63
1197562.75	-1434-09-18	-1434	4	R4-śarat	174.62	N16-Vis/α1 Lib	N16-Vis/α1 Lib	-4.59	175.82	N16-Vis/α1 Lib	N16-Vis/α2 Lib	0	1	N16-Vis	N16-Vis	N16-Vis	N16-Vis	3.00	5.60
1197578.25	-1434-10-03	-1434	4	R4-śarat	190.32	N17-Anu/δ Sco	N17-Anu/δ Sco	4.97	11.48	N03-Kri/* 17 Tau	N03-Kri/* 19 Tau	1	178	N17-Anu	N03-Kri	N17-Anu	N03-Kri	4.87	0.92
1197592.75	-1434-10-18	-1434	4	R4-śarat	205.09	N18-Jye/α Sco	N18-Jye/α Sco	-4.87	209.66	N19-Mul/ζ2 Sco	N18-Jye/ε Sco	0	4	N18-Jye	N19-Mul	N18-Jye	N18-Jye	5.06	6.08
1197607.25	-1434-11-01	-1434	5	R5-hemanta	219.90	N19-Mul/ι1 Sco	N20-PAsh/γ Sgr	4.77	34.42	N05-Mrg/γ Ori	N04-Roh/ε Tau	1	174	N19-Mul	N05-Mrg	N20-PAsh	N04-Roh	7.40	15.74
1197621.75	-1434-11-16	-1434	5	R5-hemanta	234.72	N21-UAsh/σ Sgr	N21-UAsh/σ Sgr	-4.10	230.56	N20-PAsh/λ Sgr	N21-UAsh/φ Sgr	0	4	N21-UAsh	N20-PAsh	N21-UAsh	N21-UAsh	2.93	2.01
1197637.25	-1434-12-01	-1434	5	R5-hemanta	250.53	N22-Shr/α Aql	N21-UAsh/τ Sgr	2.61	72.77	N07-Pun/β Gem	N07-Pun/β Gem	1	177	N22-Shr	N07-Pun	N21-UAsh	N07-Pun	13.88	7.53
1197651.75	-1434-12-16	-1434	5	R5-hemanta	265.27	N23-Dha/ε Αqr	N23-Dha/ε Αqr	-1.75	263.05	N23-Dha/ε Αqr	N21-UAsh/τ Sgr	0	2	N23-Dha	N23-Dha	N23-Dha	N21-UAsh	27.58	25.78
1197666.25	-1434-12-30	-1434	6	R6-śiśira	279.91	N23-Dha/β Αqr	N24-Sha/λ Aqr	0.56	95.95	N10-Mag/μ Leo	N10-Mag/η Leo	1	176	N23-Dha	N10-Mag	N24-Sha	N10-Mag	13.99	5.88
1197681.75	-1433-01-15	-1433	6	R6-śiśira	295.44	N24-Sha/λ Aqr	N24-Sha/λ Aqr	1.24	295.63	N24-Sha/λ Aqr	N24-Sha/λ Aqr	0	0	N24-Sha	N24-Sha	N24-Sha	N24-Sha	1.56	2.27
1197696.25	-1433-01-29	-1433	6	R6-śiśira	309.84	N25-PBha/β Peg	N24-Sha/λ Aqr	-2.77	133.81	N12-UPal/β Leo	N13-Has/γ Crv	1	176	N25-PBha	N12-UPal	N24-Sha	N13-Has	15.94	15.01
1197711.75	-1433-02-14	-1433	6	R6-śiśira	325.09	N26-UBha/α And	N27-Rev/ε Psc	3.81	329.25	N27-Rev/ε Psc	N27-Rev/ε Psc	0	4	N26-UBha	N27-Rev	N27-Rev	N27-Rev	4.97	2.98
1197725.25	-1433-02-27	-1433	1	R1-vasanta	338.25	N01-Ash/γ Ari	N27-Rev/ε Psc	-4.20	156.54	N15-Swa/α Boo	N14-Chi/α Vir	1	178	N01-Ash	N15-Swa	N27-Rev	N14-Chi	8.33	2.38
1197740.75	-1433-03-15	-1433	1	R1-vasanta	353.25	N01-Ash/α Ari	N01-Ash/α Ari	4.75	351.15	N01-Ash/α Ari	N01-Ash/α Ari	0	2	N01-Ash	N01-Ash	N01-Ash	N01-Ash	10.42	5.28
1197755.25	-1433-03-29	-1433	1	R1-vasanta	7.18	N03-Kri/* 17 Tau	N03-Kri/* 17 Tau	-4.96	192.36	N17-Anu/δ Sco	N17-Anu/π Sco	1	174	N03-Kri	N17-Anu	N03-Kri	N17-Anu	6.01	2.96
1197770.75	-1433-04-14	-1433	1	R1-vasanta	21.98	N04-Roh/α Tau	N04-Roh/ε Tau	4.67	27.65	N04-Roh/α Tau	N04-Roh/ε Tau	0	5	N04-Roh	N04-Roh	N04-Roh	N04-Roh	3.21	10.31
1197784.25	-1433-04-27	-1433	2	R2-grīṣma	34.83	N05-Mrg/λ Ori	N05-Mrg/λ Ori	-4.43	214.02	N19-Mul/ν Sco	N18-Jye/ε Sco	1	179	N05-Mrg	N19-Mul	N05-Mrg	N18-Jye	13.88	8.48
1197799.75	-1433-05-13	-1433	2	R2-grīṣma	49.57	N06-Ard/γ Gem	N06-Ard/γ Gem	3.54	50.91	N06-Ard/γ Gem	N06-Ard/γ Gem	0	1	N06-Ard	N06-Ard	N06-Ard	N06-Ard	7.39	10.71
1197814.25	-1433-05-27	-1433	2	R2-grīṣma	63.37	N07-Pun/α Gem	N07-Pun/β Gem	-2.33	247.35	N22-Shr/α Aql	N21-UAsh/τ Sgr	1	176	N07-Pun	N22-Shr	N07-Pun	N21-UAsh	7.15	10.18
1197828.75	-1433-06-11	-1433	2	R2-grīṣma	77.21	N08-Pus/δ Cnc	N08-Pus/δ Cnc	1.75	74.31	N08-Pus/δ Cnc	N08-Pus/δ Cnc	0	2	N08-Pus	N08-Pus	N08-Pus	N08-Pus	3.81	6.95
1197843.25	-1433-06-25	-1433	3	R3-varṣā	91.12	N10-Mag/ε Leo	N10-Mag/ε Leo	-0.51	268.02	N23-Dha/β Del	N24-Sha/λ Aqr	1	176	N10-Mag	N23-Dha	N10-Mag	N24-Sha	9.61	25.87
1197858.75	-1433-07-11	-1433	3	R3-varṣā	106.08	N10-Mag/α Leo	N10-Mag/α Leo	-1.76	112.92	N11-PPal/δ Leo	N10-Mag/α Leo	0	6	N10-Mag	N11-PPal	N10-Mag	N10-Mag	3.58	10.60
1197873.25	-1433-07-25	-1433	3	R3-varṣā	120.20	N12-UPal/* 93 Leo	N11-PPal/θ Leo	2.41	300.46	N25-PBha/α Peg	N24-Sha/λ Aqr	1	179	N12-UPal	N25-PBha	N11-PPal	N24-Sha	10.60	7.08
1197887.75	-1433-08-09	-1433	3	R3-varṣā	134.44	N13-Has/γ Crv	N12-UPal/β Leo	-3.56	136.20	N13-Has/γ Crv	N13-Has/δ Crv	0	1	N13-Has	N13-Has	N12-UPal	N13-Has	15.99	12.87
1197903.25	-1433-08-24	-1433	3	R3-varṣā	149.80	N13-Has/β Crv	N14-Chi/α Vir	4.47	333.62	N27-Rev/ε Psc	N27-Rev/ε Psc	1	176	N13-Has	N27-Rev	N14-Chi	N27-Rev	6.71	5.09
1197916.75	-1433-09-07	-1433	4	R4-śarat	163.30	N15-Swa/α Boo	N14-Chi/α Vir	-4.69	159.28	N15-Swa/α Boo	N14-Chi/α Vir	0	4	N15-Swa	N15-Swa	N14-Chi	N14-Chi	7.28	4.15
1197932.25	-1433-09-22	-1433	4	R4-śarat	178.92	N16-Vis/α2 Lib	N16-Vis/α2 Lib	4.97	355.08	N02-Bha/* 35 Ari	N01-Ash/α Ari	1	176	N16-Vis	N02-Bha	N16-Vis	N01-Ash	1.57	7.09
1197946.75	-1433-10-07	-1433	4	R4-śarat	193.63	N17-Anu/δ Sco	N17-Anu/δ Sco	-4.73	195.89	N17-Anu/β1 Sco	N17-Anu/π Sco	0	2	N17-Anu	N17-Anu	N17-Anu	N17-Anu	2.02	0.64
1197962.25	-1433-10-22	-1433	4	R4-śarat	209.43	N19-Mul/ζ2 Sco	N18-Jye/α Sco	4.17	30.41	N05-Mrg/γ Ori	N04-Roh/ε Tau	1	179	N19-Mul	N05-Mrg	N18-Jye	N04-Roh	8.36	12.04
1197975.75	-1433-11-05	-1433	5	R5-hemanta	223.23	N20-PAsh/γ Sgr	N20-PAsh/λ Sgr	-3.76	217.82	N19-Mul/θ Sco	N20-PAsh/γ Sgr	0	5	N20-PAsh	N19-Mul	N20-PAsh	N20-PAsh	5.74	6.44
1197991.25	-1433-11-20	-1433	5	R5-hemanta	239.07	N21-UAsh/τ Sgr	N21-UAsh/τ Sgr	2.74	52.77	N06-Ard/γ Gem	N06-Ard/γ Gem	1	173	N21-UAsh	N06-Ard	N21-UAsh	N06-Ard	4.74	9.98
1198005.75	-1433-12-05	-1433	5	R5-hemanta	253.85	N22-Shr/γ Aql	N21-UAsh/τ Sgr	-1.15	251.72	N22-Shr/α Aql	N21-UAsh/τ Sgr	0	2	N22-Shr	N22-Shr	N21-UAsh	N21-UAsh	17.05	14.70
1198021.25	-1433-12-20	-1433	5	R5-hemanta	269.57	N23-Dha/α Del	N24-Sha/λ Aqr	-0.57	90.25	N10-Mag/ε Leo	N08-Pus/δ Cnc	1	179	N23-Dha	N10-Mag	N24-Sha	N08-Pus	24.32	9.25
1198035.75	-1432-01-04	-1432	6	R6-śiśira	284.19	N23-Dha/α Αqr	N24-Sha/λ Aqr	1.84	284.46	N23-Dha/α Αqr	N24-Sha/λ Aqr	0	0	N23-Dha	N23-Dha	N24-Sha	N24-Sha	9.71	9.66
1198050.25	-1432-01-18	-1432	6	R6-śiśira	298.68	N24-Sha/λ Aqr	N24-Sha/λ Aqr	-2.62	113.42	N11-PPal/δ Leo	N10-Mag/α Leo	1	174	N24-Sha	N11-PPal	N24-Sha	N10-Mag	4.79	11.28
1198065.75	-1432-02-03	-1432	6	R6-śiśira	314.04	N25-PBha/β Peg	N26-UBha/γ Peg	4.16	316.95	N26-UBha/γ Peg	N26-UBha/γ Peg	0	2	N25-PBha	N26-UBha	N26-UBha	N26-UBha	14.65	9.60
1198080.25	-1432-02-17	-1432	6	R6-śiśira	328.28	N26-UBha/α And	N27-Rev/ε Psc	-4.78	152.06	N13-Has/β Crv	N14-Chi/α Vir	1	176	N26-UBha	N13-Has	N27-Rev	N14-Chi	1.93	5.11
1198094.75	-1432-03-03	-1432	1	R1-vasanta	342.39	N01-Ash/γ Ari	N01-Ash/γ Ari	4.89	337.82	N27-Rev/ε Psc	N01-Ash/γ Ari	0	4	N01-Ash	N27-Rev	N01-Ash	N01-Ash	7.71	7.97
1198109.25	-1432-03-17	-1432	1	R1-vasanta	356.39	N02-Bha/* 35 Ari	N02-Bha/* 41 Ari	-4.97	175.40	N16-Vis/α1 Lib	N16-Vis/α2 Lib	1	179	N02-Bha	N16-Vis	N02-Bha	N16-Vis	11.07	6.10
