jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair
1133171.42	-1610-06-01	-1610	2	R2-grīṣma	False	68.07	N07-Pun/β Gem	247.70	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
1133201.14	-1610-07-01	-1610	3	R3-varṣā	False	96.59	N10-Mag/ζ Leo	276.86	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
1133230.88	-1610-07-31	-1610	3	R3-varṣā	False	125.56	N12-UPal/β Leo	306.36	N25-PBha/α Peg	1	180	N12-UPal	N25-PBha	False
1133260.46	-1610-08-29	-1610	4	R4-śarat	False	154.91	N15-Swa/α Boo	334.54	N27-Rev/ε Psc	1	179	N15-Swa	N27-Rev	False
1133290.15	-1610-09-28	-1610	4	R4-śarat	False	184.85	N17-Anu/δ Sco	4.94	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False
1133319.72	-1610-10-28	-1610	5	R5-hemanta	False	215.00	N19-Mul/λ Sco	34.87	N05-Mrg/λ Ori	1	-180	N19-Mul	N05-Mrg	False
1133349.26	-1610-11-26	-1610	5	R5-hemanta	False	245.17	N22-Shr/α Aql	65.17	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
1133378.75	-1610-12-26	-1610	6	R6-śiśira	False	275.07	N23-Dha/γ2 Del	95.52	N10-Mag/ζ Leo	1	-179	N23-Dha	N10-Mag	False
1133408.11	-1609-01-24	-1609	6	R6-śiśira	False	304.40	N25-PBha/α Peg	124.25	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
1133437.49	-1609-02-22	-1609	1	R1-vasanta	False	333.23	N27-Rev/ε Psc	153.45	N14-Chi/α Vir	1	-179	N27-Rev	N14-Chi	False
1133466.81	-1609-03-24	-1609	1	R1-vasanta	True	1.52	N03-Kri/* 17 Tau	181.40	N16-Vis/α2 Lib	1	179	N03-Kri	N16-Vis	True
1133496.19	-1609-04-22	-1609	1	R1-vasanta	False	29.56	N05-Mrg/γ Ori	209.59	N19-Mul/ζ2 Sco	1	180	N05-Mrg	N19-Mul	False
1133525.59	-1609-05-22	-1609	2	R2-grīṣma	False	57.52	N07-Pun/α Gem	237.12	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1133555.18	-1609-06-20	-1609	2	R2-grīṣma	False	85.80	N09-Asl/ζ Hya	265.93	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
1133584.89	-1609-07-20	-1609	3	R3-varṣā	False	114.56	N11-PPal/θ Leo	295.37	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
1133614.48	-1609-08-18	-1609	3	R3-varṣā	False	143.71	N13-Has/δ Crv	323.18	N26-UBha/α And	1	179	N13-Has	N26-UBha	False
1133644.28	-1609-09-17	-1609	4	R4-śarat	False	173.59	N16-Vis/α1 Lib	353.53	N02-Bha/* 35 Ari	1	179	N16-Vis	N02-Bha	False
1133674.05	-1609-10-17	-1609	4	R4-śarat	False	203.85	N18-Jye/ε Sco	24.17	N04-Roh/α Tau	1	-179	N18-Jye	N04-Roh	False
1133703.68	-1609-11-16	-1609	5	R5-hemanta	False	234.13	N21-UAsh/ζ Sgr	53.68	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
1133733.31	-1609-12-15	-1609	5	R5-hemanta	False	264.28	N23-Dha/β Del	84.26	N09-Asl/ζ Hya	1	-180	N23-Dha	N09-Asl	False
1133762.77	-1608-01-14	-1608	6	R6-śiśira	False	293.89	N24-Sha/λ Aqr	113.58	N11-PPal/θ Leo	1	-180	N24-Sha	N11-PPal	False
1133792.17	-1608-02-12	-1608	6	R6-śiśira	False	322.92	N26-UBha/α And	142.82	N13-Has/α Crv	1	-180	N26-UBha	N13-Has	False
1133821.51	-1608-03-13	-1608	1	R1-vasanta	False	351.40	N01-Ash/α Ari	171.70	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False
1133850.75	-1608-04-11	-1608	1	R1-vasanta	False	19.40	N04-Roh/α Tau	199.01	N18-Jye/α Sco	1	179	N04-Roh	N18-Jye	False
1133880.10	-1608-05-10	-1608	2	R2-grīṣma	False	47.31	N06-Ard/γ Gem	227.28	N20-PAsh/λ Sgr	1	179	N06-Ard	N20-PAsh	False
1133909.48	-1608-06-08	-1608	2	R2-grīṣma	False	75.31	N08-Pus/δ Cnc	255.20	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
1133938.99	-1608-07-08	-1608	3	R3-varṣā	False	103.72	N10-Mag/α Leo	284.03	N24-Sha/λ Aqr	1	180	N10-Mag	N24-Sha	False
1133968.51	-1608-08-07	-1608	3	R3-varṣā	False	132.60	N13-Has/γ Crv	312.15	N25-PBha/β Peg	1	179	N13-Has	N25-PBha	False
1133998.25	-1608-09-05	-1608	4	R4-śarat	False	162.23	N15-Swa/α Boo	342.23	N01-Ash/γ Ari	1	180	N15-Swa	N01-Ash	False
1134028.09	-1608-10-05	-1608	4	R4-śarat	False	192.42	N17-Anu/δ Sco	12.81	N03-Kri/* 27 Tau	1	-179	N17-Anu	N03-Kri	False
1134057.93	-1608-11-04	-1608	5	R5-hemanta	False	222.90	N20-PAsh/γ Sgr	43.58	N05-Mrg/α Ori	1	-179	N20-PAsh	N05-Mrg	False
1134087.59	-1608-12-04	-1608	5	R5-hemanta	False	253.16	N22-Shr/β Aql	72.59	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
1134117.28	-1607-01-02	-1607	6	R6-śiśira	False	283.16	N24-Sha/λ Aqr	103.14	N10-Mag/α Leo	1	-180	N24-Sha	N10-Mag	False
1134146.79	-1607-02-01	-1607	6	R6-śiśira	False	312.49	N25-PBha/β Peg	132.44	N13-Has/γ Crv	1	-180	N25-PBha	N13-Has	False
1134176.18	-1607-03-02	-1607	1	R1-vasanta	False	341.19	N01-Ash/γ Ari	161.14	N15-Swa/α Boo	1	-180	N01-Ash	N15-Swa	False
1134205.52	-1607-04-01	-1607	1	R1-vasanta	False	9.40	N03-Kri/* 17 Tau	189.66	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False
1134234.75	-1607-04-30	-1607	2	R2-grīṣma	False	37.24	N05-Mrg/α Ori	216.74	N19-Mul/κ Sco	1	179	N05-Mrg	N19-Mul	False
1134264.07	-1607-05-29	-1607	2	R2-grīṣma	False	65.14	N07-Pun/β Gem	244.99	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
1134293.42	-1607-06-27	-1607	3	R3-varṣā	False	93.27	N10-Mag/μ Leo	273.31	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
1134322.85	-1607-07-27	-1607	3	R3-varṣā	False	121.87	N12-UPal/β Leo	302.07	N25-PBha/α Peg	1	180	N12-UPal	N25-PBha	False
1134352.36	-1607-08-25	-1607	4	R4-śarat	False	151.08	N14-Chi/α Vir	330.95	N27-Rev/ε Psc	1	179	N14-Chi	N27-Rev	False
1134382.07	-1607-09-24	-1607	4	R4-śarat	True	180.99	N16-Vis/α2 Lib	1.33	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True
1134411.91	-1607-10-24	-1607	5	R5-hemanta	False	211.38	N19-Mul/ν Sco	32.18	N05-Mrg/γ Ori	1	-179	N19-Mul	N05-Mrg	False
1134441.60	-1607-11-23	-1607	5	R5-hemanta	False	241.72	N21-UAsh/τ Sgr	60.88	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
1134471.44	-1607-12-22	-1607	6	R6-śiśira	False	272.01	N23-Dha/γ2 Del	91.62	N10-Mag/μ Leo	1	-180	N23-Dha	N10-Mag	False
1134501.16	-1606-01-21	-1606	6	R6-śiśira	False	301.75	N25-PBha/α Peg	121.88	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1134530.68	-1606-02-20	-1606	1	R1-vasanta	False	330.76	N27-Rev/ε Psc	150.40	N13-Has/β Crv	1	-180	N27-Rev	N13-Has	False
1134560.15	-1606-03-21	-1606	1	R1-vasanta	True	359.24	N02-Bha/* 39 Ari	179.23	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False
1134589.51	-1606-04-20	-1606	1	R1-vasanta	False	27.28	N05-Mrg/γ Ori	207.42	N19-Mul/ζ2 Sco	1	180	N05-Mrg	N19-Mul	False
1134618.77	-1606-05-19	-1606	2	R2-grīṣma	False	55.10	N07-Pun/α Gem	234.60	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1134648.07	-1606-06-17	-1606	2	R2-grīṣma	False	83.08	N09-Asl/ρ Hya	262.88	N23-Dha/β Del	1	179	N09-Asl	N23-Dha	False
1134677.41	-1606-07-16	-1606	3	R3-varṣā	False	111.44	N11-PPal/δ Leo	291.58	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
1134706.78	-1606-08-15	-1606	3	R3-varṣā	False	140.31	N13-Has/γ Crv	320.22	N26-UBha/γ Peg	1	179	N13-Has	N26-UBha	False
1134736.29	-1606-09-13	-1606	4	R4-śarat	False	169.84	N16-Vis/α1 Lib	349.82	N01-Ash/α Ari	1	179	N16-Vis	N01-Ash	False
1134765.96	-1606-10-13	-1606	4	R4-śarat	False	199.95	N18-Jye/α Sco	20.37	N04-Roh/α Tau	1	-179	N18-Jye	N04-Roh	False
1134795.60	-1606-11-12	-1606	5	R5-hemanta	False	230.24	N21-UAsh/φ Sgr	49.57	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
1134825.41	-1606-12-11	-1606	5	R5-hemanta	False	260.61	N23-Dha/β Del	80.25	N09-Asl/δ Hya	1	-180	N23-Dha	N09-Asl	False
1134855.22	-1605-01-10	-1605	6	R6-śiśira	False	290.62	N24-Sha/λ Aqr	110.68	N11-PPal/δ Leo	1	-179	N24-Sha	N11-PPal	False
1134884.98	-1605-02-09	-1605	6	R6-śiśira	False	320.07	N26-UBha/γ Peg	140.61	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
1134914.51	-1605-03-11	-1605	1	R1-vasanta	False	348.78	N01-Ash/α Ari	168.37	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False
1134944.06	-1605-04-09	-1605	1	R1-vasanta	False	17.09	N04-Roh/δ Tau	197.23	N18-Jye/σ Sco	1	180	N04-Roh	N18-Jye	False
1134973.46	-1605-05-08	-1605	2	R2-grīṣma	False	45.06	N06-Ard/γ Gem	225.05	N20-PAsh/ε Sgr	1	179	N06-Ard	N20-PAsh	False
1135002.77	-1605-06-07	-1605	2	R2-grīṣma	False	72.98	N08-Pus/δ Cnc	252.63	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
1135032.09	-1605-07-06	-1605	3	R3-varṣā	False	101.18	N10-Mag/α Leo	281.00	N24-Sha/λ Aqr	1	179	N10-Mag	N24-Sha	False
1135061.45	-1605-08-04	-1605	3	R3-varṣā	False	129.85	N12-UPal/β Leo	310.08	N25-PBha/β Peg	1	180	N12-UPal	N25-PBha	False
1135090.81	-1605-09-03	-1605	4	R4-śarat	False	159.05	N15-Swa/α Boo	338.74	N01-Ash/γ Ari	1	179	N15-Swa	N01-Ash	False
1135120.31	-1605-10-02	-1605	4	R4-śarat	False	188.86	N17-Anu/δ Sco	8.87	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False
1135149.90	-1605-11-01	-1605	5	R5-hemanta	False	219.05	N19-Mul/ι1 Sco	39.28	N05-Mrg/α Ori	1	-179	N19-Mul	N05-Mrg	False
1135179.49	-1605-11-30	-1605	5	R5-hemanta	False	249.26	N22-Shr/α Aql	68.95	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
1135209.22	-1605-12-30	-1605	6	R6-śiśira	False	279.35	N23-Dha/γ2 Del	99.42	N10-Mag/γ Leo	1	-179	N23-Dha	N10-Mag	False
1135238.99	-1604-01-29	-1604	6	R6-śiśira	False	309.02	N25-PBha/β Peg	129.62	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1135268.58	-1604-02-28	-1604	1	R1-vasanta	False	337.97	N01-Ash/γ Ari	157.19	N15-Swa/α Boo	1	-180	N01-Ash	N15-Swa	False
1135298.30	-1604-03-28	-1604	1	R1-vasanta	False	6.58	N03-Kri/* 17 Tau	186.49	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1135327.91	-1604-04-27	-1604	2	R2-grīṣma	False	34.80	N05-Mrg/λ Ori	215.28	N19-Mul/θ Sco	1	180	N05-Mrg	N19-Mul	False
1135357.33	-1604-05-26	-1604	2	R2-grīṣma	False	62.79	N07-Pun/β Gem	242.73	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1135386.74	-1604-06-25	-1604	3	R3-varṣā	False	90.94	N10-Mag/ε Leo	270.93	N23-Dha/γ2 Del	1	179	N10-Mag	N23-Dha	False
1135416.11	-1604-07-24	-1604	3	R3-varṣā	False	119.46	N12-UPal/* 93 Leo	299.38	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
1135445.53	-1604-08-23	-1604	3	R3-varṣā	False	148.52	N13-Has/β Crv	328.79	N27-Rev/ε Psc	1	180	N13-Has	N27-Rev	False
1135474.90	-1604-09-21	-1604	4	R4-śarat	True	178.05	N16-Vis/α2 Lib	357.69	N02-Bha/* 35 Ari	1	179	N16-Vis	N02-Bha	False
1135504.39	-1604-10-20	-1604	4	R4-śarat	False	208.06	N19-Mul/ζ2 Sco	28.17	N05-Mrg/γ Ori	1	-179	N19-Mul	N05-Mrg	False
1135533.88	-1604-11-19	-1604	5	R5-hemanta	False	238.20	N21-UAsh/τ Sgr	58.17	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
1135563.42	-1604-12-18	-1604	5	R5-hemanta	False	268.22	N23-Dha/δ Del	88.11	N10-Mag/ε Leo	1	-180	N23-Dha	N10-Mag	False
1135593.05	-1603-01-17	-1603	6	R6-śiśira	False	297.94	N25-PBha/α Peg	118.24	N12-UPal/* 93 Leo	1	-179	N25-PBha	N12-UPal	False
1135622.61	-1603-02-16	-1603	6	R6-śiśira	False	327.06	N27-Rev/ε Psc	146.34	N13-Has/β Crv	1	-180	N27-Rev	N13-Has	False
1135652.33	-1603-03-17	-1603	1	R1-vasanta	False	355.83	N02-Bha/* 35 Ari	175.66	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False
1135682.03	-1603-04-16	-1603	1	R1-vasanta	False	24.22	N04-Roh/α Tau	204.71	N18-Jye/ε Sco	1	180	N04-Roh	N18-Jye	False
1135711.53	-1603-05-16	-1603	2	R2-grīṣma	False	52.28	N06-Ard/γ Gem	231.72	N21-UAsh/σ Sgr	1	179	N06-Ard	N21-UAsh	False
1135741.14	-1603-06-14	-1603	2	R2-grīṣma	False	80.54	N09-Asl/δ Hya	260.69	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
1135770.62	-1603-07-14	-1603	3	R3-varṣā	False	108.98	N11-PPal/δ Leo	288.68	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1135800.12	-1603-08-12	-1603	3	R3-varṣā	False	137.94	N13-Has/γ Crv	317.95	N26-UBha/γ Peg	1	180	N13-Has	N26-UBha	False
1135829.60	-1603-09-11	-1603	4	R4-śarat	False	167.40	N16-Vis/α1 Lib	347.61	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False
1135859.02	-1603-10-10	-1603	4	R4-śarat	False	197.23	N18-Jye/σ Sco	16.98	N04-Roh/δ Tau	1	-180	N18-Jye	N04-Roh	False
1135888.49	-1603-11-08	-1603	5	R5-hemanta	False	227.34	N20-PAsh/λ Sgr	47.60	N06-Ard/γ Gem	1	-179	N20-PAsh	N06-Ard	False
1135917.91	-1603-12-08	-1603	5	R5-hemanta	False	257.33	N22-Shr/β Aql	77.11	N08-Pus/δ Cnc	1	-180	N22-Shr	N08-Pus	False
1135947.40	-1602-01-06	-1602	6	R6-śiśira	False	287.07	N24-Sha/λ Aqr	107.07	N11-PPal/δ Leo	1	-180	N24-Sha	N11-PPal	False
1135976.93	-1602-02-05	-1602	6	R6-śiśira	False	316.37	N26-UBha/γ Peg	136.64	N13-Has/γ Crv	1	-179	N26-UBha	N13-Has	False
1136006.43	-1602-03-06	-1602	1	R1-vasanta	False	345.10	N01-Ash/β Ari	164.85	N16-Vis/α1 Lib	1	-180	N01-Ash	N16-Vis	False
1136036.05	-1602-04-05	-1602	1	R1-vasanta	False	13.53	N04-Roh/γ Tau	193.92	N17-Anu/ω1 Sco	1	180	N04-Roh	N17-Anu	False
1136065.56	-1602-05-05	-1602	2	R2-grīṣma	False	41.61	N05-Mrg/α Ori	220.93	N20-PAsh/γ Sgr	1	179	N05-Mrg	N20-PAsh	False
1136095.24	-1602-06-03	-1602	2	R2-grīṣma	False	69.88	N07-Pun/β Gem	249.89	N22-Shr/α Aql	1	180	N07-Pun	N22-Shr	False
1136124.94	-1602-07-03	-1602	3	R3-varṣā	False	98.39	N10-Mag/η Leo	279.01	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
1136154.48	-1602-08-01	-1602	3	R3-varṣā	False	127.19	N12-UPal/β Leo	306.85	N25-PBha/β Peg	1	179	N12-UPal	N25-PBha	False
1136184.10	-1602-08-31	-1602	4	R4-śarat	False	156.61	N15-Swa/α Boo	336.72	N01-Ash/γ Ari	1	180	N15-Swa	N01-Ash	False
1136213.63	-1602-09-30	-1602	4	R4-śarat	False	186.41	N17-Anu/δ Sco	6.43	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False
1136243.11	-1602-10-29	-1602	5	R5-hemanta	False	216.48	N19-Mul/κ Sco	36.37	N05-Mrg/α Ori	1	-180	N19-Mul	N05-Mrg	False
1136272.60	-1602-11-28	-1602	5	R5-hemanta	False	246.60	N22-Shr/α Aql	66.97	N07-Pun/β Gem	1	-179	N22-Shr	N07-Pun	False
1136301.99	-1602-12-27	-1602	6	R6-śiśira	False	276.38	N23-Dha/γ2 Del	96.13	N10-Mag/ζ Leo	1	-180	N23-Dha	N10-Mag	False
1136331.44	-1601-01-25	-1601	6	R6-śiśira	False	305.78	N25-PBha/α Peg	125.88	N12-UPal/β Leo	1	-179	N25-PBha	N12-UPal	False
1136360.84	-1601-02-24	-1601	1	R1-vasanta	False	334.61	N27-Rev/ε Psc	154.63	N15-Swa/α Boo	1	-179	N27-Rev	N15-Swa	False
1136390.27	-1601-03-25	-1601	1	R1-vasanta	True	2.99	N03-Kri/* 17 Tau	182.98	N16-Vis/α2 Lib	1	179	N03-Kri	N16-Vis	True
1136419.69	-1601-04-24	-1601	2	R2-grīṣma	False	31.05	N05-Mrg/γ Ori	210.47	N19-Mul/ζ2 Sco	1	179	N05-Mrg	N19-Mul	False
1136449.28	-1601-05-23	-1601	2	R2-grīṣma	False	59.19	N07-Pun/α Gem	239.13	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1136478.97	-1601-06-22	-1601	2	R2-grīṣma	False	87.58	N09-Asl/ζ Hya	268.24	N23-Dha/δ Del	1	180	N09-Asl	N23-Dha	False
1136508.54	-1601-07-22	-1601	3	R3-varṣā	False	116.24	N11-PPal/θ Leo	295.56	N24-Sha/λ Aqr	1	179	N11-PPal	N24-Sha	False
1136538.30	-1601-08-20	-1601	3	R3-varṣā	False	145.58	N13-Has/δ Crv	325.48	N26-UBha/α And	1	179	N13-Has	N26-UBha	False
1136568.02	-1601-09-19	-1601	4	R4-śarat	False	175.41	N16-Vis/α2 Lib	355.72	N02-Bha/* 35 Ari	1	180	N16-Vis	N02-Bha	False
1136597.60	-1601-10-19	-1601	4	R4-śarat	False	205.49	N18-Jye/ε Sco	25.25	N04-Roh/α Tau	1	-180	N18-Jye	N04-Roh	False
1136627.18	-1601-11-17	-1601	5	R5-hemanta	False	235.72	N21-UAsh/τ Sgr	55.71	N07-Pun/α Gem	1	-180	N21-UAsh	N07-Pun	False
1136656.70	-1601-12-17	-1601	5	R5-hemanta	False	265.75	N23-Dha/β Del	86.04	N09-Asl/ζ Hya	1	-179	N23-Dha	N09-Asl	False
1136686.09	-1600-01-15	-1600	6	R6-śiśira	False	295.27	N24-Sha/λ Aqr	115.10	N11-PPal/θ Leo	1	-180	N24-Sha	N11-PPal	False
1136715.49	-1600-02-13	-1600	6	R6-śiśira	False	324.28	N26-UBha/α And	144.53	N13-Has/δ Crv	1	-179	N26-UBha	N13-Has	False
1136744.78	-1600-03-14	-1600	1	R1-vasanta	False	352.69	N02-Bha/* 35 Ari	172.39	N16-Vis/α1 Lib	1	-180	N02-Bha	N16-Vis	False
1136774.14	-1600-04-12	-1600	1	R1-vasanta	False	20.78	N04-Roh/α Tau	200.79	N18-Jye/α Sco	1	180	N04-Roh	N18-Jye	False
1136803.52	-1600-05-12	-1600	2	R2-grīṣma	False	48.73	N06-Ard/γ Gem	228.53	N21-UAsh/φ Sgr	1	179	N06-Ard	N21-UAsh	False
1136833.05	-1600-06-10	-1600	2	R2-grīṣma	False	76.88	N08-Pus/δ Cnc	257.18	N22-Shr/β Aql	1	180	N08-Pus	N22-Shr	False
1136862.57	-1600-07-10	-1600	3	R3-varṣā	False	105.31	N10-Mag/α Leo	284.68	N24-Sha/λ Aqr	1	179	N10-Mag	N24-Sha	False
1136892.30	-1600-08-08	-1600	3	R3-varṣā	False	134.43	N13-Has/γ Crv	314.31	N25-PBha/β Peg	1	179	N13-Has	N25-PBha	False
1136922.10	-1600-09-07	-1600	4	R4-śarat	False	164.15	N15-Swa/α Boo	344.49	N01-Ash/β Ari	1	180	N15-Swa	N01-Ash	False
1136951.89	-1600-10-07	-1600	4	R4-śarat	False	194.32	N17-Anu/ω1 Sco	15.00	N04-Roh/γ Tau	1	-179	N17-Anu	N04-Roh	False
1136981.52	-1600-11-06	-1600	5	R5-hemanta	False	224.58	N20-PAsh/δ Sgr	44.20	N06-Ard/γ Gem	1	-180	N20-PAsh	N06-Ard	False
1137011.20	-1600-12-05	-1600	5	R5-hemanta	False	254.86	N22-Shr/β Aql	74.89	N08-Pus/δ Cnc	1	-179	N22-Shr	N08-Pus	False
1137040.74	-1599-01-04	-1599	6	R6-śiśira	False	284.68	N24-Sha/λ Aqr	104.74	N10-Mag/α Leo	1	-179	N24-Sha	N10-Mag	False
1137070.16	-1599-02-02	-1599	6	R6-śiśira	False	313.90	N25-PBha/β Peg	133.82	N13-Has/γ Crv	1	-180	N25-PBha	N13-Has	False
1137099.52	-1599-03-04	-1599	1	R1-vasanta	False	342.55	N01-Ash/γ Ari	162.86	N15-Swa/α Boo	1	-179	N01-Ash	N15-Swa	False
1137128.76	-1599-04-02	-1599	1	R1-vasanta	False	10.64	N03-Kri/* 27 Tau	190.14	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False
1137158.08	-1599-05-01	-1599	2	R2-grīṣma	False	38.57	N05-Mrg/α Ori	218.47	N19-Mul/ι1 Sco	1	179	N05-Mrg	N19-Mul	False
1137187.43	-1599-05-30	-1599	2	R2-grīṣma	False	66.50	N07-Pun/β Gem	246.49	N22-Shr/α Aql	1	179	N07-Pun	N22-Shr	False
1137216.89	-1599-06-29	-1599	3	R3-varṣā	False	94.74	N10-Mag/ζ Leo	275.06	N23-Dha/γ2 Del	1	180	N10-Mag	N23-Dha	False
1137246.38	-1599-07-28	-1599	3	R3-varṣā	False	123.44	N12-UPal/β Leo	303.25	N25-PBha/α Peg	1	179	N12-UPal	N25-PBha	False
1137276.08	-1599-08-27	-1599	4	R4-śarat	False	152.86	N14-Chi/α Vir	333.21	N27-Rev/ε Psc	1	180	N14-Chi	N27-Rev	False
1137305.89	-1599-09-26	-1599	4	R4-śarat	True	182.89	N16-Vis/α2 Lib	3.74	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True
1137335.56	-1599-10-26	-1599	5	R5-hemanta	False	213.13	N19-Mul/ν Sco	32.40	N05-Mrg/γ Ori	1	-180	N19-Mul	N05-Mrg	False
1137365.41	-1599-11-24	-1599	5	R5-hemanta	False	243.62	N22-Shr/α Aql	63.31	N07-Pun/β Gem	1	-180	N22-Shr	N07-Pun	False
1137395.16	-1599-12-24	-1599	6	R6-śiśira	False	273.80	N23-Dha/γ2 Del	93.92	N10-Mag/μ Leo	1	-179	N23-Dha	N10-Mag	False
1137424.70	-1598-01-23	-1598	6	R6-śiśira	False	303.34	N25-PBha/α Peg	123.11	N12-UPal/β Leo	1	-180	N25-PBha	N12-UPal	False
1137454.16	-1598-02-21	-1598	1	R1-vasanta	False	332.26	N27-Rev/ε Psc	152.23	N14-Chi/α Vir	1	-180	N27-Rev	N14-Chi	False
1137483.52	-1598-03-23	-1598	1	R1-vasanta	True	0.62	N03-Kri/* 17 Tau	180.84	N16-Vis/α2 Lib	1	180	N03-Kri	N16-Vis	True
1137512.77	-1598-04-21	-1598	1	R1-vasanta	False	28.53	N05-Mrg/γ Ori	208.02	N19-Mul/ζ2 Sco	1	179	N05-Mrg	N19-Mul	False
1137542.07	-1598-05-20	-1598	2	R2-grīṣma	False	56.40	N07-Pun/α Gem	236.23	N21-UAsh/τ Sgr	1	179	N07-Pun	N21-UAsh	False
1137571.40	-1598-06-18	-1598	2	R2-grīṣma	False	84.42	N09-Asl/ζ Hya	264.51	N23-Dha/β Del	1	180	N09-Asl	N23-Dha	False
1137600.77	-1598-07-18	-1598	3	R3-varṣā	False	112.83	N11-PPal/θ Leo	292.85	N24-Sha/λ Aqr	1	180	N11-PPal	N24-Sha	False
1137630.25	-1598-08-16	-1598	3	R3-varṣā	False	141.82	N13-Has/ε Crv	321.83	N26-UBha/γ Peg	1	180	N13-Has	N26-UBha	False
1137659.90	-1598-09-15	-1598	4	R4-śarat	False	171.53	N16-Vis/α1 Lib	352.07	N01-Ash/α Ari	1	180	N16-Vis	N01-Ash	False
1137689.54	-1598-10-15	-1598	4	R4-śarat	False	201.63	N18-Jye/α Sco	21.01	N04-Roh/α Tau	1	-180	N18-Jye	N04-Roh	False
1137719.39	-1598-11-13	-1598	5	R5-hemanta	False	232.13	N21-UAsh/σ Sgr	51.78	N06-Ard/γ Gem	1	-180	N21-UAsh	N06-Ard	False
1137749.25	-1598-12-13	-1598	5	R5-hemanta	False	262.53	N23-Dha/β Del	82.53	N09-Asl/η Hya	1	-179	N23-Dha	N09-Asl	False
1137779.02	-1597-01-12	-1597	6	R6-śiśira	False	292.48	N24-Sha/λ Aqr	112.89	N11-PPal/θ Leo	1	-179	N24-Sha	N11-PPal	False
1137808.57	-1597-02-11	-1597	6	R6-śiśira	False	321.69	N26-UBha/γ Peg	141.31	N13-Has/γ Crv	1	-180	N26-UBha	N13-Has	False
1137838.10	-1597-03-12	-1597	1	R1-vasanta	False	350.37	N01-Ash/α Ari	170.43	N16-Vis/α1 Lib	1	-179	N01-Ash	N16-Vis	False
1137867.49	-1597-04-10	-1597	1	R1-vasanta	False	18.52	N04-Roh/ε Tau	198.57	N18-Jye/σ Sco	1	180	N04-Roh	N18-Jye	False
1137896.78	-1597-05-10	-1597	2	R2-grīṣma	False	46.38	N06-Ard/γ Gem	226.00	N20-PAsh/ε Sgr	1	179	N06-Ard	N20-PAsh	False
1137926.09	-1597-06-08	-1597	2	R2-grīṣma	False	74.31	N08-Pus/δ Cnc	254.13	N22-Shr/β Aql	1	179	N08-Pus	N22-Shr	False
1137955.41	-1597-07-07	-1597	3	R3-varṣā	False	102.52	N10-Mag/α Leo	282.70	N24-Sha/λ Aqr	1	180	N10-Mag	N24-Sha	False
1137984.73	-1597-08-06	-1597	3	R3-varṣā	False	131.18	N12-UPal/β Leo	310.88	N25-PBha/β Peg	1	179	N12-UPal	N25-PBha	False
