padam,kaanda,varga,shloka,paada,cnt,linga
क्षीरिका,2,4,45,2,3,स्त्री
इङ्गुदी,2,4,46,1,1,स्त्री
तापसतरु,2,4,46,1,2,पुं
भूर्ज,2,4,46,1,3,पुं
चर्मिन्,2,4,46,1,4,पुं
मृदुत्वच्,2,4,46,1,5,पुं
पिच्छिला,2,4,46,2,1,स्त्री
पूरणी,2,4,46,2,2,स्त्री
मोचा,2,4,46,2,3,स्त्री
स्थिरायुस्,2,4,46,2,4,पुं
शाल्मलि,2,4,46,2,5,पुं
पिच्छा,2,4,47,1,1,स्त्री
शाल्मलीवेष्ट,2,4,47,1,2,पुं
रोचन,2,4,47,1,3,पुं
कूटशाल्मलि,2,4,47,1,4,पुं
चिरबिल्व,2,4,47,2,1,पुं
नक्तमाल,2,4,47,2,2,पुं
करज,2,4,47,2,3,पुं
करञ्जक,2,4,47,2,4,पुं
प्रकीर्य,2,4,48,1,1,पुं
पूतिकरज,2,4,48,1,2,पुं
पूतिक,2,4,48,1,3,पुं
कलिमारक,2,4,48,1,4,पुं
षड्ग्रन्था,2,4,48,2,1,स्त्री
मर्कटी,2,4,48,2,2,स्त्री
अङ्गारवल्लरी,2,4,48,2,3,स्त्री
रोहिन्,2,4,49,1,1,पुं
रोहितक,2,4,49,1,2,पुं
प्लीहशत्रु,2,4,49,1,3,पुं
दाडिमपुष्पक,2,4,49,1,4,पुं
गायत्री,2,4,49,2,1,स्त्री
बालतनय,2,4,49,2,2,पुं
खदिर,2,4,49,2,3,पुं
दन्तधावन,2,4,49,2,4,पुं
अरिमेद,2,4,50,1,1,पुं
विट्खदिर,2,4,50,1,2,पुं
कदर,2,4,50,1,3,पुं
सोमवल्क,2,4,50,2,1,पुं
व्याघ्रपुच्छ,2,4,50,2,2,पुं
गन्धर्वहस्तक,2,4,50,2,3,पुं
एरण्ड,2,4,51,1,1,पुं
उरुबूक,2,4,51,1,2,पुं
रुचक,2,4,51,1,3,पुं
चित्रक,2,4,51,1,4,पुं
चञ्चु,2,4,51,2,1,पुं
पञ्चाङ्गुल,2,4,51,2,2,पुं
मण्ड,2,4,51,2,3,पुं
वर्धमान,2,4,51,2,4,पुं
व्यडम्बक,2,4,51,2,5,पुं
शमीर,2,4,52,1,1,पुं
शमी,2,4,52,1,2,स्त्री
सक्तुफला,2,4,52,1,3,स्त्री
शिवा,2,4,52,1,4,स्त्री
पिण्डीतक,2,4,52,2,1,पुं
मरुबक,2,4,52,2,2,पुं
श्वसन,2,4,52,2,3,पुं
करहाटक,2,4,52,2,4,पुं
शल्य,2,4,53,1,1,पुं
मदन,2,4,53,1,2,पुं
शक्रपादप,2,4,53,1,3,पुं
पारिभद्रक,2,4,53,1,4,पुं
भद्रदारु,2,4,53,2,1,पुं-नपुं
द्रुकिलिम,2,4,53,2,2,नपुं
पीतदारु,2,4,53,2,3,नपुं
दारु,2,4,53,2,4,नपुं
पूतिकाष्ठ,2,4,54,1,1,नपुं
देवदारु,2,4,54,1,2,पुं-नपुं
पाटलि,2,4,54,2,1,स्त्री-पुं
पाटला,2,4,54,2,2,स्त्री
अमोघा,2,4,54,2,3,स्त्री
काचस्थाली,2,4,54,2,4,स्त्री
फलेरुहा,2,4,54,2,5,स्त्री
कृष्णवृन्ता,2,4,55,1,1,स्त्री
कुबेराक्षी,2,4,55,1,2,स्त्री
श्यामा,2,4,55,1,3,स्त्री
महिलाह्वय,2,4,55,1,4,स्त्री
लता,2,4,55,2,1,स्त्री
गोवन्दनी,2,4,55,2,2,स्त्री
गुन्द्रा,2,4,55,2,3,स्त्री
प्रियङ्गु,2,4,55,2,4,स्त्री
फलिनी,2,4,55,2,5,स्त्री
फली,2,4,55,2,6,स्त्री
विष्वक्सेना,2,4,56,1,1,स्त्री
गन्धफली,2,4,56,1,2,स्त्री
कारम्भा,2,4,56,1,3,स्त्री
प्रियक,2,4,56,1,4,पुं
मण्डूकपर्ण,2,4,56,2,1,पुं
पत्रोर्ण,2,4,56,2,2,पुं
नट,2,4,56,2,3,पुं
कट्वङ्ग,2,4,56,2,4,पुं
टुण्टुक,2,4,56,2,5,पुं
स्योनाक,2,4,57,1,1,पुं
शुकनास,2,4,57,1,2,पुं
ऋक्ष,2,4,57,1,3,पुं
दीर्घवृन्त,2,4,57,1,4,पुं
कुटन्नट,2,4,57,1,5,पुं
शोणक,2,4,57,2,1,पुं
अरलु,2,4,57,2,2,पुं
तिष्यफला,2,4,57,2,3,स्त्री
आमलकी,2,4,57,2,4,वि
अमृता,2,4,58,1,1,स्त्री
वयःस्था,2,4,58,1,2,स्त्री
विभीतक,2,4,58,1,3,वि
अक्ष,2,4,58,2,1,पुं
तुष,2,4,58,2,2,पुं
कर्षफल,2,4,58,2,3,पुं
भूतावास,2,4,58,2,4,पुं
कलिद्रुम,2,4,58,2,5,पुं
अभया,2,4,59,1,1,स्त्री
अव्यथा,2,4,59,1,2,स्त्री
पथ्या,2,4,59,1,3,स्त्री
कायस्था,2,4,59,1,4,स्त्री
पूतना,2,4,59,1,5,स्त्री
अमृता,2,4,59,1,6,स्त्री
हरीतकी,2,4,59,2,1,स्त्री
हैमवती,2,4,59,2,2,स्त्री
चेतकी,2,4,59,2,3,स्त्री
श्रेयसी,2,4,59,2,4,स्त्री
शिवा,2,4,59,2,5,स्त्री
पीतद्रु,2,4,60,1,1,पुं
सरल,2,4,60,1,2,पुं
पूतिकाष्ठ,2,4,60,1,3,नपुं
द्रुमोत्पल,2,4,60,1,4,पुं
कर्णिकार,2,4,60,2,1,पुं
परिव्याध,2,4,60,2,2,पुं
लकुच,2,4,60,2,3,पुं
लिकुच,2,4,60,2,4,पुं
डहु,2,4,60,2,5,पुं
पनस,2,4,61,1,1,पुं
कण्टकिफल,2,4,61,1,2,पुं
निचुल,2,4,61,1,3,पुं
हिज्जल,2,4,61,1,4,पुं
अम्बुज,2,4,61,1,5,पुं
काकोदुम्बरिका,2,4,61,2,1,स्त्री
फल्गु,2,4,61,2,2,नपुं
मलपू,2,4,61,2,3,स्त्री
जघनेफला,2,4,61,2,4,स्त्री
अरिष्ट,2,4,62,1,1,पुं
सर्वतोभद्र,2,4,62,1,2,पुं
हिङ्गुनिर्यास,2,4,62,1,3,पुं
मालक,2,4,62,1,4,पुं
पिचुमन्द,2,4,62,2,1,पुं
निम्ब,2,4,62,2,2,पुं
पिच्छिल,2,4,62,2,3,वि
अगुरु,2,4,62,2,4,नपुं
शिंशपा,2,4,62,2,5,स्त्री
कपिला,2,4,63,1,1,स्त्री
भस्मगर्भा,2,4,63,1,2,स्त्री
शिरीष,2,4,63,1,3,पुं
कपीतन,2,4,63,1,4,पुं
भण्डिल,2,4,63,2,1,पुं
चाम्पेय,2,4,63,2,2,पुं
चाम्पक,2,4,63,2,3,पुं
हेमपुष्पक,2,4,63,2,4,पुं
गन्धफली,2,4,64,1,1,स्त्री
केसर,2,4,64,1,2,पुं-नपुं
बकुल,2,4,64,2,1,पुं
वञ्जुल,2,4,64,2,2,पुं
अशोक,2,4,64,2,3,पुं
करक,2,4,64,2,4,पुं
दाडिम,2,4,64,2,5,पुं
चाम्पेय,2,4,65,1,1,पुं
केसर,2,4,65,1,2,पुं
नागकेसर,2,4,65,1,3,पुं
काञ्चनाह्वय,2,4,65,1,4,पुं
जया,2,4,65,2,1,स्त्री
जयन्ती,2,4,65,2,2,स्त्री
तर्कारी,2,4,65,2,3,स्त्री
नादेयी,2,4,65,2,4,स्त्री
वैजयन्तिका,2,4,65,2,5,स्त्री
श्रीपर्ण,2,4,66,1,1,नपुं
अग्निमन्थ,2,4,66,1,2,पुं
कणिका,2,4,66,1,3,स्त्री
गणिकारिका,2,4,66,1,4,स्त्री
जय,2,4,66,2,1,पुं
कुटज,2,4,66,2,2,पुं
शक्र,2,4,66,2,3,पुं
वत्सक,2,4,66,2,4,पुं
गिरिमल्लिका,2,4,66,2,5,स्त्री
कलिङ्ग,2,4,67,1,1,नपुं
इन्द्रयव,2,4,67,1,2,नपुं
भद्रयव,2,4,67,1,3,नपुं
कृष्णपाकफल,2,4,67,2,1,पुं
आविग्न,2,4,67,2,2,पुं
सुषेण,2,4,67,2,3,पुं
करमर्दक,2,4,67,2,4,पुं
कालस्कन्ध,2,4,68,1,1,पुं
तमाल,2,4,68,1,2,पुं
तापिच्छ,2,4,68,1,3,पुं
सिन्दुक,2,4,68,1,4,पुं
सिन्दुवार,2,4,68,2,1,पुं
इन्द्रसुरस,2,4,68,2,2,पुं
निर्गुण्डी,2,4,68,2,3,स्त्री
इन्द्राणिका,2,4,68,2,4,स्त्री
वेणी,2,4,69,1,1,स्त्री
खरा,2,4,69,1,2,स्त्री
गरी,2,4,69,1,3,स्त्री
देवताड,2,4,69,1,4,पुं
जीमूत,2,4,69,1,5,पुं
श्रीहस्तिनी,2,4,69,2,1,स्त्री
भूरुण्डी,2,4,69,2,2,स्त्री
तृणशून्य,2,4,69,2,3,नपुं
मल्लिका,2,4,69,2,4,स्त्री
भूपदी,2,4,70,1,1,स्त्री
शीतभीरु,2,4,70,1,2,पुं
आस्फोटा,2,4,70,1,3,स्त्री
शेफालिका,2,4,70,2,1,स्त्री
सुवहा,2,4,70,2,2,स्त्री
निर्गुण्डी,2,4,70,2,3,स्त्री
नीलिका,2,4,70,2,4,स्त्री
सिता,2,4,71,1,1,स्त्री
श्वेतसुरसा,2,4,71,1,2,स्त्री
भूतवेशी,2,4,71,1,3,स्त्री
मागधी,2,4,71,1,4,स्त्री
गणिका,2,4,71,2,1,स्त्री
यूथिका,2,4,71,2,2,स्त्री
अम्बष्ठा,2,4,71,2,3,स्त्री
हेमपुष्पिका,2,4,71,2,4,स्त्री
अतिमुक्त,2,4,72,1,1,पुं
पुण्ड्रक,2,4,72,1,2,पुं
वासन्ती,2,4,72,1,3,स्त्री
माधवी,2,4,72,1,4,स्त्री
लता,2,4,72,1,5,स्त्री
सुमनस्,2,4,72,2,1,स्त्री
मालती,2,4,72,2,2,स्त्री
जाति,2,4,72,2,3,स्त्री
सप्तला,2,4,72,2,4,स्त्री
नवमालिका,2,4,72,2,5,स्त्री
माध्य,2,4,73,1,1,पुं-नपुं
कुन्द,2,4,73,1,2,पुं-नपुं
रक्तक,2,4,73,1,3,पुं
बन्धूक,2,4,73,1,4,पुं
बन्धुजीवक,2,4,73,1,5,पुं
सहा,2,4,73,2,1,स्त्री
कुमारी,2,4,73,2,2,स्त्री
तरणि,2,4,73,2,3,पुं
अम्लान,2,4,73,2,4,पुं
महासहा,2,4,73,2,5,स्त्री
कुरबक,2,4,74,1,1,पुं
कुरण्टक,2,4,74,1,2,पुं
नीली,2,4,74,2,1,स्त्री
झिण्टी,2,4,74,2,2,स्त्री
बाणा,2,4,74,2,3,स्त्री-पुं
दासी,2,4,74,2,4,स्त्री
आर्तगल,2,4,74,2,5,पुं
सैरेयक,2,4,75,1,1,पुं
